"","Year","Sex","Age","Length","loc","lpr","sel","nsel"
"1",1982,"female",NA,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"2",1982,"female",NA,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"3",1982,"male",5,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"4",1982,"female",6,827.606,"fishwheel",3.10313460817398,0.0245954223692343,40.6579722432769
"5",1982,"male",NA,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"6",1982,"male",NA,549.226,"fishwheel",2.05934008248969,0.390463834689508,2.56105664893443
"7",1982,"male",NA,648.006,"fishwheel",2.42971878515186,0.167835959288889,5.95819873307806
"8",1982,"female",NA,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"9",1982,"male",NA,782.706,"fishwheel",2.93478065241845,0.0381639930962865,26.2027088590293
"10",1982,"female",4,567.186,"fishwheel",2.1266816647919,0.344630891316808,2.90165514814728
"11",1982,"female",NA,764.746,"fishwheel",2.86743907011624,0.0461453403785617,21.6706603916304
"12",1982,"male",NA,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"13",1982,"female",NA,576.166,"fishwheel",2.16035245594301,0.322209281375554,3.10357291922463
"14",1982,"female",7,980.266,"fishwheel",3.67553805774278,0.00823495052044778,121.433637945602
"15",1982,"male",NA,692.906,"fishwheel",2.59807274090739,0.103029545669874,9.70595369996285
"16",1982,"female",NA,737.806,"fishwheel",2.76642669666292,0.0620575907085922,16.1140641875023
"17",1982,"female",5,782.706,"fishwheel",2.93478065241845,0.0381639930962865,26.2027088590293
"18",1982,"female",6,NA,"fishwheel",NA,NA,NA
"19",1982,"male",NA,764.746,"fishwheel",2.86743907011624,0.0461453403785617,21.6706603916304
"20",1982,"female",7,908.426,"fishwheel",3.40617172853393,0.012836047914126,77.9055988798163
"21",1982,"male",5,603.106,"fishwheel",2.26136482939633,0.258206941613319,3.87286257198136
"22",1982,"male",6,980.266,"fishwheel",3.67553805774278,0.00823495052044778,121.433637945602
"23",1982,"male",NA,639.026,"fishwheel",2.39604799400075,0.183956373403467,5.43607150705633
"24",1982,"female",NA,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"25",1982,"male",4,567.186,"fishwheel",2.1266816647919,0.344630891316808,2.90165514814728
"26",1982,"female",5,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"27",1982,"male",NA,683.926,"fishwheel",2.56440194975628,0.113920215604503,8.77807327429666
"28",1982,"male",NA,953.326,"fishwheel",3.57452568428946,0.00960341686302175,104.129604521338
"29",1982,"male",5,953.326,"fishwheel",3.57452568428946,0.00960341686302175,104.129604521338
"30",1982,"female",NA,944.346,"fishwheel",3.54085489313836,0.0101410060094813,98.6095461402012
"31",1982,"male",5,621.066,"fishwheel",2.32870641169854,0.219234456642603,4.56132678828951
"32",1982,"male",NA,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"33",1982,"male",5,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"34",1982,"male",5,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"35",1982,"male",NA,683.926,"fishwheel",2.56440194975628,0.113920215604503,8.77807327429666
"36",1982,"male",NA,692.906,"fishwheel",2.59807274090739,0.103029545669874,9.70595369996285
"37",1982,"male",5,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"38",1982,"male",NA,827.606,"fishwheel",3.10313460817398,0.0245954223692343,40.6579722432769
"39",1982,"female",4,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"40",1982,"male",NA,621.066,"fishwheel",2.32870641169854,0.219234456642603,4.56132678828951
"41",1982,"female",6,836.586,"fishwheel",3.13680539932508,0.0226775819725268,44.0964120959398
"42",1982,"male",4,612.086,"fishwheel",2.29503562054743,0.238292661748787,4.19652033202022
"43",1982,"female",NA,809.646,"fishwheel",3.03579302587177,0.029129415778571,34.3295590821855
"44",1982,"female",NA,818.626,"fishwheel",3.06946381702287,0.0267363974647102,37.4021968112913
"45",1982,"female",5,621.066,"fishwheel",2.32870641169854,0.219234456642603,4.56132678828951
"46",1982,"female",NA,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"47",1982,"female",NA,648.006,"fishwheel",2.42971878515186,0.167835959288889,5.95819873307806
"48",1982,"male",5,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"49",1982,"male",NA,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"50",1982,"female",4,549.226,"fishwheel",2.05934008248969,0.390463834689508,2.56105664893443
"51",1982,"male",NA,576.166,"fishwheel",2.16035245594301,0.322209281375554,3.10357291922463
"52",1982,"female",7,818.626,"fishwheel",3.06946381702287,0.0267363974647102,37.4021968112913
"53",1982,"male",NA,522.286,"fishwheel",1.95832770903637,0.460097792449422,2.17345098457504
"54",1982,"female",5,827.606,"fishwheel",3.10313460817398,0.0245954223692343,40.6579722432769
"55",1982,"male",5,683.926,"fishwheel",2.56440194975628,0.113920215604503,8.77807327429666
"56",1982,"male",4,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"57",1982,"female",5,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"58",1982,"female",5,612.086,"fishwheel",2.29503562054743,0.238292661748787,4.19652033202022
"59",1982,"male",5,692.906,"fishwheel",2.59807274090739,0.103029545669874,9.70595369996285
"60",1982,"male",4,549.226,"fishwheel",2.05934008248969,0.390463834689508,2.56105664893443
"61",1982,"male",4,576.166,"fishwheel",2.16035245594301,0.322209281375554,3.10357291922463
"62",1982,"male",NA,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"63",1982,"female",7,899.446,"fishwheel",3.37250093738283,0.0136800775468405,73.099000833585
"64",1982,"male",5,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"65",1982,"male",5,639.026,"fishwheel",2.39604799400075,0.183956373403467,5.43607150705633
"66",1982,"female",NA,504.326,"fishwheel",1.89098612673416,0.505976073235995,1.97637804017975
"67",1982,"female",5,612.086,"fishwheel",2.29503562054743,0.238292661748787,4.19652033202022
"68",1982,"male",NA,710.866,"fishwheel",2.6654143232096,0.0841087888444581,11.8893639266319
"69",1982,"male",6,639.026,"fishwheel",2.39604799400075,0.183956373403467,5.43607150705633
"70",1982,"male",7,890.466,"fishwheel",3.33883014623172,0.01460922012026,68.4499235255689
"71",1982,"male",NA,531.266,"fishwheel",1.99199850018748,0.436903942230753,2.28883263193777
"72",1982,"male",NA,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"73",1982,"male",6,881.486,"fishwheel",3.30515935508061,0.0156340548866414,63.9629326653096
"74",1982,"male",5,648.006,"fishwheel",2.42971878515186,0.167835959288889,5.95819873307806
"75",1982,"male",5,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"76",1982,"male",4,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"77",1982,"male",5,603.106,"fishwheel",2.26136482939633,0.258206941613319,3.87286257198136
"78",1982,"male",NA,719.846,"fishwheel",2.69908511436071,0.0759736621070626,13.1624562021348
