"","Year","Sex","Age","Length","loc","lpr","sel","nsel"
"79",1982,"male",6,1016.186,"fishwheel",3.81022122234721,0.00684670374328364,146.055684237976
"80",1982,"male",NA,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"81",1982,"male",4,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"82",1982,"female",NA,755.766,"fishwheel",2.83376827896513,0.0508683162991067,19.658602304035
"83",1982,"female",7,863.526,"fishwheel",3.2378177727784,0.0180205984062262,55.4920528973385
"84",1982,"male",4,576.166,"fishwheel",2.16035245594301,0.322209281375554,3.10357291922463
"85",1982,"female",8,926.386,"fishwheel",3.47351331083615,0.0113672420460011,87.9720864527371
"86",1982,"male",NA,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"87",1982,"female",7,809.646,"fishwheel",3.03579302587177,0.029129415778571,34.3295590821855
"88",1982,"female",6,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"89",1982,"female",5,692.906,"fishwheel",2.59807274090739,0.103029545669874,9.70595369996285
"90",1982,"female",6,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"91",1982,"female",6,809.646,"fishwheel",3.03579302587177,0.029129415778571,34.3295590821855
"92",1982,"male",4,531.266,"fishwheel",1.99199850018748,0.436903942230753,2.28883263193777
"93",1982,"female",NA,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"94",1982,"female",NA,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"95",1982,"female",NA,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"96",1982,"male",NA,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"97",1982,"male",NA,513.306,"fishwheel",1.92465691788526,0.483149954241805,2.06975079107536
"98",1982,"male",NA,621.066,"fishwheel",2.32870641169854,0.219234456642603,4.56132678828951
"99",1982,"male",4,504.326,"fishwheel",1.89098612673416,0.505976073235995,1.97637804017975
"100",1982,"male",NA,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"101",1982,"female",8,926.386,"fishwheel",3.47351331083615,0.0113672420460011,87.9720864527371
"102",1982,"male",4,576.166,"fishwheel",2.16035245594301,0.322209281375554,3.10357291922463
"103",1982,"male",4,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"104",1982,"male",NA,513.306,"fishwheel",1.92465691788526,0.483149954241805,2.06975079107536
"105",1982,"female",4,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"106",1982,"male",NA,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"107",1982,"female",NA,441.466,"fishwheel",1.65529058867642,0.654018031913342,1.52900983031688
"108",1982,"female",NA,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"109",1982,"female",NA,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"110",1982,"male",NA,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"111",1982,"female",7,746.786,"fishwheel",2.80009748781402,0.0561527714516302,17.8085600077887
"112",1982,"female",4,450.446,"fishwheel",1.68896137982752,0.634466908636298,1.57612632966054
"113",1982,"male",4,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"114",1982,"male",4,504.326,"fishwheel",1.89098612673416,0.505976073235995,1.97637804017975
"115",1982,"female",7,836.586,"fishwheel",3.13680539932508,0.0226775819725268,44.0964120959398
"116",1982,"female",NA,468.406,"fishwheel",1.75630296212973,0.593611196493041,1.68460434356333
"117",1982,"female",NA,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"118",1982,"male",NA,719.846,"fishwheel",2.69908511436071,0.0759736621070626,13.1624562021348
"119",1982,"female",NA,468.406,"fishwheel",1.75630296212973,0.593611196493041,1.68460434356333
"120",1982,"female",NA,486.366,"fishwheel",1.82364454443195,0.550652101388091,1.81602866397711
"121",1982,"male",6,746.786,"fishwheel",2.80009748781402,0.0561527714516302,17.8085600077887
"122",1982,"male",NA,773.726,"fishwheel",2.90110986126734,0.0419279856053391,23.8504184153474
"123",1982,"female",NA,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"124",1982,"male",4,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"125",1982,"male",NA,603.106,"fishwheel",2.26136482939633,0.258206941613319,3.87286257198136
"126",1982,"male",5,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"127",1982,"female",NA,513.306,"fishwheel",1.92465691788526,0.483149954241805,2.06975079107536
"128",1982,"male",NA,639.026,"fishwheel",2.39604799400075,0.183956373403467,5.43607150705633
"129",1982,"female",NA,549.226,"fishwheel",2.05934008248969,0.390463834689508,2.56105664893443
"130",1982,"female",6,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"131",1982,"female",4,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"132",1982,"male",5,648.006,"fishwheel",2.42971878515186,0.167835959288889,5.95819873307806
"133",1982,"female",5,639.026,"fishwheel",2.39604799400075,0.183956373403467,5.43607150705633
"134",1982,"female",NA,504.326,"fishwheel",1.89098612673416,0.505976073235995,1.97637804017975
"135",1982,"male",NA,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"136",1982,"male",NA,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"137",1982,"female",6,899.446,"fishwheel",3.37250093738283,0.0136800775468405,73.099000833585
"138",1982,"male",4,549.226,"fishwheel",2.05934008248969,0.390463834689508,2.56105664893443
"139",1982,"male",4,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"140",1982,"male",NA,513.306,"fishwheel",1.92465691788526,0.483149954241805,2.06975079107536
"141",1982,"male",NA,504.326,"fishwheel",1.89098612673416,0.505976073235995,1.97637804017975
"142",1982,"male",4,450.446,"fishwheel",1.68896137982752,0.634466908636298,1.57612632966054
"143",1982,"male",4,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"144",1982,"female",6,782.706,"fishwheel",2.93478065241845,0.0381639930962865,26.2027088590293
"145",1982,"female",NA,710.866,"fishwheel",2.6654143232096,0.0841087888444581,11.8893639266319
"146",1982,"male",4,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"147",1982,"female",6,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"148",1982,"male",NA,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"149",1982,"male",NA,773.726,"fishwheel",2.90110986126734,0.0419279856053391,23.8504184153474
"150",1982,"male",5,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"151",1982,"male",NA,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"152",1982,"male",NA,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"153",1982,"female",6,908.426,"fishwheel",3.40617172853393,0.012836047914126,77.9055988798163
"154",1982,"male",NA,504.326,"fishwheel",1.89098612673416,0.505976073235995,1.97637804017975
"155",1982,"male",4,468.406,"fishwheel",1.75630296212973,0.593611196493041,1.68460434356333
"156",1982,"male",NA,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"157",1982,"male",NA,486.366,"fishwheel",1.82364454443195,0.550652101388091,1.81602866397711
"158",1982,"male",5,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"159",1982,"male",7,872.506,"fishwheel",3.27148856392951,0.0167666173206912,59.6423226506118
"160",1982,"male",NA,423.506,"fishwheel",1.5879490063742,0.691249209041782,1.44665626653839
"161",1982,"female",NA,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"162",1982,"male",NA,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"163",1982,"male",NA,324.726,"fishwheel",1.21757030371204,0.849900220020994,1.17660870822612
"164",1982,"male",NA,854.546,"fishwheel",3.2041469816273,0.0194115655230381,51.5156801141657
"165",1982,"male",NA,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"166",1982,"female",4,540.246,"fishwheel",2.02566929133858,0.413659981828168,2.41744438410625
"167",1982,"male",5,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"168",1982,"female",6,612.086,"fishwheel",2.29503562054743,0.238292661748787,4.19652033202022
"169",1982,"male",NA,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"170",1982,"female",NA,746.786,"fishwheel",2.80009748781402,0.0561527714516302,17.8085600077887
"171",1982,"male",6,1034.146,"fishwheel",3.87756280464942,0.00629144408269564,158.946020477311
"172",1982,"male",4,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"173",1982,"male",NA,881.486,"fishwheel",3.30515935508061,0.0156340548866414,63.9629326653096
"174",1982,"male",NA,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"175",1982,"female",NA,531.266,"fishwheel",1.99199850018748,0.436903942230753,2.28883263193777
"176",1982,"male",NA,567.186,"fishwheel",2.1266816647919,0.344630891316808,2.90165514814728
"177",1982,"female",NA,459.426,"fishwheel",1.72263217097863,0.614321337836166,1.62781257691995
"178",1982,"male",NA,854.546,"fishwheel",3.2041469816273,0.0194115655230381,51.5156801141657
"179",1982,"male",NA,567.186,"fishwheel",2.1266816647919,0.344630891316808,2.90165514814728
"180",1982,"male",NA,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"181",1982,"male",NA,648.006,"fishwheel",2.42971878515186,0.167835959288889,5.95819873307806
"182",1982,"male",NA,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"183",1982,"male",4,576.166,"fishwheel",2.16035245594301,0.322209281375554,3.10357291922463
"184",1982,"male",NA,459.426,"fishwheel",1.72263217097863,0.614321337836166,1.62781257691995
"185",1982,"male",5,746.786,"fishwheel",2.80009748781402,0.0561527714516302,17.8085600077887
"186",1982,"male",NA,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"187",1982,"female",5,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"188",1982,"female",NA,719.846,"fishwheel",2.69908511436071,0.0759736621070626,13.1624562021348
"189",1982,"male",4,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"190",1982,"male",5,648.006,"fishwheel",2.42971878515186,0.167835959288889,5.95819873307806
"191",1982,"male",5,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"192",1982,"female",6,755.766,"fishwheel",2.83376827896513,0.0508683162991067,19.658602304035
"193",1982,"male",4,567.186,"fishwheel",2.1266816647919,0.344630891316808,2.90165514814728
"194",1982,"female",6,881.486,"fishwheel",3.30515935508061,0.0156340548866414,63.9629326653096
"195",1982,"female",4,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"196",1982,"male",6,728.826,"fishwheel",2.73275590551181,0.0686438456033461,14.5679483894075
"197",1982,"male",6,836.586,"fishwheel",3.13680539932508,0.0226775819725268,44.0964120959398
"198",1982,"male",4,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"199",1982,"male",NA,468.406,"fishwheel",1.75630296212973,0.593611196493041,1.68460434356333
"200",1982,"male",4,576.166,"fishwheel",2.16035245594301,0.322209281375554,3.10357291922463
"201",1982,"male",4,585.146,"fishwheel",2.19402324709411,0.3002619141189,3.33042571494436
"202",1982,"male",NA,612.086,"fishwheel",2.29503562054743,0.238292661748787,4.19652033202022
"203",1982,"female",6,809.646,"fishwheel",3.03579302587177,0.029129415778571,34.3295590821855
"204",1982,"male",4,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"205",1982,"male",NA,504.326,"fishwheel",1.89098612673416,0.505976073235995,1.97637804017975
"206",1982,"male",6,818.626,"fishwheel",3.06946381702287,0.0267363974647102,37.4021968112913
"207",1982,"male",4,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"208",1982,"male",NA,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"209",1982,"male",NA,782.706,"fishwheel",2.93478065241845,0.0381639930962865,26.2027088590293
"210",1982,"male",NA,692.906,"fishwheel",2.59807274090739,0.103029545669874,9.70595369996285
"211",1982,"male",NA,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"212",1982,"male",NA,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"213",1982,"male",NA,567.186,"fishwheel",2.1266816647919,0.344630891316808,2.90165514814728
"214",1982,"male",NA,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"215",1982,"male",NA,531.266,"fishwheel",1.99199850018748,0.436903942230753,2.28883263193777
"216",1982,"female",6,773.726,"fishwheel",2.90110986126734,0.0419279856053391,23.8504184153474
"217",1982,"male",5,737.806,"fishwheel",2.76642669666292,0.0620575907085922,16.1140641875023
"218",1982,"female",NA,872.506,"fishwheel",3.27148856392951,0.0167666173206912,59.6423226506118
"219",1982,"female",NA,809.646,"fishwheel",3.03579302587177,0.029129415778571,34.3295590821855
"220",1982,"male",NA,567.186,"fishwheel",2.1266816647919,0.344630891316808,2.90165514814728
"221",1982,"male",4,549.226,"fishwheel",2.05934008248969,0.390463834689508,2.56105664893443
"222",1982,"male",4,468.406,"fishwheel",1.75630296212973,0.593611196493041,1.68460434356333
"223",1982,"male",4,513.306,"fishwheel",1.92465691788526,0.483149954241805,2.06975079107536
"224",1982,"female",NA,854.546,"fishwheel",3.2041469816273,0.0194115655230381,51.5156801141657
"225",1982,"male",NA,603.106,"fishwheel",2.26136482939633,0.258206941613319,3.87286257198136
"226",1982,"male",NA,405.546,"fishwheel",1.52060742407199,0.725895201944181,1.37760932614195
"227",1982,"male",NA,450.446,"fishwheel",1.68896137982752,0.634466908636298,1.57612632966054
"228",1982,"male",4,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"229",1982,"male",NA,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"230",1982,"male",4,558.206,"fishwheel",2.09301087364079,0.367418572141653,2.72169148709898
"231",1982,"male",4,459.426,"fishwheel",1.72263217097863,0.614321337836166,1.62781257691995
"232",1982,"male",NA,450.446,"fishwheel",1.68896137982752,0.634466908636298,1.57612632966054
"233",1982,"male",7,1025.166,"fishwheel",3.84389201349831,0.00655925636938368,152.456306581894
"234",1982,"female",NA,755.766,"fishwheel",2.83376827896513,0.0508683162991067,19.658602304035
"235",1982,"male",NA,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"236",1982,"male",4,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"237",1982,"male",4,459.426,"fishwheel",1.72263217097863,0.614321337836166,1.62781257691995
"238",1982,"male",4,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"239",1982,"male",NA,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"240",1982,"female",NA,746.786,"fishwheel",2.80009748781402,0.0561527714516302,17.8085600077887
"241",1982,"female",4,432.486,"fishwheel",1.62161979752531,0.672951297030247,1.48599163775006
"242",1982,"male",4,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"243",1982,"male",NA,773.726,"fishwheel",2.90110986126734,0.0419279856053391,23.8504184153474
"244",1982,"male",4,486.366,"fishwheel",1.82364454443195,0.550652101388091,1.81602866397711
"245",1982,"male",NA,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"246",1982,"male",NA,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"247",1982,"male",NA,450.446,"fishwheel",1.68896137982752,0.634466908636298,1.57612632966054
"248",1982,"male",NA,441.466,"fishwheel",1.65529058867642,0.654018031913342,1.52900983031688
"249",1982,"male",4,441.466,"fishwheel",1.65529058867642,0.654018031913342,1.52900983031688
"250",1982,"female",NA,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"251",1982,"male",NA,441.466,"fishwheel",1.65529058867642,0.654018031913342,1.52900983031688
"252",1982,"male",NA,827.606,"fishwheel",3.10313460817398,0.0245954223692343,40.6579722432769
"253",1982,"male",NA,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"254",1982,"male",6,737.806,"fishwheel",2.76642669666292,0.0620575907085922,16.1140641875023
"255",1982,"male",NA,450.446,"fishwheel",1.68896137982752,0.634466908636298,1.57612632966054
"256",1982,"female",NA,773.726,"fishwheel",2.90110986126734,0.0419279856053391,23.8504184153474
"257",1982,"male",NA,450.446,"fishwheel",1.68896137982752,0.634466908636298,1.57612632966054
"258",1982,"male",NA,782.706,"fishwheel",2.93478065241845,0.0381639930962865,26.2027088590293
"259",1982,"female",NA,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"260",1982,"female",5,683.926,"fishwheel",2.56440194975628,0.113920215604503,8.77807327429666
"261",1982,"female",6,782.706,"fishwheel",2.93478065241845,0.0381639930962865,26.2027088590293
"262",1982,"male",4,495.346,"fishwheel",1.85731533558305,0.528499599599232,1.89214902103675
"263",1983,"male",NA,836.586,"fishwheel",3.13680539932508,0.0226775819725268,44.0964120959398
"264",1983,"male",NA,746.786,"fishwheel",2.80009748781402,0.0561527714516302,17.8085600077887
"265",1983,"female",NA,836.586,"fishwheel",3.13680539932508,0.0226775819725268,44.0964120959398
"266",1983,"male",NA,737.806,"fishwheel",2.76642669666292,0.0620575907085922,16.1140641875023
"267",1983,"male",NA,764.746,"fishwheel",2.86743907011624,0.0461453403785617,21.6706603916304
"268",1983,"male",NA,665.966,"fishwheel",2.49706036745407,0.138765384502205,7.20640816574906
"269",1983,"male",NA,648.006,"fishwheel",2.42971878515186,0.167835959288889,5.95819873307806
"270",1983,"male",NA,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"271",1983,"female",NA,764.746,"fishwheel",2.86743907011624,0.0461453403785617,21.6706603916304
"272",1983,"male",NA,764.746,"fishwheel",2.86743907011624,0.0461453403785617,21.6706603916304
"273",1983,"male",NA,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"274",1983,"female",NA,773.726,"fishwheel",2.90110986126734,0.0419279856053391,23.8504184153474
"275",1983,"male",NA,656.986,"fishwheel",2.46338957630296,0.152768653520127,6.54584547914635
"276",1983,"male",NA,639.026,"fishwheel",2.39604799400075,0.183956373403467,5.43607150705633
"277",1983,"male",NA,701.886,"fishwheel",2.63174353205849,0.0931088813240295,10.7401140017985
"278",1983,"male",NA,477.386,"fishwheel",1.78997375328084,0.572373347120639,1.74711140033086
"279",1983,"female",NA,827.606,"fishwheel",3.10313460817398,0.0245954223692343,40.6579722432769
"280",1983,"male",NA,710.866,"fishwheel",2.6654143232096,0.0841087888444581,11.8893639266319
"281",1983,"male",NA,827.606,"fishwheel",3.10313460817398,0.0245954223692343,40.6579722432769
"282",1983,"male",NA,980.266,"fishwheel",3.67553805774278,0.00823495052044778,121.433637945602
"283",1983,"male",NA,710.866,"fishwheel",2.6654143232096,0.0841087888444581,11.8893639266319
"284",1983,"female",NA,800.666,"fishwheel",3.00212223472066,0.0318069012428244,31.4397178261934
"285",1983,"female",NA,755.766,"fishwheel",2.83376827896513,0.0508683162991067,19.658602304035
"286",1983,"male",NA,630.046,"fishwheel",2.36237720284964,0.201103287260129,4.97256913909364
"287",1983,"female",NA,710.866,"fishwheel",2.6654143232096,0.0841087888444581,11.8893639266319
"288",1983,"male",NA,827.606,"fishwheel",3.10313460817398,0.0245954223692343,40.6579722432769
"289",1983,"female",NA,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"290",1983,"male",NA,594.126,"fishwheel",2.22769403824522,0.278894320649996,3.58558753605804
"291",1983,"male",NA,899.446,"fishwheel",3.37250093738283,0.0136800775468405,73.099000833585
"292",1983,"male",NA,621.066,"fishwheel",2.32870641169854,0.219234456642603,4.56132678828951
"293",1983,"male",NA,710.866,"fishwheel",2.6654143232096,0.0841087888444581,11.8893639266319
"294",1983,"female",NA,791.686,"fishwheel",2.96845144356955,0.0348050429119819,28.7314686704708
"295",1983,"female",NA,746.786,"fishwheel",2.80009748781402,0.0561527714516302,17.8085600077887
"296",1983,"male",NA,674.946,"fishwheel",2.53073115860517,0.125821965370289,7.94773787754023
"297",1983,"male",NA,737.806,"fishwheel",2.76642669666292,0.0620575907085922,16.1140641875023
