stock,year,mean,lower,upper,cv
Stewart,2016,5756,4323,7190,0.12
Stewart,2017,2893,2045,3741,0.15
Stewart,2018,2712,1921,3503,0.15
Stewart,2019,3456,2445,4467,0.15
Stewart,2020,1676,1166,2186,0.15
Stewart,2021,2889,2098,3681,0.14
Stewart,2022,55,10,165,0.71
Stewart,2023,1493,1334,1653,0.05
Stewart,2024,2484,1189,3780,0.26
Nordenskiold,1985,822,279,1366,0.33
Nordenskiold,1986,808,183,1434,0.39
Nordenskiold,1987,863,396,1330,0.27
Nordenskiold,1988,8566,7034,10098,0.09
Nordenskiold,1989,2546,1532,3560,0.20
Nordenskiold,1990,2508,1589,3427,0.18
Nordenskiold,1991,641,207,1076,0.34
Nordenskiold,1992,631,258,1003,0.30
Nordenskiold,1993,920,528,1313,0.21
Nordenskiold,1994,2301,1611,2992,0.15
Nordenskiold,1995,5784,4577,6991,0.10
Nordenskiold,1996,3378,2640,4115,0.11
Nordenskiold,1997,1155,792,1519,0.16
Nordenskiold,1998,2451,1902,3000,0.11
Nordenskiold,1999,1697,1164,2229,0.16
Nordenskiold,2000,3387,2532,4241,0.13
Nordenskiold,2001,7740,2565,12915,0.33
Nordenskiold,2002,1103,748,1459,0.16
Nordenskiold,2003,1054,685,1423,0.18
Nordenskiold,2004,2277,1746,2809,0.12
Nordenskiold,2005,418,31,805,0.46
Nordenskiold,2006,3899,3576,4222,0.04
Nordenskiold,2007,1980,1874,2086,0.03
Nordenskiold,2008,667,364,970,0.23
Nordenskiold,2009,1985,1832,2138,0.04
Nordenskiold,2010,2220,2083,2357,0.03
Nordenskiold,2011,2205,712,3697,0.34
Nordenskiold,2012,408,10,838,0.51
Nordenskiold,2013,3,10,25,1.53
Nordenskiold,2014,738,384,1092,0.24
Nordenskiold,2015,4515,4032,4997,0.05
Nordenskiold,2016,4867,4608,5127,0.03
Nordenskiold,2017,3384,3029,3739,0.05
Nordenskiold,2018,2335,1595,3075,0.16
Nordenskiold,2019,590,40,1140,0.47
Nordenskiold,2020,1954,1564,2344,0.10
Nordenskiold,2021,1322,1220,1423,0.04
Nordenskiold,2022,668,604,731,0.05
Nordenskiold,2023,773,181,1366,0.38
Nordenskiold,2024,2079,1878,2280,0.05
YukonR.Teslinheadwaters,1985,8452,6709,10196,0.10
YukonR.Teslinheadwaters,1986,13469,10544,16395,0.11
YukonR.Teslinheadwaters,1987,2819,1955,3683,0.15
YukonR.Teslinheadwaters,1988,2160,10,4839,0.56
YukonR.Teslinheadwaters,1989,2007,10,4563,0.57
YukonR.Teslinheadwaters,1990,3385,10,8203,0.61
YukonR.Teslinheadwaters,1991,4624,3260,5988,0.15
YukonR.Teslinheadwaters,1992,12632,9932,15331,0.11
YukonR.Teslinheadwaters,1993,6017,4633,7401,0.11
YukonR.Teslinheadwaters,1994,3244,2174,4313,0.16
YukonR.Teslinheadwaters,1995,7671,5463,9880,0.14
YukonR.Teslinheadwaters,1996,9517,7152,11881,0.12
YukonR.Teslinheadwaters,1997,7045,4841,9249,0.16
YukonR.Teslinheadwaters,1998,3571,399,6743,0.44
YukonR.Teslinheadwaters,1999,4829,3657,6001,0.12
YukonR.Teslinheadwaters,2000,5761,4038,7483,0.15
YukonR.Teslinheadwaters,2001,7780,1742,13817,0.39
YukonR.Teslinheadwaters,2002,1235,626,1844,0.25
YukonR.Teslinheadwaters,2003,2408,1382,3433,0.21
YukonR.Teslinheadwaters,2004,3074,1984,4165,0.18
YukonR.Teslinheadwaters,2005,12501,9604,15399,0.12
YukonR.Teslinheadwaters,2006,3908,1445,6370,0.32
YukonR.Teslinheadwaters,2007,3372,2152,4592,0.18
YukonR.Teslinheadwaters,2008,969,672,1266,0.15
YukonR.Teslinheadwaters,2009,11801,11060,12543,0.03
YukonR.Teslinheadwaters,2010,5933,4094,7772,0.15
YukonR.Teslinheadwaters,2011,4638,3836,5440,0.09
YukonR.Teslinheadwaters,2012,3482,2287,4676,0.17
YukonR.Teslinheadwaters,2013,1641,1033,2249,0.19
YukonR.Teslinheadwaters,2014,7106,5642,8569,0.10
YukonR.Teslinheadwaters,2015,6135,4964,7306,0.10
YukonR.Teslinheadwaters,2016,13138,11210,15065,0.07
YukonR.Teslinheadwaters,2017,12466,10699,14234,0.07
YukonR.Teslinheadwaters,2018,7519,5937,9100,0.11
YukonR.Teslinheadwaters,2019,6593,5348,7838,0.09
YukonR.Teslinheadwaters,2020,3088,2449,3728,0.10
YukonR.Teslinheadwaters,2021,2253,1611,2895,0.14
YukonR.Teslinheadwaters,2022,387,100,674,0.37
YukonR.Teslinheadwaters,2023,3155,2182,4128,0.15
YukonR.Teslinheadwaters,2024,4177,2630,5723,0.19
MiddleYukonR.andtribs.,1985,10078,8024,12132,0.10
MiddleYukonR.andtribs.,1986,15901,12494,19308,0.11
MiddleYukonR.andtribs.,1987,9187,7685,10689,0.08
MiddleYukonR.andtribs.,1988,4621,2291,6951,0.25
MiddleYukonR.andtribs.,1989,13096,10222,15970,0.11
MiddleYukonR.andtribs.,1990,7544,4464,10624,0.20
MiddleYukonR.andtribs.,1991,19452,16863,22040,0.07
MiddleYukonR.andtribs.,1992,11426,8456,14395,0.13
MiddleYukonR.andtribs.,1993,9103,7432,10774,0.09
MiddleYukonR.andtribs.,1994,9199,7552,10845,0.09
MiddleYukonR.andtribs.,1995,26992,23015,30969,0.07
MiddleYukonR.andtribs.,1996,15429,12820,18038,0.08
MiddleYukonR.andtribs.,1997,30691,26438,34944,0.07
MiddleYukonR.andtribs.,1998,4631,1073,8189,0.38
MiddleYukonR.andtribs.,1999,8303,6662,9944,0.10
MiddleYukonR.andtribs.,2000,17760,14778,20743,0.08
MiddleYukonR.andtribs.,2001,29185,13906,44464,0.26
MiddleYukonR.andtribs.,2002,18262,15987,20537,0.06
MiddleYukonR.andtribs.,2003,12556,10414,14698,0.09
MiddleYukonR.andtribs.,2004,12958,10791,15124,0.08
MiddleYukonR.andtribs.,2005,9752,9213,10292,0.03
MiddleYukonR.andtribs.,2006,17092,15036,19147,0.06
MiddleYukonR.andtribs.,2007,1309,10,2819,0.54
MiddleYukonR.andtribs.,2008,13214,12452,13977,0.03
MiddleYukonR.andtribs.,2009,9294,7557,11031,0.09
MiddleYukonR.andtribs.,2010,3521,2121,4920,0.20
MiddleYukonR.andtribs.,2011,10627,9414,11840,0.06
MiddleYukonR.andtribs.,2012,3347,1988,4706,0.20
MiddleYukonR.andtribs.,2013,9607,8500,10714,0.06
MiddleYukonR.andtribs.,2014,21877,20552,23202,0.03
MiddleYukonR.andtribs.,2015,24846,23842,25850,0.02
MiddleYukonR.andtribs.,2016,12868,11881,13856,0.04
MiddleYukonR.andtribs.,2017,21019,19752,22286,0.03
MiddleYukonR.andtribs.,2018,17384,16531,18237,0.02
MiddleYukonR.andtribs.,2019,13301,12565,14036,0.03
MiddleYukonR.andtribs.,2020,7797,7244,8351,0.04
MiddleYukonR.andtribs.,2021,8926,8297,9554,0.04
MiddleYukonR.andtribs.,2022,5764,5161,6367,0.05
MiddleYukonR.andtribs.,2023,1993,1718,2267,0.07
MiddleYukonR.andtribs.,2024,4960,4441,5478,0.05
UpperYukonR.,1985,4012,3198,4826,0.10
UpperYukonR.,1986,2899,2167,3630,0.13
UpperYukonR.,1987,648,402,893,0.19
UpperYukonR.,1988,636,242,1031,0.31
UpperYukonR.,1989,268,62,475,0.39
UpperYukonR.,1990,39,10,231,1.43
UpperYukonR.,1991,2202,987,3417,0.28
UpperYukonR.,1992,8238,6825,9651,0.09
UpperYukonR.,1993,2026,1116,2936,0.22
UpperYukonR.,1994,1147,307,1986,0.37
UpperYukonR.,1995,3241,1418,5064,0.28
UpperYukonR.,1996,4732,3170,6294,0.17
UpperYukonR.,1997,5162,3183,7141,0.19
UpperYukonR.,1998,1309,10,3120,0.59
UpperYukonR.,1999,1456,695,2217,0.26
UpperYukonR.,2000,2098,1011,3186,0.26
UpperYukonR.,2001,2446,10,6198,0.63
UpperYukonR.,2002,1519,745,2294,0.25
UpperYukonR.,2003,3234,2433,4035,0.12
UpperYukonR.,2004,5088,3916,6261,0.12
UpperYukonR.,2005,1592,46,3138,0.49
UpperYukonR.,2006,1409,110,2708,0.46
UpperYukonR.,2007,948,10,2435,0.64
UpperYukonR.,2008,5283,4878,5688,0.04
UpperYukonR.,2009,1189,564,1814,0.26
UpperYukonR.,2010,2073,731,3416,0.32
UpperYukonR.,2011,1211,655,1767,0.23
UpperYukonR.,2012,8002,7217,8786,0.05
UpperYukonR.,2013,709,137,1281,0.40
UpperYukonR.,2014,6729,6096,7361,0.05
UpperYukonR.,2015,2754,1901,3608,0.15
UpperYukonR.,2016,2115,1478,2752,0.15
UpperYukonR.,2017,5681,4972,6390,0.06
UpperYukonR.,2018,4361,3416,5306,0.11
UpperYukonR.,2019,5418,4656,6180,0.07
UpperYukonR.,2020,2034,1415,2653,0.15
UpperYukonR.,2021,3807,3451,4163,0.05
UpperYukonR.,2022,681,284,1079,0.29
UpperYukonR.,2023,381,139,622,0.32
UpperYukonR.,2024,3123,1636,4610,0.24
Big.Salmon,1985,2255,1128,3383,0.25
Big.Salmon,1986,3559,1779,5338,0.25
Big.Salmon,1987,2056,1028,3084,0.25
Big.Salmon,1988,1034,517,1551,0.25
Big.Salmon,1989,2931,1465,4396,0.25
Big.Salmon,1990,1688,844,2533,0.25
Big.Salmon,1991,4353,2177,6530,0.25
Big.Salmon,1992,2557,1278,3835,0.25
Big.Salmon,1993,2037,1019,3056,0.25
Big.Salmon,1994,2059,1029,3088,0.25
Big.Salmon,1995,6041,3020,9061,0.25
Big.Salmon,1996,3453,1726,5179,0.25
Big.Salmon,1997,6869,3434,10303,0.25
Big.Salmon,1998,1036,518,1555,0.25
Big.Salmon,1999,1858,929,2787,0.25
Big.Salmon,2000,3975,1987,5962,0.25
Big.Salmon,2001,6531,3266,9797,0.25
Big.Salmon,2002,4087,2043,6130,0.25
Big.Salmon,2003,2810,1405,4215,0.25
Big.Salmon,2004,2900,1450,4350,0.25
Big.Salmon,2005,5618,5056,6180,0.05
Big.Salmon,2006,7308,6577,8039,0.05
Big.Salmon,2007,4506,4055,4957,0.05
Big.Salmon,2008,1329,1196,1462,0.05
Big.Salmon,2009,9261,8335,10187,0.05
Big.Salmon,2010,3817,3435,4199,0.05
Big.Salmon,2011,5156,4640,5672,0.05
Big.Salmon,2012,2584,2326,2842,0.05
Big.Salmon,2013,3242,2918,3566,0.05
Big.Salmon,2014,6321,5689,6953,0.05
Big.Salmon,2015,10078,9070,11086,0.05
Big.Salmon,2016,6761,6085,7437,0.05
Big.Salmon,2017,5672,5105,6239,0.05
Big.Salmon,2018,5159,4643,5675,0.05
Big.Salmon,2019,3874,3487,4261,0.05
Big.Salmon,2020,1635,1472,1799,0.05
Big.Salmon,2021,1958,1762,2154,0.05
Big.Salmon,2022,1290,1161,1419,0.05
Big.Salmon,2023,1795,1616,1975,0.05
Big.Salmon,2024,1899,1709,2089,0.05
