"age_4","age_5","age_6","age_7"
123.373253612774,528.392735308745,946.409188031294,1537.84385485944
123.373253612774,540.923615963599,1070.66449246416,1551.57838831404
919.60883817356,584.158396339087,1164.03998395896,1658.49746132936
919.60883817356,882.076431368098,1095.48304890852,1667.57259485295
919.60883817356,938.792044340713,1114.41774428724,1434.2479437427
296.65714389208,646.008201141354,1114.41774428724,1434.2479437427
478.00211092157,655.935078173567,1109.67181671503,1598.15100709672
757.096169117228,1014.89123197109,1152.12878938886,1270.73808091039
137.542017370272,1014.89123197109,1216.33758955291,1664.97895276944
345.315044062821,700.69046796181,1216.33758955291,1501.35000362009
345.315044062821,853.50513380637,1109.83998309903,1397.66886218143
266.876054580192,585.996619560222,1057.7243485915,1421.13211827649
1464.01083189155,869.196745372537,1119.30590090179,1589.63808601053
1161.75583120498,689.25728511151,938.61810342835,1137.03346155695
703.927067768356,689.25728511151,938.61810342835,752.608300207196
703.927067768356,778.030447473868,892.914862516274,1322.94242526776
142.208661110942,556.694207382063,990.838588553516,1048.82272262924
142.208661110942,558.069431754732,960.868710640997,1512.2852113605
320.308124734471,887.262715736648,1261.46262844469,1593.8628210866
736.896169588087,778.64587604058,1230.01089324696,1818.48068646438
736.896169588087,751.013825271465,1058.309286567,1394.86981371906
736.896169588087,860.879029083638,1051.313593944,1973.17327433087
191.342892690011,368.315774298828,1252.72015277164,1618.11534190426
190.725499315637,333.728481955851,1272.75626650179,1200.09881933803
197.600050042122,632.172583012048,1199.12872814429,1200.09881933803
183.185185869723,607.466302845053,1147.97795315877,1408.72779523541
193.29233323508,290.030374197906,1321.23515853875,1191.78066122288
177.186795845929,289.907527015801,1146.40441287025,1321.96620237965
178.359471748361,284.084380526513,1210.60284640835,1545.1602982957
184.701195163273,338.503515502573,1170.62827814043,1328.55497853224
188.821077893258,433.669455539529,1156.99854416242,1423.30755653981
196.492556067912,573.115823191526,1184.8502161989,1167.90166622428
181.435762607521,449.814352868543,1229.4459805255,952.614681402698
192.087393372329,399.282882872657,1117.4092930982,1373.71343329608
196.834589524953,585.644812404137,1138.62755356315,1286.02869559774
186.697427552226,403.851025764336,1103.78170863185,1485.85262480548
155.701179523468,570.664044237353,995.909793017268,1175.63315374009
178.227086625586,250.419999371508,1113.45726770663,1331.03247203848
179.549344674958,551.648363796804,1092.93563784229,1337.86447388302
181.55694884399,391.955520926744,1054.08862874261,902.354931294436
