"HCR","escapement","harvest","cdn.harvest","ER","pr.closed","n.below.lwr","n.between.bench","n.above.upr","n.above.reb","n.extinct","prob"
"fixed.ER.5",36274.5443232777,1906.98370109433,438.606251251694,0.0507139674766557,0,4,3,4,2,0,"q_75"
"fixed.ER.5",31356.6000813309,1648.56884524451,379.170834406238,0.0499560637281036,0,2.72,1.994,3.102,1.157,0.027,"mean"
"fixed.ER.50",9332.85851209537,9285.89879713079,2137.54583376344,0.487137873801455,0,4,0,1,0,0,"q_25"
"fixed.ER.50",11417.6951052811,11443.8064096459,2633.10671350292,0.495648680033651,0,5,1,1,1,1,"median"
"fixed.ER.50",14066.727991969,14117.8171992793,3251.53736382592,0.504105407688165,0,6,1,2,1,2,"q_75"
"fixed.ER.50",11918.748863703,11899.1478136233,2743.99678821986,0.495254277668765,0,4.791,0.895,1.41,0.549,1.355,"mean"
"fixed.ER.55",7573.54164405306,9286.12555655988,2135.80887800878,0.532452026434052,0,4,0,1,0,1,"q_25"
"fixed.ER.55",9779.77462328198,11818.1683180096,2725.29552688691,0.543167427046968,0,4,1,1,0,2,"median"
"fixed.ER.55",12089.3863805595,14669.8202500386,3376.26538556735,0.551887806694969,0,5,1,2,1,3,"q_75"
"fixed.ER.55",10061.3180128821,12293.6407474142,2837.43219041987,0.541575020879334,0,4.479,0.834,1.243,0.455,1.989,"mean"
"fixed.ER.60",5978.11444157136,9057.18495703733,2085.10990219427,0.569849427455519,0,3,0,0,0,2,"q_25"
"fixed.ER.60",7755.87058332777,11592.5606603561,2676.90525299809,0.58437456295769,0,4,1,1,0,3,"median"
"fixed.ER.60",9703.89661904805,14515.4568770936,3357.63164740237,0.59715235394143,0,5,1,2,1,4,"q_75"
"fixed.ER.60",8030.58764122348,12101.9169715187,2792.18215803614,0.581610089567757,0,3.898,0.723,1.042,0.397,2.94,"mean"
"fixed.ER.65",4636.91739088641,8800.33760162842,2031.54871923347,0.597804405354645,0,2,0,0,0,3,"q_25"
"fixed.ER.65",6031.99502428746,11303.9621841059,2602.85416167747,0.619608642835074,0,3,1,1,0,4,"median"
"fixed.ER.65",8018.07883497144,14923.3106991469,3437.90888732152,0.635361685812303,0,4,1,1,1,5,"q_75"
"fixed.ER.65",6485.80440107533,12078.2691094907,2788.20482167498,0.615730661275989,0,3.405,0.671,0.821,0.372,3.731,"mean"
"fixed.ER.70",3472.01097183986,8265.16247535633,1900.98736933195,0.613905701697813,0,2,0,0,0,4,"q_25"
"fixed.ER.70",4535.93596495272,10808.2180733254,2485.89015686484,0.639290824616763,0,3,0,0,0,5,"median"
"fixed.ER.70",5929.71781045467,13997.729832869,3235.99830637583,0.662970463987646,0,4,1,1,1,6,"q_75"
"fixed.ER.70",4887.32310421616,11489.8883660364,2654.74832122883,0.636672428383737,0,2.722,0.582,0.597,0.317,4.782,"mean"
"fixed.ER.75",2286.391180219,7132.3392057712,1640.43801732738,0.608870606344389,0,1,0,0,0,5,"q_25"
"fixed.ER.75",3131.66595630479,9663.34324596315,2225.89784802839,0.642399489155421,0,2,0,0,0,6,"median"
"fixed.ER.75",4314.97858539705,13043.7133130684,3000.8713776509,0.674913050647375,0,3,1,1,0,7,"q_75"
"fixed.ER.75",3421.36848794194,10398.9287929343,2403.22214554293,0.639803690047078,0,2.124,0.48,0.419,0.216,5.761,"mean"
"fixed.ER.80",1335.78168718044,5767.14899712456,1326.44426933865,0.585555394471668,0,1,0,0,0,6,"q_25"
"fixed.ER.80",1973.98316474868,8185.06919536982,1889.12906876037,0.626244174496285,0,1,0,0,0,7,"median"
"fixed.ER.80",2831.33989429575,11645.2209569261,2689.32281449872,0.666386967681672,0,2,1,1,0,7,"q_75"
"fixed.ER.80",2212.02284523755,9059.16919328048,2094.39508064555,0.624828616782055,4.76190476190476e-05,1.522,0.344,0.293,0.152,6.689,"mean"
"fixed.ER.85",587.513417671083,3785.49352512062,870.663510777742,0.530050400390175,0,0,0,0,0,7,"q_25"
"fixed.ER.85",956.967984809435,5688.57892489102,1310.12427392729,0.57895663728791,0,1,0,0,0,8,"median"
"fixed.ER.85",1494.87707165003,8477.23098994625,1960.68881624048,0.621670190719549,0,2,0,0,0,8,"q_75"
"fixed.ER.85",1111.08714956608,6551.21653755321,1512.40419251097,0.576870291005218,0.00428571428571428,0.997,0.176,0.147,0.062,7.618,"mean"
"fixed.ER.90",200.83606121367,2288.96701451343,526.46241333809,0.460305312331112,0,0,0,0,0,8,"q_25"
"fixed.ER.90",375.311948059688,3697.73896329968,850.479961558926,0.509094929628426,0,0,0,0,0,9,"median"
"fixed.ER.90",646.491038986197,5891.25288580473,1357.19384078337,0.559932226054211,0,1,0,0,0,9,"q_75"
"fixed.ER.90",475.250129001252,4467.78779785107,1030.13953345036,0.509210360059387,0.0464285714285714,0.459,0.08,0.043,0.012,8.406,"mean"
"fixed.ER.95",40.8078514719608,1173.91182305595,269.999719302869,0.357554691973135,0,0,0,0,0,9,"q_25"
"fixed.ER.95",93.2061081400372,1874.07268098797,431.437630314592,0.413039363240346,0.19047619047619,0,0,0,0,9,"median"
"fixed.ER.95",188.491680479896,2980.81470137843,685.58738131704,0.473288370215606,0.428571428571429,0,0,0,0,9,"q_75"
"fixed.ER.95",146.438586390356,2413.49823141454,557.170057337295,0.411947013603459,0.247190476190476,0.075,0.008,0.008,0,8.909,"mean"
"moratorium",23558.5166449684,2004.61860332341,461.308212174836,0.0748356335288606,0.761904761904762,2,1,2,0,0,"q_25"
"moratorium",27866.0012421833,2893.95971269581,677.289065819439,0.0943228977386177,0.857142857142857,3,2,3,1,0,"median"
"moratorium",32748.5493421053,4234.46869116793,1061.43522085924,0.11897302533344,0.904761904761905,4,3,4,2,0,"q_75"
"moratorium",28317.1481205904,3430.91885015789,851.573061516546,0.0988995092657804,0.842238095238095,3.219,1.864,2.799,1.089,0.029,"mean"
"moratorium.cap",23636.9492634258,1839.17689280863,410.935470159873,0.0693099670549155,0.761904761904762,2,1,2,0,0,"q_25"
"moratorium.cap",28386.265146671,2513.58483269315,560.238936064518,0.0837593117410262,0.857142857142857,3,2,3,1,0,"median"
"moratorium.cap",33779.7173941869,3575.76454881603,793.835762685834,0.100441070913174,0.904761904761905,4,3,4,2,0,"q_75"
"moratorium.cap",28848.5959852283,2897.83090782623,647.861470686907,0.0860964602224438,0.844619047619048,3.137,1.859,2.886,1.092,0.026,"mean"
"no.fishing",27614.0877194379,0,0,0,1,1,1,2,0,0,"q_25"
"no.fishing",32957.2419942868,0,0,0,1,2,2,3,1,0,"median"
"no.fishing",39533.3661071476,0,0,0,1,3,3,4,2,0,"q_75"
"no.fishing",33839.8007282298,0,0,0,1,2.356,1.977,3.392,1.25,0.025,"mean"
