cu,year,mean,lower,upper,cv,dispersion
UpperYukonR.,2017,5847.428373,5151.374595,6543.482151,0.05951794,1.5
UpperYukonR.,2018,4435.634221,3491.504004,5379.764438,0.106425617,1.5
UpperYukonR.,2019,5108.638052,4243.179227,5974.096878,0.084705436,1.5
UpperYukonR.,2020,2134.19274,1536.912097,2731.473383,0.13993128,1.5
UpperYukonR.,2021,3842.244205,3491.621709,4192.866701,0.045627305,1.5
UpperYukonR.,2022,676.8693808,277.2663027,1076.472459,0.29518478,1.5
UpperYukonR.,2023,404.4549302,157.8315808,651.0782797,0.304883599,1.5
UpperYukonR.,2024,2283.504336,1779.086946,2787.921726,0.110448091,1.5
Big.Salmon,1985,3760.716736,697.448045,7246.90143,0.522312324,1.5
Big.Salmon,1986,4167.141742,794.4749073,7945.080448,0.52654247,1.5
Big.Salmon,1987,4081.75981,774.8455846,7590.506907,0.515696527,1.5
Big.Salmon,1988,2125.53638,204.4463625,5021.237059,0.700040601,1.5
Big.Salmon,1989,4500.216292,-461.5077491,11942.04166,0.88283408,1.5
Big.Salmon,1990,4827.41048,233.0675078,11775.90039,0.785151385,1.5
Big.Salmon,1991,10038.07681,1911.223521,19146.09637,0.515581318,1.5
Big.Salmon,1992,6344.84178,1172.005428,11969.75914,0.522993103,1.5
Big.Salmon,1993,5170.892024,1004.170321,9787.828999,0.52660889,1.5
Big.Salmon,1994,6839.330245,1235.576655,12870.21841,0.528612368,1.5
Big.Salmon,1995,11505.65242,2239.24985,21032.43467,0.511593763,1.5
Big.Salmon,1996,9986.165216,1840.706142,18362.05458,0.515768021,1.5
Big.Salmon,1997,12046.98794,2252.467385,22533.13536,0.513721422,1.5
Big.Salmon,1998,1791.988894,266.620188,3871.660491,0.629833846,1.5
Big.Salmon,1999,4645.124278,840.5268974,8732.602822,0.515842135,1.5
Big.Salmon,2000,4938.770656,927.9524465,9148.142149,0.513973165,1.5
Big.Salmon,2001,8040.7633,1513.99132,15919.6433,0.568011484,1.5
Big.Salmon,2002,8204.245713,1687.241224,15644.98919,0.514005469,1.5
Big.Salmon,2003,17554.72535,3469.88731,32128.4528,0.510034183,1.5
Big.Salmon,2004,5489.223599,1064.046198,10234.47422,0.512216155,1.5
Big.Salmon,2005,5618,6179.8,5056.2,0.05,1.5
Big.Salmon,2006,7308,8038.8,6577.2,0.05,1.5
Big.Salmon,2007,4506,4956.6,4055.4,0.05,1.5
Big.Salmon,2008,1329,1461.9,1196.1,0.05,1.5
Big.Salmon,2009,9261,10187.1,8334.9,0.05,1.5
Big.Salmon,2010,3817,4198.7,3435.3,0.05,1.5
Big.Salmon,2011,5156,5671.6,4640.4,0.05,1.5
Big.Salmon,2012,2584,2842.4,2325.6,0.05,1.5
Big.Salmon,2013,3242,3566.2,2917.8,0.05,1.5
Big.Salmon,2014,6321,6953.1,5688.9,0.05,1.5
Big.Salmon,2015,10078,11085.8,9070.2,0.05,1.5
Big.Salmon,2016,6761,7437.1,6084.9,0.05,1.5
Big.Salmon,2017,5672,6239.2,5104.8,0.05,1.5
Big.Salmon,2018,5159,5674.9,4643.1,0.05,1.5
Big.Salmon,2019,3874,4261.4,3486.6,0.05,1.5
Big.Salmon,2020,1635,1798.5,1471.5,0.05,1.5
Big.Salmon,2021,1958,2153.8,1762.2,0.05,1.5
Big.Salmon,2022,2234.713938,454.4458178,4113.272262,0.05,1.5
Big.Salmon,2023,1795,1974.5,1615.5,0.05,1.5
Big.Salmon,2024,1899,2088.9,1709.1,0.05,1.5
NorthernYukonR.andtribs.,1985,618.5314614,211.9585681,1025.104355,0.328659833,2
NorthernYukonR.andtribs.,1986,928.2822375,422.9319672,1433.632508,0.272196456,2
NorthernYukonR.andtribs.,1987,1420.133381,646.1386632,2194.1281,0.272507755,2
NorthernYukonR.andtribs.,1988,13293.69044,8.87794406,26578.50293,0.499666084,2
NorthernYukonR.andtribs.,1989,2297.239079,10,4900.589997,0.532224752,2
NorthernYukonR.andtribs.,1990,6917.28312,332.5284138,13502.03783,0.475963944,2
NorthernYukonR.andtribs.,1991,5936.231385,3416.289303,8456.173468,0.212250999,2
NorthernYukonR.andtribs.,1992,5566.397329,2787.409282,8345.385375,0.249621782,2
NorthernYukonR.andtribs.,1993,15572.77021,10892.93086,20252.60957,0.150257125,2
NorthernYukonR.andtribs.,1994,15494.96552,10742.48582,20247.44522,0.153355608,2
NorthernYukonR.andtribs.,1995,7509.185134,4644.829931,10373.54034,0.190723437,2
NorthernYukonR.andtribs.,1996,2707.401054,1235.17935,4179.622758,0.271888367,2
NorthernYukonR.andtribs.,1997,1800.421049,813.7699653,2787.072132,0.274005651,2
NorthernYukonR.andtribs.,1998,3162.904102,812.1909169,5513.617288,0.371606775,2
NorthernYukonR.andtribs.,1999,1510.889481,731.6608925,2290.11807,0.25787081,2
NorthernYukonR.andtribs.,2000,1009.173932,521.6369276,1496.710937,0.241552516,2
NorthernYukonR.andtribs.,2001,4642.168639,2205.487353,7078.849925,0.26245075,2
NorthernYukonR.andtribs.,2002,8643.228765,5922.866813,11363.59072,0.157369545,2
NorthernYukonR.andtribs.,2003,4038.372645,2257.695053,5819.050237,0.220469698,2
NorthernYukonR.andtribs.,2004,9394.739762,6664.918946,12124.56058,0.145284536,2
NorthernYukonR.andtribs.,2005,14741.94596,11676.06508,17807.82683,0.103984945,2
NorthernYukonR.andtribs.,2006,11233.58716,7718.704594,14748.46973,0.156445244,2
NorthernYukonR.andtribs.,2007,5425.462967,3869.156444,6981.769491,0.143426149,2
NorthernYukonR.andtribs.,2008,5471.482257,4798.727406,6144.237108,0.0614783,2
NorthernYukonR.andtribs.,2009,8586.849899,7125.216043,10048.48376,0.085108851,2
NorthernYukonR.andtribs.,2010,2794.972247,1613.695938,3976.248556,0.211321653,2
NorthernYukonR.andtribs.,2011,4553.060995,3801.848193,5304.273797,0.082495359,2
NorthernYukonR.andtribs.,2012,4625.752158,3244.561196,6006.943121,0.149293662,2
NorthernYukonR.andtribs.,2013,520.8877009,27.5183441,1014.257058,0.473585147,2
NorthernYukonR.andtribs.,2014,5348.138377,4001.983871,6694.292883,0.125852625,2
NorthernYukonR.andtribs.,2015,6115.133213,4945.19524,7285.071186,0.095659239,2
NorthernYukonR.andtribs.,2016,7291.007109,6072.169051,8509.845168,0.083585027,2
NorthernYukonR.andtribs.,2017,6653.763923,5025.894503,8281.633343,0.12232696,2
NorthernYukonR.andtribs.,2018,6007.7143,4533.464695,7481.963906,0.122696381,2
NorthernYukonR.andtribs.,2019,2644.205111,1726.783235,3561.626988,0.17347782,2
NorthernYukonR.andtribs.,2020,5652.101244,4854.286007,6449.916482,0.070576871,2
NorthernYukonR.andtribs.,2021,2953.435792,2130.093034,3776.778549,0.139387279,2
NorthernYukonR.andtribs.,2022,622.8193935,268.720413,976.918374,0.284270997,2
NorthernYukonR.andtribs.,2023,2110.79148,1245.695672,2975.887287,0.204922138,2
NorthernYukonR.andtribs.,2024,2838.761663,2105.090618,3572.432709,0.129223784,2
Whiteandtribs.,1985,770.7224323,282.3787707,1259.066094,0.316809036,2
Whiteandtribs.,1986,1943.169682,899.4842109,2986.855153,0.268552325,2
Whiteandtribs.,1987,1964.850525,1027.425273,2902.275778,0.238548745,2
Whiteandtribs.,1988,1627.543226,10,3968.511535,0.608050138,2
Whiteandtribs.,1989,1471.440035,10,3885.657282,0.658480331,2
Whiteandtribs.,1990,1438.595233,10,3640.101208,0.63084131,2
Whiteandtribs.,1991,1298.045673,345.8059844,2250.285361,0.366797451,2
Whiteandtribs.,1992,3080.687168,1184.357614,4977.016723,0.30777704,2
Whiteandtribs.,1993,11217.85031,7432.646388,15003.05422,0.168713426,2
Whiteandtribs.,1994,7156.6937,4200.441888,10112.94551,0.206537539,2
Whiteandtribs.,1995,5011.143246,2925.282856,7097.003636,0.208122208,2
Whiteandtribs.,1996,7683.111218,4796.949528,10569.27291,0.187825063,2
Whiteandtribs.,1997,2831.894672,1343.035645,4320.753699,0.262873306,2
Whiteandtribs.,1998,1798.63009,10,3656.165597,0.506797592,2
Whiteandtribs.,1999,2262.161552,1127.269632,3397.053473,0.250842368,2
Whiteandtribs.,2000,1774.437301,997.2413017,2551.6333,0.218997876,2
Whiteandtribs.,2001,3289.012672,1260.82549,5317.199854,0.308327663,2
Whiteandtribs.,2002,1784.441778,747.1412853,2821.742271,0.290651257,2
Whiteandtribs.,2003,2196.558239,862.8670473,3530.249432,0.303586577,2
Whiteandtribs.,2004,2520.372551,1288.270525,3752.474578,0.244428552,2
Whiteandtribs.,2005,6098.60016,3946.595344,8250.604977,0.176434326,2
Whiteandtribs.,2006,3188.540837,983.018062,5394.063612,0.345851424,2
Whiteandtribs.,2007,3426.684406,2126.445858,4726.922955,0.189722541,2
Whiteandtribs.,2008,1831.682922,1291.775174,2371.590671,0.147380243,2
Whiteandtribs.,2009,3879.084962,2839.299156,4918.870768,0.134024624,2
Whiteandtribs.,2010,961.4103913,218.6306322,1704.19015,0.386296927,2
Whiteandtribs.,2011,2442.105727,1755.801817,3128.409637,0.140514783,2
Whiteandtribs.,2012,2940.405465,1801.237316,4079.573613,0.193709365,2
Whiteandtribs.,2013,119.3267091,10,362.7962276,0.739139272,2
Whiteandtribs.,2014,5010.87914,3711.450423,6310.307856,0.129660752,2
Whiteandtribs.,2015,5540.651582,4604.195751,6477.107413,0.084507735,2
Whiteandtribs.,2016,2497.526815,1527.590052,3467.463578,0.194179449,2
Whiteandtribs.,2017,3533.976743,2324.533496,4743.41999,0.171116469,2
Whiteandtribs.,2018,3074.478987,1867.443686,4281.514288,0.196299163,2
Whiteandtribs.,2019,2450.607231,1571.715684,3329.498778,0.179321177,2
Whiteandtribs.,2020,1616.830176,833.6752085,2399.985144,0.242188382,2
Whiteandtribs.,2021,1104.35532,542.4284945,1666.282146,0.254413962,2
Whiteandtribs.,2022,55.96001607,10,153.4622127,0.640913918,2
Whiteandtribs.,2023,948.0573687,298.9575928,1597.157145,0.342331486,2
Whiteandtribs.,2024,830.8427348,23.37717187,1638.308298,0.485931651,2
Pelly,1985,6212.011656,3745.132391,8678.890922,0.198557199,2
Pelly,1986,7709.302925,4876.067161,10542.53869,0.183754341,2
Pelly,1987,11281.3933,8655.823209,13906.96339,0.116367279,2
Pelly,1988,12724.37063,10,26151.82326,0.513617216,2
Pelly,1989,21891.89644,10,47818.2578,0.545958386,2
Pelly,1990,28820.94356,10,60498.12598,0.524688981,2
Pelly,1991,17874.14154,13377.29902,22370.98405,0.125791846,2
Pelly,1992,11508.1297,7305.13682,15711.12258,0.182609729,2
Pelly,1993,14584.5339,10255.42435,18913.64346,0.148414395,2
Pelly,1994,17382.86424,12624.38351,22141.34497,0.136872746,2
Pelly,1995,10689.35291,7375.533812,14003.172,0.155005599,2
Pelly,1996,10831.60154,7278.536336,14384.66674,0.164013844,2
Pelly,1997,10888.15159,7435.315902,14340.98729,0.158559314,2
Pelly,1998,4533.928984,495.2880183,8572.56995,0.445379822,2
Pelly,1999,6068.725259,3831.784025,8305.666494,0.18430075,2
Pelly,2000,5099.932566,3394.360428,6805.504704,0.167215166,2
Pelly,2001,8270.990418,3459.429435,13082.5514,0.290869699,2
Pelly,2002,8835.332439,6183.660483,11487.0044,0.150060678,2
Pelly,2003,35052.3898,26826.48953,43278.29007,0.117337225,2
Pelly,2004,12245.00381,9144.635694,15345.37193,0.126597271,2
Pelly,2005,16243.92583,13096.57967,19391.27199,0.096877633,2
Pelly,2006,13122.8488,9496.131877,16749.56572,0.138183293,2
Pelly,2007,8644.400688,6857.287198,10431.51418,0.10336827,2
Pelly,2008,4099.837611,3553.632063,4646.04316,0.066613071,2
Pelly,2009,18970.95518,17098.07863,20843.83173,0.049361683,2
Pelly,2010,10625.91868,9272.178925,11979.65844,0.063699893,2
Pelly,2011,8377.09304,7352.062366,9402.123715,0.061180571,2
Pelly,2012,6677.747147,5078.340564,8277.153731,0.11975645,2
Pelly,2013,8707.915614,7192.613598,10223.21763,0.08700716,2
Pelly,2014,6842.650333,5961.698813,7723.601854,0.064372098,2
Pelly,2015,16998.15016,15385.36892,18610.9314,0.047439904,2
Pelly,2016,13705.70307,11781.64616,15629.75997,0.070191835,2
Pelly,2017,8511.194204,7147.268754,9875.119655,0.080125386,2
Pelly,2018,6564.371589,4345.779945,8782.963233,0.16898736,2
Pelly,2019,4554.554988,4350.33156,4758.778417,0.022419691,2
Pelly,2020,5821.985302,5067.58372,6576.386884,0.064789032,2
Pelly,2021,4048.712096,3270.007233,4827.416959,0.096166984,2
Pelly,2022,988.3873103,558.7806586,1417.993962,0.217327078,2
Pelly,2023,1874.633827,1044.600124,2704.667529,0.221385556,2
Pelly,2024,1459.89306,1058.02549,1861.760631,0.137635962,2
Stewart,1985,6816.849704,3893.668959,9740.030448,0.214408478,2
Stewart,1986,5347.149922,2926.539279,7767.760564,0.226345874,2
Stewart,1987,2902.720282,1749.33149,4056.109074,0.198673775,2
Stewart,1988,3469.33196,10,8344.3172,0.600570751,2
Stewart,1989,4769.63191,10,12929.18347,0.677158306,2
Stewart,1990,6127.163366,10,15598.53141,0.636041937,2
Stewart,1991,6410.918763,3962.732555,8859.104971,0.190938795,2
Stewart,1992,3191.442697,1326.086499,5056.798896,0.292243411,2
Stewart,1993,2939.224926,1340.306376,4538.143476,0.27199663,2
Stewart,1994,8320.396748,5287.191526,11353.60197,0.182275276,2
Stewart,1995,9061.725952,6076.608756,12046.84315,0.164710189,2
Stewart,1996,4857.826828,2703.407909,7012.245747,0.221747192,2
Stewart,1997,5980.879958,3578.403154,8383.356762,0.200846432,2
Stewart,1998,2639.460604,10,5323.939974,0.503316849,2
Stewart,1999,2147.280604,980.8213568,3313.739852,0.271613138,2
Stewart,2000,1395.435155,663.8736259,2126.996684,0.262126666,2
Stewart,2001,3758.265054,790.8702435,6725.659864,0.394782535,2
Stewart,2002,5400.800112,3401.69423,7399.905994,0.185074974,2
Stewart,2003,5443.078596,2553.145372,8333.011819,0.265468629,2
Stewart,2004,3716.117475,2166.227664,5266.007285,0.20853617,2
Stewart,2005,2807.881835,1349.93859,4265.82508,0.259616204,2
Stewart,2006,2983.38037,1434.668558,4532.092182,0.259556547,2
Stewart,2007,2858.985441,1656.365596,4061.605287,0.210322835,2
Stewart,2008,1758.487619,1306.719661,2210.255577,0.128453551,2
Stewart,2009,5986.436782,4724.958689,7247.914874,0.105361348,2
Stewart,2010,1336.831194,501.4737121,2172.188675,0.312439404,2
Stewart,2011,1788.344757,1251.790597,2324.898918,0.150014184,2
Stewart,2012,633.0422657,83.06117798,1183.023353,0.434395235,2
Stewart,2013,2356.995349,1366.453365,3347.537333,0.210128116,2
Stewart,2014,2157.717316,1582.655935,2732.778698,0.133256886,2
Stewart,2015,5230.980243,4124.336064,6337.624421,0.105777897,2
Stewart,2016,5844.959979,4414.03678,7275.883179,0.122406587,2
Stewart,2017,2896.376208,2051.811013,3740.941404,0.145796874,2
Stewart,2018,2620.853744,1891.125622,3350.581867,0.139215728,2
Stewart,2019,3477.510939,2466.057443,4488.964435,0.145427795,2
Stewart,2020,1704.73675,1190.211276,2219.262224,0.150910536,2
Stewart,2021,5052.942298,4680.200005,5425.684592,0.036883688,2
Stewart,2022,303.9481527,10,1323.073627,1.080014482,2
Stewart,2023,561.9260017,63.86146952,1059.990534,0.443176264,2
Stewart,2024,2796.79687,1480.141082,4113.452657,0.235386381,2
Nordenskiold,1985,4037.086099,1659.689946,6414.482252,0.294444569,2
Nordenskiold,1986,1238.037542,132.9412157,2343.133869,0.446309699,2
Nordenskiold,1987,290.8011651,12.96818937,568.6341409,0.477702652,2
Nordenskiold,1988,202.0150167,10,543.478698,0.660196834,2
Nordenskiold,1989,116.0946787,10,315.4435799,0.657746727,2
Nordenskiold,1990,70.99112632,10,177.8800293,0.591200753,2
Nordenskiold,1991,43.8081805,12.50694932,75.10941168,0.357253267,2
Nordenskiold,1992,70.03699351,21.9973026,118.0766844,0.342959403,2
Nordenskiold,1993,111.9872599,54.66895188,169.305568,0.255914414,2
Nordenskiold,1994,180.1737344,72.53206297,287.8154057,0.298716324,2
Nordenskiold,1995,562.8853046,235.2313221,890.539287,0.29104862,2
Nordenskiold,1996,700.1575001,286.084273,1114.230727,0.295700058,2
Nordenskiold,1997,258.9733168,87.04944592,430.8971877,0.331933562,2
Nordenskiold,1998,1098.272579,255.9374241,1940.607733,0.383481829,2
Nordenskiold,1999,1048.71735,295.4148982,1802.019802,0.359154186,2
Nordenskiold,2000,1642.380072,764.0758501,2520.684293,0.267387627,2
Nordenskiold,2001,1363.685368,222.7929135,2504.577823,0.418312201,2
Nordenskiold,2002,219.2687368,92.2452765,346.2921972,0.289652465,2
Nordenskiold,2003,200.8467221,82.13211577,319.5613284,0.295535334,2
Nordenskiold,2004,2981.699206,114.2012806,5849.197131,0.480849631,2
Nordenskiold,2005,472.7924554,23.05385902,922.5310518,0.475619472,2
Nordenskiold,2006,4089.60464,3781.559871,4397.649409,0.037661925,2
Nordenskiold,2007,2063.754945,1958.659696,2168.850194,0.025462143,2
Nordenskiold,2008,3670.510956,2542.757377,4798.264534,0.153623513,2
Nordenskiold,2009,2326.523908,2168.615735,2484.43208,0.033936503,2
Nordenskiold,2010,2259.223472,2130.594787,2387.852157,0.028467455,2
Nordenskiold,2011,642.2575584,316.0495592,968.4655575,0.253954192,2
Nordenskiold,2012,3548.904935,1527.664793,5570.145077,0.284769553,2
Nordenskiold,2013,2253.475292,2057.101697,2449.848887,0.043571278,2
Nordenskiold,2014,785.5804063,412.5633929,1158.59742,0.237414917,2
Nordenskiold,2015,4719.117761,4266.386228,5171.849295,0.047967815,2
Nordenskiold,2016,4813.847345,4555.040886,5072.653804,0.026881457,2
Nordenskiold,2017,3144.844514,2853.10921,3436.579819,0.046383105,2
Nordenskiold,2018,662.6280614,295.0360837,1030.220039,0.277374291,2
Nordenskiold,2019,668.8245366,135.2425512,1202.406522,0.398895343,2
Nordenskiold,2020,1737.881592,1427.584077,2048.179108,0.089274642,2
Nordenskiold,2021,1295.122623,1200.696885,1389.548361,0.036454362,2
Nordenskiold,2022,701.7271425,637.2758315,766.1784535,0.045923342,2
Nordenskiold,2023,1552.266742,1397.272819,1707.260665,0.049925029,2
Nordenskiold,2024,1355.508796,1086.257727,1624.759864,0.099317345,2
YukonR.Teslinheadwaters,1985,5225.878344,3149.865934,7301.890754,0.198628084,2
YukonR.Teslinheadwaters,1986,7218.997052,4503.077008,9934.917096,0.188109236,2
YukonR.Teslinheadwaters,1987,4079.478834,2673.964011,5484.993658,0.172266468,2
YukonR.Teslinheadwaters,1988,4696.364673,10,11113.9243,0.591091465,2
YukonR.Teslinheadwaters,1989,6543.255358,10,17642.81492,0.673701925,2
YukonR.Teslinheadwaters,1990,8304.415807,10,20932.34286,0.629855951,2
YukonR.Teslinheadwaters,1991,8829.51691,5892.28311,11766.75071,0.16633038,2
YukonR.Teslinheadwaters,1992,9598.55474,5807.580546,13389.52893,0.197476302,2
YukonR.Teslinheadwaters,1993,15729.94949,11171.82811,20288.07087,0.144886714,2
YukonR.Teslinheadwaters,1994,7526.667838,4656.695841,10396.63984,0.190653557,2
YukonR.Teslinheadwaters,1995,9760.724854,6625.945363,12895.50434,0.160581286,2
YukonR.Teslinheadwaters,1996,12530.11857,8625.238584,16434.99856,0.155819754,2
YukonR.Teslinheadwaters,1997,8680.581092,5645.607914,11715.55427,0.174813941,2
YukonR.Teslinheadwaters,1998,4668.61835,375.3252179,8961.911481,0.459803395,2
YukonR.Teslinheadwaters,1999,6504.944295,4149.805858,8860.082733,0.181026795,2
YukonR.Teslinheadwaters,2000,3107.759272,1867.102567,4348.415976,0.199606307,2
YukonR.Teslinheadwaters,2001,6284.018461,1416.154278,11151.88264,0.387320965,2
YukonR.Teslinheadwaters,2002,2135.87681,970.1561446,3301.597476,0.272890426,2
YukonR.Teslinheadwaters,2003,4946.551903,2282.192633,7610.911173,0.2693148,2
YukonR.Teslinheadwaters,2004,4545.715538,2805.451785,6285.979292,0.191418022,2
YukonR.Teslinheadwaters,2005,12535.08449,9647.423965,15422.74502,0.11518313,2
YukonR.Teslinheadwaters,2006,3786.883264,1389.055605,6184.710923,0.316596458,2
YukonR.Teslinheadwaters,2007,3787.448626,2433.26471,5141.632541,0.178772579,2
YukonR.Teslinheadwaters,2008,968.7179727,670.2960038,1267.139942,0.154029334,2
YukonR.Teslinheadwaters,2009,6771.693132,5443.161231,8100.225033,0.098094515,2
YukonR.Teslinheadwaters,2010,3625.45307,2352.479387,4898.426753,0.175560635,2
YukonR.Teslinheadwaters,2011,4370.321492,3596.852621,5143.790363,0.088491072,2
YukonR.Teslinheadwaters,2012,3615.135792,2368.871259,4861.400326,0.172367596,2
YukonR.Teslinheadwaters,2013,4063.282803,2828.904653,5297.660954,0.151894196,2
YukonR.Teslinheadwaters,2014,6811.961074,5366.429288,8257.492859,0.10610247,2
YukonR.Teslinheadwaters,2015,6235.517259,5049.385855,7421.648663,0.095110907,2
YukonR.Teslinheadwaters,2016,13339.72512,11430.08042,15249.36983,0.071577363,2
YukonR.Teslinheadwaters,2017,11979.81029,10238.86537,13720.75522,0.072661623,2
YukonR.Teslinheadwaters,2018,7037.7585,4527.751118,9547.765882,0.178324347,2
YukonR.Teslinheadwaters,2019,6628.014376,5392.158219,7863.870533,0.093229743,2
YukonR.Teslinheadwaters,2020,3138.858435,2495.513559,3782.203312,0.102480709,2
YukonR.Teslinheadwaters,2021,2059.883094,1473.364039,2646.40215,0.142367073,2
YukonR.Teslinheadwaters,2022,1992.797521,969.5842015,3016.010841,0.256727868,2
YukonR.Teslinheadwaters,2023,3202.778935,2223.410756,4182.147114,0.152893503,2
YukonR.Teslinheadwaters,2024,4467.832111,3005.081089,5930.583133,0.163698074,2
MiddleYukonR.andtribs.,1985,11779.18997,7799.03789,16432.55015,0.183236544,2
MiddleYukonR.andtribs.,1986,11241.32458,7296.994489,15566.86523,0.183916733,2
MiddleYukonR.andtribs.,1987,9745.447403,6550.091603,13114.49531,0.168396674,2
MiddleYukonR.andtribs.,1988,8123.4249,656.0923834,16683.46187,0.49324545,2
MiddleYukonR.andtribs.,1989,10252.88083,10,23847.36367,0.581235754,2
MiddleYukonR.andtribs.,1990,13354.50327,10,31200.81524,0.5839007,2
MiddleYukonR.andtribs.,1991,18459.29398,12816.32853,25004.09602,0.165062752,2
MiddleYukonR.andtribs.,1992,10603.29016,6892.799405,14949.63252,0.189960687,2
MiddleYukonR.andtribs.,1993,13692.75536,8863.850705,18893.17584,0.183113714,2
MiddleYukonR.andtribs.,1994,17192.5215,11843.25161,23522.57468,0.169831445,2
MiddleYukonR.andtribs.,1995,25685.05157,17607.56915,34763.6638,0.166985207,2
MiddleYukonR.andtribs.,1996,23338.25118,15870.92405,31341.13854,0.165717371,2
MiddleYukonR.andtribs.,1997,33028.51178,22590.7771,44047.72602,0.16241232,2
MiddleYukonR.andtribs.,1998,7242.2441,2892.88314,12086.38951,0.317356963,2
MiddleYukonR.andtribs.,1999,12359.58326,8252.650899,16999.24556,0.176919288,2
MiddleYukonR.andtribs.,2000,11247.45816,7612.147839,15302.6291,0.170938206,2
MiddleYukonR.andtribs.,2001,11628.5386,5935.112303,18454.69928,0.2691565,2
MiddleYukonR.andtribs.,2002,18251.01958,12409.49831,24412.4427,0.16441471,2
MiddleYukonR.andtribs.,2003,47466.59778,32313.80779,62914.28237,0.161168464,2
MiddleYukonR.andtribs.,2004,14692.25705,10053.19964,19914.87459,0.167803948,2
MiddleYukonR.andtribs.,2005,11111.07286,7968.951165,14006.98338,0.135856193,2
MiddleYukonR.andtribs.,2006,17568.13114,12698.33301,22254.83043,0.135991947,2
MiddleYukonR.andtribs.,2007,7263.510106,5193.517895,9161.744837,0.136580898,2
MiddleYukonR.andtribs.,2008,10461.66125,7490.967955,13240.414,0.137393238,2
MiddleYukonR.andtribs.,2009,12102.4786,8773.346426,15410.53693,0.13710395,2
MiddleYukonR.andtribs.,2010,6753.055724,4627.029878,8861.44086,0.156759072,2
MiddleYukonR.andtribs.,2011,11109.9166,8083.640919,14118.42501,0.135797241,2
MiddleYukonR.andtribs.,2012,4267.013645,2897.789267,5732.552454,0.166085899,2
MiddleYukonR.andtribs.,2013,5330.506411,3821.185204,6758.304014,0.137750459,2
MiddleYukonR.andtribs.,2014,19630.45896,14127.87331,24766.36718,0.135484528,2
MiddleYukonR.andtribs.,2015,24066.80921,17293.00414,30426.88094,0.13643143,2
MiddleYukonR.andtribs.,2016,13481.4218,9803.371316,17065.17932,0.134663245,2
MiddleYukonR.andtribs.,2017,18301.56887,13041.55841,23163.75192,0.138269478,2
MiddleYukonR.andtribs.,2018,16027.23013,11561.09448,20355.74762,0.137182986,2
MiddleYukonR.andtribs.,2019,11870.75529,8559.165952,15038.84413,0.136463056,2
MiddleYukonR.andtribs.,2020,6462.352613,4647.402821,8212.07776,0.137901595,2
MiddleYukonR.andtribs.,2021,7597.501665,5519.678787,9677.017649,0.136799538,2
MiddleYukonR.andtribs.,2022,4609.786238,3286.413444,5936.453443,0.143718161,2
MiddleYukonR.andtribs.,2023,2666.855389,1906.573472,3386.745937,0.138756349,2
MiddleYukonR.andtribs.,2024,5507.284315,3933.781944,7062.339754,0.14201908,2
UpperYukonR.,1985,2951.321213,978.0382066,4924.60422,0.334305022,2
UpperYukonR.,1986,2754.839708,1072.760886,4436.91853,0.305295226,2
UpperYukonR.,1987,256.2122675,81.56964621,430.8548888,0.340816275,2
UpperYukonR.,1988,238.7626401,41.50174784,436.0235323,0.413089946,2
UpperYukonR.,1989,11.55752852,10,97.05994239,1.883186839,2
UpperYukonR.,1990,-183.4338219,10,-64.12432553,0.101023253,2
UpperYukonR.,1991,2232.963411,714.3903251,3751.536497,0.340035371,2
UpperYukonR.,1992,1182.319747,10,2417.989777,0.509166362,2
UpperYukonR.,1993,999.0588254,10,2011.288849,0.500793546,2
UpperYukonR.,1994,2120.70647,447.3825651,3794.030375,0.394520394,2
UpperYukonR.,1995,2968.826995,1082.606249,4855.047741,0.317671045,2
UpperYukonR.,1996,3327.634877,1246.49977,5408.769984,0.312704846,2
UpperYukonR.,1997,7119.952636,4210.49426,10029.41101,0.204317256,2
UpperYukonR.,1998,6311.925175,578.6260506,12045.2243,0.45416406,2
UpperYukonR.,1999,4948.243389,2728.421091,7168.065687,0.224304074,2
UpperYukonR.,2000,2924.313328,1447.542689,4401.083968,0.252498702,2
UpperYukonR.,2001,901.4484021,10,2259.145944,0.623758925,2
UpperYukonR.,2002,658.9942442,38.0269184,1279.96157,0.471147761,2
UpperYukonR.,2003,1906.729583,10,3881.218377,0.507573073,2
UpperYukonR.,2004,1292.692906,10,2648.944207,0.510357911,2
UpperYukonR.,2005,1322.728161,10,2797.073645,0.526766143,2
UpperYukonR.,2006,1481.592456,139.2362883,2823.948623,0.453011273,2
UpperYukonR.,2007,344.1673716,10,1111.559457,0.800162616,2
UpperYukonR.,2008,1971.744336,855.1936096,3088.295062,0.283137805,2
UpperYukonR.,2009,1535.981402,781.1563279,2290.806477,0.245714262,2
UpperYukonR.,2010,1182.659327,311.9069814,2053.411673,0.368133209,2
UpperYukonR.,2011,8207.800236,7808.920855,8606.679617,0.024298799,2
UpperYukonR.,2012,4080.532825,1667.367494,6493.698156,0.29569243,2
UpperYukonR.,2013,2454.502411,1285.274111,3623.730712,0.238180312,2
UpperYukonR.,2014,7023.139793,6453.64713,7592.632456,0.040544022,2
UpperYukonR.,2015,2758.744114,1902.981121,3614.507108,0.155100103,2
UpperYukonR.,2016,2146.220131,1496.506346,2795.933915,0.151362336,2
UpperYukonR.,2017,6551.202063,5914.053284,7188.350841,0.048628387,2
UpperYukonR.,2018,6083.723656,5403.545232,6763.90208,0.055901489,2
