"","mean","se_mean","sd","2.5%","50%","97.5%","n_eff","Rhat","CU"
"alpha_dev[25]1",0.386925401912756,0.00985458482772432,0.778614693452592,-1.11380807646237,0.373332942280047,1.90173947235196,6242.64337839703,1.00007162932176,"MiddleYukonR.andtribs."
"alpha_dev[26]1",0.529929999809655,0.0106790214763109,0.7682613447553,-1.00921647035764,0.539419491453415,1.99701977689584,5175.53255123634,1.00003625758207,"MiddleYukonR.andtribs."
"alpha_dev[27]1",0.384991912213876,0.0114445095505187,0.794738287522586,-1.23098444423398,0.420433538698905,1.87727561240951,4822.29640051328,0.999872535766388,"MiddleYukonR.andtribs."
"alpha_dev[28]1",-0.438950552458701,0.0103125383519292,0.760534820542279,-1.91464390619599,-0.446628668366806,1.04971007753176,5438.84963212595,1.00004551256166,"MiddleYukonR.andtribs."
"alpha_dev[29]1",-1.12397804355836,0.0135381285985011,0.848941648283264,-2.76153675487714,-1.14015247604563,0.565294761274238,3932.22545366379,0.999795187325022,"MiddleYukonR.andtribs."
"alpha_dev[30]1",-1.33654468309892,0.00996395956585481,0.796897399798959,-2.80589371391163,-1.32516736453979,0.199933508762848,6396.47794179117,0.999756306498293,"MiddleYukonR.andtribs."
"alpha_dev[31]1",-1.32341044358171,0.0105344868727997,0.807633673495017,-2.98643542173749,-1.29943282266425,0.262898257927917,5877.62756608351,1.00056617584136,"MiddleYukonR.andtribs."
"alpha_dev[32]1",-1.19221934577164,0.0105724573421876,0.793664785086335,-2.74609236847992,-1.19076101266334,0.413964927768919,5635.36874694915,0.999482121619609,"MiddleYukonR.andtribs."
"alpha_dev[33]1",-0.108000126447876,0.0132475122601015,0.812182186986528,-1.78011956621652,-0.0856116743771248,1.40608512773576,3758.7051599127,0.999522184254951,"MiddleYukonR.andtribs."
"alpha_dev[34]1",0.290818855812446,0.013552092447633,0.865222663150454,-1.41002938951793,0.300214515730667,1.96568164392231,4076.08340477196,0.999334394227867,"MiddleYukonR.andtribs."
"alpha_dev[35]1",0.213497433800973,0.0126034414175734,0.945935586275894,-1.66405332417767,0.237164829943543,2.06962793849964,5633.06592479631,1.00016548196633,"MiddleYukonR.andtribs."
"alpha_dev[36]1",0.00636725220551329,0.0116500871671658,1.02242404497531,-1.99846996604812,0.00723712283868327,2.02092098116012,7702.00434675997,0.999241591146332,"MiddleYukonR.andtribs."
"alpha_dev[37]1",-0.00490537031261658,0.0115223007363968,0.993137236057899,-1.95939755606338,0.0018190938201162,1.95083957778707,7429.16695192364,0.999707020622033,"MiddleYukonR.andtribs."
"alpha_dev[38]1",0.0119576467153644,0.0109947627707211,0.982449384543969,-1.89307844289314,0.00809612564110941,1.9018026514356,7984.51688090784,0.99930449843915,"MiddleYukonR.andtribs."
"alpha_dev[39]1",7.91431095099086e-05,0.0107952890614326,1.00505980799455,-1.89657461404465,-0.00549952562366065,2.02897081444692,8667.92730844703,0.999527796923378,"MiddleYukonR.andtribs."
"alpha_dev[40]1",0.00438992778032722,0.0112765868687507,1.02066597695352,-1.95401398014056,0.00907101299916341,2.0336152367689,8192.41486054311,0.999251942509421,"MiddleYukonR.andtribs."
"ln_alpha[1]2",1.7991195489755,0.0160692893081623,0.563887764253206,0.62917307443114,1.84715791334734,2.78920858003091,1231.37973597861,1.00181426153849,"Nordenskiold"
"ln_alpha[2]2",1.92307394092862,0.0114437307584206,0.469836145201028,0.98632668452949,1.93494074143102,2.78303243909502,1685.61189164137,1.0009828139097,"Nordenskiold"
"ln_alpha[3]2",2.1004348572476,0.00646456990601461,0.403143602030813,1.28169617117649,2.11148879140405,2.86929202342543,3889.02084894177,0.999776090631784,"Nordenskiold"
"ln_alpha[4]2",2.32600885935803,0.00575337230421166,0.378181659808373,1.59866810149573,2.3205567392415,3.07726789040887,4320.71847988992,0.99986284965945,"Nordenskiold"
"ln_alpha[5]2",2.54958348079394,0.0121812989160283,0.443499240888526,1.76225172098919,2.51732022865969,3.47968234130988,1325.55746776209,1.00263683677674,"Nordenskiold"
"ln_alpha[6]2",2.50714188041555,0.00868844217425068,0.406675755463868,1.75683858603595,2.48914699857393,3.34049402219824,2190.85045528872,1.000870033229,"Nordenskiold"
"ln_alpha[7]2",2.51202661855142,0.00890429178028338,0.410419618883128,1.74130587945105,2.49106273712444,3.33717071483191,2124.50354461529,1.00121299693608,"Nordenskiold"
"ln_alpha[8]2",2.39371551024504,0.00581508411845304,0.384719354038533,1.6726067108391,2.37634756596429,3.20037698472197,4376.99516511027,1.00008171741102,"Nordenskiold"
"ln_alpha[9]2",2.34016248940675,0.00542492997237326,0.388878910860189,1.58925727180326,2.32508737164498,3.1304368970789,5138.54909825833,0.999953747500536,"Nordenskiold"
"ln_alpha[10]2",2.20794519959913,0.00589703737837794,0.409894061907105,1.38166763481859,2.20717697889981,3.00474706633575,4831.42778371667,0.999478721073921,"Nordenskiold"
"ln_alpha[11]2",2.13373351781321,0.00611128956334126,0.442985420945783,1.22659202039269,2.14112870210514,3.01392200430449,5254.27916092647,0.999421894137463,"Nordenskiold"
"ln_alpha[12]2",2.0472198763818,0.00766670424862471,0.434973000533048,1.15419363177821,2.0633129862525,2.86269617020068,3218.89774383999,1.00027522227728,"Nordenskiold"
"ln_alpha[13]2",2.00314079941818,0.00778787280221116,0.414004941350861,1.14929838286089,2.01596740777944,2.76886187859733,2826.00775976114,1.00028306875885,"Nordenskiold"
"ln_alpha[14]2",2.04610871759991,0.00560427768239536,0.388494556401095,1.24087913602364,2.05618814457468,2.79362759338408,4805.41150988188,0.999422403787199,"Nordenskiold"
"ln_alpha[15]2",1.98774503715796,0.0068578162179529,0.404359976943599,1.14079093567176,2.0002084189445,2.75049656368188,3476.67937821848,1.0002112635022,"Nordenskiold"
"ln_alpha[16]2",2.027862560219,0.00536441177771889,0.386126491194569,1.26585666382472,2.03145927489739,2.77924064809456,5181.0165832271,0.999715588172987,"Nordenskiold"
"ln_alpha[17]2",2.06557819384333,0.00538215225739505,0.380481816514482,1.32079948324425,2.06506909700453,2.81010211280923,4997.53510811572,1.00018694706438,"Nordenskiold"
"ln_alpha[18]2",1.87907523757725,0.0072823787218363,0.393813826238568,1.08024658986937,1.89715737409183,2.63614593227725,2924.39072284797,0.999877364955004,"Nordenskiold"
"ln_alpha[19]2",1.81127222584199,0.0087772650935241,0.402906343849021,0.995576144263316,1.81972502725365,2.5809069572805,2107.12248043987,1.0003749613749,"Nordenskiold"
"ln_alpha[20]2",1.76161003704713,0.00988488013941667,0.429212807295503,0.871763825134313,1.77362366941527,2.54630906026013,1885.39577560441,1.00117738022328,"Nordenskiold"
"ln_alpha[21]2",1.70309506333482,0.0105600737974767,0.438123344220739,0.832648955664478,1.71594694887388,2.50961739275089,1721.30916681608,1.00102498956706,"Nordenskiold"
"ln_alpha[22]2",1.58223094493046,0.0157162726586452,0.520321221835701,0.510789532554993,1.62597944105224,2.49468613161127,1096.08433111474,1.0029698248391,"Nordenskiold"
"ln_alpha[23]2",1.47659235629699,0.0213634054564246,0.592413010355569,0.212630295849802,1.53931301841004,2.44958408945179,768.967897454209,1.00579052388478,"Nordenskiold"
"ln_alpha[24]2",1.7812674206323,0.00937476212446442,0.425576647397744,0.897667412133826,1.80413766763018,2.56957740317642,2060.79629298182,1.00056362232458,"Nordenskiold"
"ln_alpha[25]2",1.95576104443914,0.00652187616453904,0.395438983374795,1.15278653398725,1.96710218629152,2.70428086912786,3676.32472677572,0.999688632993404,"Nordenskiold"
"ln_alpha[26]2",2.06396101393373,0.00626199433762162,0.395960121667319,1.24857081524308,2.07554318827857,2.81101403815524,3998.32006977248,1.00023248596202,"Nordenskiold"
"ln_alpha[27]2",2.32058354654117,0.00746442760372817,0.395381146076562,1.5502390250246,2.31201402635475,3.11726707146541,2805.68487798303,1.00085478774838,"Nordenskiold"
"ln_alpha[28]2",2.48952331392887,0.0106622166850037,0.441143430486234,1.68133259652636,2.47768623277012,3.37757611583487,1711.84572873757,1.00272878939696,"Nordenskiold"
"ln_alpha[29]2",2.77795832402098,0.0230518642544984,0.622494774066975,1.72427397680717,2.71138349248112,4.08999996658853,729.221244728908,1.00739255026621,"Nordenskiold"
"ln_alpha[30]2",2.61046012736138,0.0155145937433061,0.562333634507748,1.62522347372536,2.54517431817026,3.84435871132631,1313.73359287228,1.00397833649592,"Nordenskiold"
"ln_alpha[31]2",2.10596905548066,0.00835629828979314,0.466729377971387,1.1273524569474,2.11400890455406,3.01138708423502,3119.62511170369,0.999758596071058,"Nordenskiold"
"ln_alpha[32]2",1.94171245486428,0.0105186017783246,0.51057508650438,0.854905259768225,1.97013311593115,2.86206046068685,2356.15150025271,0.999721613925957,"Nordenskiold"
"ln_alpha[33]2",1.79589641956324,0.0149421006450446,0.539351798295146,0.631903747619746,1.83140693956861,2.76533653386868,1302.9295909036,1.00224958174779,"Nordenskiold"
"ln_alpha[34]2",1.82282287013346,0.0125255803365934,0.49333573942565,0.851385295445176,1.84965703125645,2.7267913065763,1551.27732357474,1.0014966275754,"Nordenskiold"
"ln_alpha[35]2",1.86990629789603,0.0117041296118487,0.506900789422491,0.868570070765104,1.89097522384114,2.82237980796484,1875.718622009,1.00094323888138,"Nordenskiold"
"ln_alpha[36]2",1.90112762386542,0.0111869211937511,0.573984967266198,0.760458368528622,1.92439813139821,2.99974667477716,2632.56970504585,1.00028598406497,"Nordenskiold"
"ln_alpha[37]2",1.89749899824474,0.0115866066433172,0.696954036938181,0.430330550649303,1.94320305880193,3.22311788294117,3618.22649489769,0.999961936004389,"Nordenskiold"
"ln_alpha[38]2",1.90347234712442,0.0121683784736278,0.799467850347571,0.248918107442864,1.94844409840753,3.4546769956449,4316.54814602131,1.00001460591565,"Nordenskiold"
"ln_alpha[39]2",1.8948270564379,0.0133645999337203,0.884305908483913,-0.0908741779227908,1.94188081576885,3.62593313139985,4378.17511291575,1.00006610702659,"Nordenskiold"
"ln_alpha[40]2",1.89554807005475,0.0137237575859034,0.944527434274837,-0.158462125707606,1.942988338977,3.75766386843598,4736.77850382575,0.999935650735951,"Nordenskiold"
"beta2",0.0006768100316793,1.83129752579543e-06,0.00010766616937635,0.000473626725089496,0.000673812601087652,0.000891236090449227,3456.53298869227,0.999358357561752,"Nordenskiold"
"pi[1]2",0.103266332923781,0.000228030618747296,0.0148244855504558,0.0765520756061224,0.102413726547175,0.134161534809882,4226.42270565561,1.00017769825357,"Nordenskiold"
"pi[2]2",0.330649266235465,0.000316163006436295,0.0273033801309834,0.278322711558101,0.329932771733675,0.384128644928555,7457.79988549173,0.999379225194077,"Nordenskiold"
"pi[3]2",0.465538366002122,0.000388124925369387,0.0291235691027218,0.408654318622446,0.466076153058274,0.522144917480858,5630.48914631581,0.999973929280893,"Nordenskiold"
"pi[4]2",0.100546034838633,0.000223388572971757,0.0139861029767056,0.0754795279999988,0.0997113145244395,0.129196883962938,3919.86883812164,0.999505977704436,"Nordenskiold"
"alpha_dev[1]2",0.323424820568116,0.0107609869304869,0.935009083393386,-1.5502140849079,0.324725338872446,2.13112668295955,7549.66101695244,0.999175024700197,"Nordenskiold"
"alpha_dev[2]2",0.464594779894431,0.0115318738471693,0.927386475003441,-1.41781422422328,0.488692904881209,2.1881929995972,6467.28128186498,0.999316987346597,"Nordenskiold"
"alpha_dev[3]2",0.583038566940002,0.0134408701438637,0.928298832845374,-1.26731118699076,0.59228580944089,2.36096626092006,4770.02701081543,0.999386129122355,"Nordenskiold"
"alpha_dev[4]2",0.55808441057493,0.0134538539779194,0.915955548749912,-1.30219235477892,0.577855167482626,2.31185111690897,4635.06017028289,0.999783798346079,"Nordenskiold"
"alpha_dev[5]2",-0.0688961542958531,0.0119487267250175,0.905243844087783,-1.84850415663693,-0.0709873029879094,1.71365985074098,5739.68294537458,0.999851495492315,"Nordenskiold"
"alpha_dev[6]2",0.00790858484137399,0.00862546541308343,0.860843722014071,-1.65890967753178,0.0315513136754875,1.67948169175851,9960.55543951069,0.999339089442921,"Nordenskiold"
"alpha_dev[7]2",-0.285027189865411,0.0120138620891905,0.91199231456096,-2.02575493362318,-0.323289908590709,1.57073787957918,5762.58139223252,0.999378659157143,"Nordenskiold"
"alpha_dev[8]2",-0.167391850042857,0.00962011246052862,0.910789416578147,-2.02708142864039,-0.142310493600166,1.56387186390435,8963.4593409949,0.999276368639297,"Nordenskiold"
"alpha_dev[9]2",-0.3431213609459,0.0100579663106491,0.875873085803657,-1.98229012120221,-0.359550222320633,1.38357464927216,7583.36586786109,0.999300297462354,"Nordenskiold"
"alpha_dev[10]2",-0.218031293547259,0.00889997782257729,0.893832327658967,-1.93515357375028,-0.234122332322563,1.55955598116905,10086.3554050502,0.999413874686236,"Nordenskiold"
"alpha_dev[11]2",-0.268723726456932,0.0102156728961507,0.854210553644281,-1.97860811485542,-0.256970725253907,1.43069960817994,6991.9112752834,0.999312873332034,"Nordenskiold"
"alpha_dev[12]2",-0.152880585032697,0.0101798341761703,0.883777070156495,-1.92506680768992,-0.150007163413607,1.56652869499762,7537.09608258368,0.999501072045793,"Nordenskiold"
"alpha_dev[13]2",0.0504176944543555,0.0106509309650856,0.859352684179326,-1.68089270577361,0.0780171067953457,1.67027116567422,6509.80135062841,0.999724838398002,"Nordenskiold"
"alpha_dev[14]2",-0.17674040953953,0.00927426105830501,0.897678437623563,-1.9755048507014,-0.167374079412618,1.60550261923073,9368.77812340441,0.999471522795843,"Nordenskiold"
"alpha_dev[15]2",0.0504979926631346,0.0110229015680778,0.90315955030858,-1.7096421231306,0.0527856481988597,1.81405159766817,6713.31613255951,0.999869577582342,"Nordenskiold"
"alpha_dev[16]2",0.0323866529383297,0.0118193040190272,0.902163897723278,-1.78068493617969,0.0567465237932181,1.76073162006539,5826.22268544403,0.999852452353598,"Nordenskiold"
"alpha_dev[17]2",-0.459808077971596,0.0122223419200967,0.872528631739185,-2.19205713953679,-0.48386866034581,1.32207341299151,5096.24755734398,1.00001738840234,"Nordenskiold"
"alpha_dev[18]2",-0.202219676597571,0.00867891021112862,0.876705139368575,-1.93218240226043,-0.204894290880895,1.51897011215521,10204.1471844664,0.999446356601981,"Nordenskiold"
"alpha_dev[19]2",-0.151513455083149,0.00924000660236448,0.878626592473934,-1.88538319158525,-0.162563067144948,1.56544792999735,9041.99211237109,0.999581691497922,"Nordenskiold"
"alpha_dev[20]2",-0.158003919491371,0.0100928688559453,0.88574020942043,-1.88120770560761,-0.159883598058974,1.57181942772993,7701.6443676771,0.999614067356338,"Nordenskiold"
"alpha_dev[21]2",-0.27669189229592,0.0126451865040253,0.894704773906948,-2.00572062357827,-0.291705522243288,1.53219982981257,5006.20962625488,1.0002581485624,"Nordenskiold"
"alpha_dev[22]2",-0.211802545165248,0.0130192201098098,0.909220486449077,-1.99524014572234,-0.220043122900235,1.58747023488598,4877.1766547076,0.999909453315474,"Nordenskiold"
"alpha_dev[23]2",0.738526194961649,0.01862669035505,0.97798548958644,-1.26723664781298,0.784003917508203,2.58129002341886,2756.72492094555,1.00109479578593,"Nordenskiold"
"alpha_dev[24]2",0.501473094521408,0.0100688885752057,0.899681232271125,-1.29492180036593,0.496995360745632,2.2740742523095,7983.88462365632,0.999847552804801,"Nordenskiold"
"alpha_dev[25]2",0.355265245401664,0.00972841643202137,0.906561648633646,-1.34693581541611,0.336965878449756,2.14910156968683,8683.8113478061,0.999428499168731,"Nordenskiold"
"alpha_dev[26]2",0.682712415467114,0.013516790659302,0.942100343691148,-1.23975914703754,0.698073915125566,2.45505231020337,4857.8840984564,1.00002567076718,"Nordenskiold"
"alpha_dev[27]2",0.467234640286123,0.00949345328563193,0.8958938207229,-1.27490994018443,0.457326869496715,2.24336815900562,8905.62998358492,0.999504822226315,"Nordenskiold"
"alpha_dev[28]2",0.682499278036163,0.01891649974675,0.959590937204481,-1.22505184914317,0.71900721082799,2.50597013253971,2573.30176235192,1.00158861090259,"Nordenskiold"
"alpha_dev[29]2",-0.388058162322363,0.0143627075943372,0.95064719214237,-2.21486648193429,-0.411359164157427,1.55368567575999,4380.92785990535,1.00028379058534,"Nordenskiold"
"alpha_dev[30]2",-1.19993306998368,0.0330821003956256,1.08813310091274,-3.22732133353253,-1.25545068811565,1.03311689951775,1081.87701185622,1.00296545037743,"Nordenskiold"
"alpha_dev[31]2",-0.45522052363836,0.01090777382435,0.913682693612135,-2.2465892005909,-0.460622843399196,1.3281390400222,7016.46800913852,0.999209768701859,"Nordenskiold"
"alpha_dev[32]2",-0.3988658808143,0.0100743992519644,0.908553741601582,-2.15668306617342,-0.41137791684636,1.35617373058266,8133.2276093688,0.999999176908406,"Nordenskiold"
"alpha_dev[33]2",0.00716680953257571,0.0118271401099961,0.912929380753621,-1.82418993993502,0.0322203461400805,1.70984356270948,5958.19736290093,0.999517056052254,"Nordenskiold"
"alpha_dev[34]2",0.0897626636994335,0.0110144409910336,0.967586916035332,-1.86187394389239,0.10665785600327,1.93298212504307,7717.11643747124,0.999177004139686,"Nordenskiold"
"alpha_dev[35]2",0.0667810571315695,0.0106247052219717,0.988347254926581,-1.86539433805375,0.0869771484631051,1.9798622523279,8653.37135456184,0.999239239530468,"Nordenskiold"
"alpha_dev[36]2",-0.000997133830372292,0.00958610884430938,1.03421445596697,-2.07556725687772,0.00764387380931518,2.02935555597558,11639.5581996885,0.999731541574581,"Nordenskiold"
"alpha_dev[37]2",0.0113133043867143,0.00998038344665087,0.973832275808217,-1.90046303880391,0.000782623704020853,1.93102041758484,9520.80947049161,0.999295334689439,"Nordenskiold"
"alpha_dev[38]2",-0.016433391192736,0.00844403640628601,0.991302401956784,-1.95760426056819,-0.0250186402204115,1.96758683272546,13781.9961035572,0.999242957998784,"Nordenskiold"
"alpha_dev[39]2",-0.000649585375476319,0.00942305345256399,0.969053768130101,-1.93434585108121,-0.00193962874752745,1.83849686772953,10575.7807787167,0.999367158154587,"Nordenskiold"
"alpha_dev[40]2",0.00823656107306413,0.00932478496630804,1.00180176359223,-1.97498287605218,0.00215668877633622,2.03999190378535,11542.1292332503,0.999469953168381,"Nordenskiold"
"ln_alpha[1]3",2.78662610108038,0.00433998517206783,0.292708186620545,2.21424549104448,2.78950644541256,3.35562010740133,4548.76234198784,1.00031579141924,"NorthernYukonR.andtribs."
"ln_alpha[2]3",2.80081453034453,0.00359958221416743,0.249775691558966,2.30155625592631,2.80377851936717,3.2794577411466,4814.99838331069,0.999637788079026,"NorthernYukonR.andtribs."
"ln_alpha[3]3",2.74505095182349,0.0038303497322586,0.255764442296893,2.23661054255945,2.74569339692311,3.25377095575505,4458.650948547,0.999983268412454,"NorthernYukonR.andtribs."
"ln_alpha[4]3",2.75190050085999,0.00489574825153142,0.302518646232858,2.13488868062373,2.7496193901372,3.34947871327323,3818.26565951893,1.00045208538589,"NorthernYukonR.andtribs."
"ln_alpha[5]3",2.68253894976524,0.00495280811870192,0.312326778862767,2.0563949895996,2.68916659676166,3.27386337729719,3976.63232594407,1.00085471999575,"NorthernYukonR.andtribs."
"ln_alpha[6]3",2.32875217166337,0.00682410411866491,0.394607106941965,1.5325582222095,2.33911368850556,3.06998235909586,3343.78631874049,0.999703489712095,"NorthernYukonR.andtribs."
"ln_alpha[7]3",2.19965975357827,0.00523628564158566,0.330198459820397,1.56907853361462,2.20077171160921,2.85905824387062,3976.52234748429,0.99994999722576,"NorthernYukonR.andtribs."
"ln_alpha[8]3",1.83179334494134,0.00785888025861709,0.352699057843449,1.16511784625492,1.82343005076106,2.53324383684436,2014.12887504231,0.999348158093033,"NorthernYukonR.andtribs."
"ln_alpha[9]3",1.86782963530336,0.00662312059846691,0.355961497477723,1.16634792256929,1.85915276157176,2.58265529349228,2888.55555137837,0.999547091190129,"NorthernYukonR.andtribs."
"ln_alpha[10]3",1.62629604672329,0.00985988935238926,0.417606308264314,0.796118806249839,1.6213280598734,2.44624457473215,1793.86608095225,0.999385149731127,"NorthernYukonR.andtribs."
"ln_alpha[11]3",1.59693311778806,0.00867157622762466,0.364259083239114,0.886771527641744,1.59176046768481,2.32444985408197,1764.51229250557,0.99950249711198,"NorthernYukonR.andtribs."
"ln_alpha[12]3",1.77454958784571,0.00605687366597505,0.307417058585939,1.19158278313694,1.77001792115322,2.4090383780947,2576.07732659353,1.00002513833823,"NorthernYukonR.andtribs."
"ln_alpha[13]3",2.11560072752887,0.00436809241860188,0.280504545640648,1.56167270237774,2.11199691081863,2.68218182043125,4123.78647661838,1.00055825226892,"NorthernYukonR.andtribs."
"ln_alpha[14]3",2.22515646120733,0.00454341069860205,0.268931695468339,1.69191433271525,2.23030590048129,2.74407257132321,3503.64412336279,0.999924986687688,"NorthernYukonR.andtribs."
"ln_alpha[15]3",2.0886811640816,0.00381990599519845,0.25400779168994,1.57627809870755,2.09163195140649,2.58521579423655,4421.6944331573,0.999973591629895,"NorthernYukonR.andtribs."
"ln_alpha[16]3",2.03315044023896,0.00368497753285812,0.251730341403152,1.52261762782087,2.03263716928422,2.52269848910187,4666.60928668539,1.00019995606396,"NorthernYukonR.andtribs."
"ln_alpha[17]3",1.87281437700181,0.00419224792320469,0.272448285152353,1.33964181891607,1.86713869879148,2.42470096391017,4223.51694468194,1.00043182666241,"NorthernYukonR.andtribs."
"ln_alpha[18]3",1.5511746180369,0.00677531759933747,0.31937540440933,0.944580986399119,1.5430536118187,2.19277998147989,2221.99777049819,1.00066528987243,"NorthernYukonR.andtribs."
"ln_alpha[19]3",1.66037571192647,0.0060643038902288,0.360356731521255,0.958030474374155,1.65493397991413,2.38053018789227,3531.04592329752,1.00019474827003,"NorthernYukonR.andtribs."
"ln_alpha[20]3",1.25195940797398,0.00769824794828081,0.366742184204672,0.535688023751263,1.25661997030197,1.98972670411606,2269.54053863108,1.00092794716109,"NorthernYukonR.andtribs."
"ln_alpha[21]3",1.13803862332001,0.00553117545727227,0.328349167811311,0.501838723200855,1.14085316169984,1.7862820112396,3524.00868045151,1.00028658214212,"NorthernYukonR.andtribs."
"ln_alpha[22]3",0.942807211903005,0.00541571894888541,0.313167577324474,0.333088690610981,0.937523586950624,1.57864336318071,3343.80812319542,1.00018390522811,"NorthernYukonR.andtribs."
"ln_alpha[23]3",0.691962299341743,0.00689735918535396,0.305141222983204,0.101280617873725,0.688657197099758,1.28331679804667,1957.20393133955,0.999465710922047,"NorthernYukonR.andtribs."
"ln_alpha[24]3",0.567445841291782,0.00758216159892431,0.304355791234869,-0.00513229326149373,0.561262562204029,1.15713166689356,1611.30244857737,0.999544003596887,"NorthernYukonR.andtribs."
"ln_alpha[25]3",0.742277683708345,0.00442774140950137,0.269275730303847,0.216464657854737,0.744060768771179,1.27854316643281,3698.53664956445,0.999492696731656,"NorthernYukonR.andtribs."
"ln_alpha[26]3",0.842814413925607,0.00407144677206952,0.253220271005341,0.336346029808638,0.840568518281445,1.36121380943258,3868.11534160777,0.999552496713808,"NorthernYukonR.andtribs."
"ln_alpha[27]3",1.1518337354689,0.00490681611009367,0.256438156652246,0.645467984450913,1.15727127053403,1.63309265908265,2731.2768759593,1.00092329098812,"NorthernYukonR.andtribs."
"ln_alpha[28]3",1.09944181502952,0.00435864106268021,0.253163427049703,0.599673769683456,1.10204567215011,1.60194875010348,3373.64763410461,1.00068743949362,"NorthernYukonR.andtribs."
"ln_alpha[29]3",0.950507814985917,0.00484607120494871,0.259709425462911,0.438279777214662,0.947543659282123,1.46276093849911,2872.07542399694,0.999888214745224,"NorthernYukonR.andtribs."
"ln_alpha[30]3",0.606412621960706,0.00366976584838897,0.246366214875045,0.124448313145774,0.608458589161879,1.0900241635501,4506.97960547063,0.999460029440828,"NorthernYukonR.andtribs."
"ln_alpha[31]3",0.257393716584158,0.00464159919563653,0.26038298481799,-0.242336761942505,0.25319530389441,0.774196137381972,3146.95063085493,0.999074094600527,"NorthernYukonR.andtribs."
"ln_alpha[32]3",-0.0621521718110534,0.00729882008058399,0.30251245170503,-0.652704205436163,-0.0649779912891647,0.543931718417316,1717.83400015163,0.999312375794586,"NorthernYukonR.andtribs."
"ln_alpha[33]3",-0.249936394191105,0.00929679380274631,0.326486930273813,-0.876845205387464,-0.253965114608395,0.397815264432016,1233.28998198053,0.999285045940307,"NorthernYukonR.andtribs."
"ln_alpha[34]3",0.0164311808571803,0.00500850144310463,0.281870129757818,-0.524631101658274,0.0107749431623653,0.596718312602453,3167.25116329823,0.999494875022054,"NorthernYukonR.andtribs."
"ln_alpha[35]3",0.271342552650553,0.00488483638471224,0.317538911953497,-0.34183462052109,0.266421107977435,0.908868233117952,4225.6532924005,0.999920143530854,"NorthernYukonR.andtribs."
"ln_alpha[36]3",0.364194574245467,0.00696362230246986,0.414853437705557,-0.411838110882531,0.345743150383573,1.22378324599642,3549.10600777967,0.999996023871386,"NorthernYukonR.andtribs."
"ln_alpha[37]3",0.366790404037164,0.00784427211703304,0.53678427554535,-0.652517090541277,0.345228320730367,1.4737560614142,4682.67771626202,0.999496999121405,"NorthernYukonR.andtribs."
"ln_alpha[38]3",0.368337380323212,0.00873031244003624,0.627975125406114,-0.827741923860272,0.361588170424814,1.70907317085371,5173.98671977711,0.999595276696785,"NorthernYukonR.andtribs."
"ln_alpha[39]3",0.363337347509989,0.00976447488138581,0.714536893300823,-1.00754478676033,0.348383321460533,1.84974333962739,5354.90203043873,0.999876711788151,"NorthernYukonR.andtribs."
"ln_alpha[40]3",0.366396305797795,0.0108448121375497,0.790238122492218,-1.11545327200086,0.346711953171378,2.04985760718839,5309.72327302047,0.999703222081743,"NorthernYukonR.andtribs."
"beta3",0.000141478972716781,5.27289157961795e-07,2.56263738063536e-05,9.24687242461429e-05,0.000140680655086956,0.000193388642562086,2361.98225520126,0.999735975286231,"NorthernYukonR.andtribs."
"pi[1]3",0.0860144286234517,0.000298845879847114,0.0116652947438593,0.0647030774541235,0.0854059349555697,0.110926314108369,1523.69094859177,1.00222929689496,"NorthernYukonR.andtribs."
"pi[2]3",0.344681308798338,0.000329151581784636,0.0213471984050459,0.302495706489777,0.344620549425906,0.386170800371536,4206.19962235187,1.00003773643605,"NorthernYukonR.andtribs."
"pi[3]3",0.489771742410349,0.000383846254897532,0.0226440741738716,0.4453064530953,0.490317300612448,0.534130651885757,3480.12242768466,1.00015949596581,"NorthernYukonR.andtribs."
"pi[4]3",0.0795325201678613,0.00026782218343147,0.0107794168242822,0.0597365547078886,0.0791181024053549,0.101501077801297,1619.93444093503,1.00292605849214,"NorthernYukonR.andtribs."
"alpha_dev[1]3",0.0407780883914787,0.0114300888854062,0.838189272262265,-1.63605023235238,0.0440098796027886,1.68430693232086,5377.55648575956,1.00003574163541,"NorthernYukonR.andtribs."
"alpha_dev[2]3",-0.161617471385166,0.0100677018677556,0.776187002580524,-1.68616778553981,-0.153423114965726,1.39887022048473,5943.90746082818,0.999841012966937,"NorthernYukonR.andtribs."
"alpha_dev[3]3",0.00863340346109857,0.0100892988682252,0.780408603664417,-1.52635851205981,0.0270947660124728,1.49044979357203,5983.04298818583,0.999876484287935,"NorthernYukonR.andtribs."
"alpha_dev[4]3",-0.235772976808837,0.0103694339929114,0.767988145236965,-1.79114544783095,-0.223022084883101,1.17314981856604,5485.28162069912,0.999376067974544,"NorthernYukonR.andtribs."
"alpha_dev[5]3",-1.05231463437027,0.0118380059676341,0.811361398015989,-2.60788082291232,-1.0484450597507,0.563844713090008,4697.5517580668,0.999744086104243,"NorthernYukonR.andtribs."
"alpha_dev[6]3",-0.444271998005719,0.0123872395736946,0.804436459917079,-2.06795059881331,-0.425358489197141,1.12364678543494,4217.29924457407,0.999559014454232,"NorthernYukonR.andtribs."
"alpha_dev[7]3",-1.09970729558296,0.0108674215608271,0.738413030329208,-2.54310515033602,-1.1097224908224,0.419428915612687,4616.84904880313,1.00007396952813,"NorthernYukonR.andtribs."
