"","mean","se_mean","sd","2.5%","50%","97.5%","n_eff","Rhat","CU"
"ln_alpha[1]",2.08101520500325,0.00939318816386978,0.335392369403678,1.40053083268803,2.07625200909375,2.76076074755843,1274.91229943132,1.00027257980456,"Big.Salmon"
"ln_alpha[2]",2.13470004106213,0.00819099710049437,0.311708832514729,1.53319242284343,2.13903167707568,2.74090286311098,1448.18709351555,1.00146366720097,"Big.Salmon"
"ln_alpha[3]",2.06068301336411,0.0088835196944631,0.309486217376943,1.44302430666593,2.06137327745228,2.66213021644147,1213.70317192266,1.0021843038526,"Big.Salmon"
"ln_alpha[4]",2.11685585954901,0.00852023141471733,0.312691266827393,1.47737570655885,2.11704963189005,2.72297649096279,1346.87943748992,1.00218513417641,"Big.Salmon"
"ln_alpha[5]",2.24870413668151,0.0082214140098843,0.324430592449545,1.60400903994847,2.24739037391257,2.86573057834026,1557.22211146352,1.00221517680486,"Big.Salmon"
"ln_alpha[6]",2.11663847907279,0.00890074313436472,0.329045979973444,1.470563787306,2.11372359039001,2.78602539170768,1366.66050096613,1.00163562736385,"Big.Salmon"
"ln_alpha[7]",2.15137226220353,0.00835014343712025,0.32007637195951,1.5172279522933,2.15345945933514,2.78259398049959,1469.33004730857,1.00209847124322,"Big.Salmon"
"ln_alpha[8]",1.88494297973612,0.00884708802156264,0.31696704012354,1.26069924178874,1.88451706832784,2.51579808585691,1283.59350940661,1.00124421586432,"Big.Salmon"
"ln_alpha[9]",1.84421365929817,0.00878916722404355,0.316227086947402,1.20175517609791,1.84558261954145,2.46178170082727,1294.50186295263,1.00108889779998,"Big.Salmon"
"ln_alpha[10]",1.72919894680082,0.0107311333592586,0.347219858869106,1.05167876511999,1.73361365004606,2.399237323746,1046.93068372025,1.0006564094543,"Big.Salmon"
"ln_alpha[11]",1.77021236324833,0.0108258833441647,0.357124768211559,1.0413755482363,1.7786534434712,2.45414189163242,1088.21136455231,1.00204914141433,"Big.Salmon"
"ln_alpha[12]",1.83930622188413,0.0103787547652821,0.355528960294443,1.11912035889628,1.84350615330878,2.52087871457086,1173.43615419353,1.00242407825669,"Big.Salmon"
"ln_alpha[13]",1.89795574011848,0.00912233003376842,0.339530365599916,1.21117004650215,1.90615425741032,2.53099995493818,1385.30589217445,1.00219051243573,"Big.Salmon"
"ln_alpha[14]",1.84189662137267,0.00847322747294106,0.316636626052336,1.19252780576216,1.84472652037679,2.44657310827403,1396.44735288511,1.0018000761764,"Big.Salmon"
"ln_alpha[15]",1.71330490684438,0.00812904246820036,0.312440877350815,1.09151343767753,1.71475538064579,2.31312032999767,1477.25991135482,1.00138656455577,"Big.Salmon"
"ln_alpha[16]",1.6737152197845,0.00809200997510209,0.304459659569808,1.05736240027841,1.68083808516028,2.27545030950301,1415.62002022007,1.00130469130473,"Big.Salmon"
"ln_alpha[17]",1.64567059910615,0.00892752858940549,0.325629119509691,1.00335284505215,1.64745269274712,2.27357693304414,1330.40531281568,1.00112225720296,"Big.Salmon"
"ln_alpha[18]",1.41652733370753,0.0114341808750871,0.36282776561053,0.685118724404671,1.42802351777111,2.11659946527676,1006.91059975328,1.00184347516618,"Big.Salmon"
"ln_alpha[19]",1.43947438540374,0.00971958326790914,0.341878271557118,0.765899796207459,1.43751513337477,2.10742224535085,1237.22221609941,1.00135566262759,"Big.Salmon"
"ln_alpha[20]",1.34886534093804,0.00911670021790873,0.32582507356278,0.715386533043215,1.35138204991709,1.9832832353161,1277.30218613611,1.00154400665826,"Big.Salmon"
"ln_alpha[21]",1.31520065014771,0.00875698610664845,0.309049091236348,0.705360036574694,1.31763602376397,1.90382747109081,1245.50541605981,1.00155934554331,"Big.Salmon"
"ln_alpha[22]",1.1805854427843,0.00985553836808089,0.322445529304327,0.537943566312885,1.18086653353068,1.80333951158646,1070.4145743688,1.00142664934465,"Big.Salmon"
"ln_alpha[23]",1.14149400082535,0.00876557854674316,0.297988906197765,0.562428788354591,1.13557966166895,1.7242617195355,1155.68378709605,1.00162490882678,"Big.Salmon"
"ln_alpha[24]",1.29706671598117,0.00649260702507444,0.263418880736383,0.786738639691403,1.29815847230229,1.81322349102109,1646.09753872064,1.00015041896297,"Big.Salmon"
"ln_alpha[25]",1.36005361666239,0.00858200222457322,0.305248857163298,0.770976746398206,1.36383988850351,1.94334436621449,1265.11745484065,1.00142485701098,"Big.Salmon"
"ln_alpha[26]",1.3113457545256,0.00701103027086136,0.285377696710763,0.753423525801077,1.30969682754901,1.86226022092638,1656.82398279888,1.00005305692365,"Big.Salmon"
"ln_alpha[27]",1.37174885230711,0.00688632648799662,0.285808468024325,0.835572043277242,1.37366117826991,1.91901517123381,1722.56240976905,1.00058359759097,"Big.Salmon"
"ln_alpha[28]",1.32027489670068,0.00633203110340939,0.273464867309368,0.772201118049241,1.32119887889056,1.84887213228829,1865.16389429682,1.00100734038714,"Big.Salmon"
"ln_alpha[29]",1.14692233794731,0.00659785982092124,0.279614556003779,0.600920229356102,1.1484410277401,1.69250822402695,1796.02915931901,1.00026071203301,"Big.Salmon"
"ln_alpha[30]",0.891548319377166,0.00890091637816526,0.314970785192802,0.267715965076861,0.890500697302127,1.51094670407638,1252.1925173078,1.00104919715952,"Big.Salmon"
"ln_alpha[31]",0.558545848514721,0.011638818245445,0.364102786442885,-0.180318122653515,0.56502917118562,1.27026368355506,978.656382373708,1.0011583047458,"Big.Salmon"
"ln_alpha[32]",0.293379784792537,0.0120010639120137,0.361746955395495,-0.394296334275219,0.294848626086515,1.00367598745676,908.594852430319,1.00128974177753,"Big.Salmon"
"ln_alpha[33]",0.125934089409895,0.0119229545601331,0.354043048430194,-0.562497513363273,0.124562543797133,0.830873056328867,881.747760729571,1.00138159082544,"Big.Salmon"
"ln_alpha[34]",0.135709997193214,0.00985813615172107,0.331153895734576,-0.480379725819711,0.129420536715561,0.806621194760504,1128.41828040236,1.00099758485877,"Big.Salmon"
"ln_alpha[35]",0.189167867180541,0.00905778428754591,0.339356817233051,-0.44222372821298,0.174740053616342,0.880072788235874,1403.68354451343,1.00154003537145,"Big.Salmon"
"ln_alpha[36]",0.254577444903599,0.0094099117815686,0.390611251340304,-0.493090832824121,0.258113241964539,1.02071276143503,1723.13138876038,1.00142691736547,"Big.Salmon"
"ln_alpha[37]",0.255601131183165,0.0102685960888848,0.467502079374753,-0.671926132769584,0.260417380492086,1.15601368562425,2072.74058430969,1.00057675010723,"Big.Salmon"
"ln_alpha[38]",0.255190259804373,0.0108655213255295,0.532179866983676,-0.799993658258229,0.254313650408755,1.31119215284225,2398.91988412156,1.0005023458418,"Big.Salmon"
"ln_alpha[39]",0.257093462832245,0.0112159869648396,0.591189222589156,-0.919579914179263,0.261862175818562,1.38169304389408,2778.29287215155,1.00040649842689,"Big.Salmon"
"ln_alpha[40]",0.259808003263375,0.0116378709890509,0.640394066539352,-1.01533580015079,0.26024819719582,1.52237476554942,3027.94178850717,0.99974216406659,"Big.Salmon"
"beta",0.000171550769823026,1.45302028192862e-06,4.22851197942754e-05,8.8676001396451e-05,0.000171786175068878,0.000254077238231305,846.899307471958,1.00263295293031,"Big.Salmon"
"pi[1]",0.0831011161949471,0.000284572507167733,0.0108088303060266,0.0633971604373278,0.0825247526323085,0.106182349190684,1442.68500224434,1.001594301869,"Big.Salmon"
"pi[2]",0.348302266511135,0.000366257685637466,0.0206182303407241,0.307732684699896,0.348497024265403,0.389150559623114,3169.05138124172,1.00069667464364,"Big.Salmon"
"pi[3]",0.493701030671041,0.000393384225108325,0.0212167707734525,0.450239888564776,0.49412507661132,0.534056865401412,2908.8725106737,1.00031363987988,"Big.Salmon"
"pi[4]",0.0748955866228767,0.00028739425881764,0.0100849630508123,0.0567905708347473,0.0744230176045532,0.0957038368832816,1231.38099520963,1.00456178286147,"Big.Salmon"
"alpha_dev[1]",0.207177742443457,0.013881119978944,0.905046521206605,-1.61673287582601,0.202959309037158,1.93596498574901,4251.01650155113,1.00053073459378,"Big.Salmon"
"alpha_dev[2]",-0.280644451543459,0.0140326029431546,0.835906429793636,-1.82708389078509,-0.289982865671989,1.39509822590769,3548.45137093812,0.999719830388252,"Big.Salmon"
"alpha_dev[3]",0.223230108521928,0.0140240589016856,0.84396774714845,-1.47175348083651,0.242202797897751,1.86602825997821,3621.63139109682,1.00145128245114,"Big.Salmon"
"alpha_dev[4]",0.502711820887304,0.0146227738454033,0.855765815513543,-1.2291335517286,0.516787785831833,2.10708509066807,3424.91929098478,0.99940691217555,"Big.Salmon"
"alpha_dev[5]",-0.516460707272705,0.0140755653609246,0.839344045364428,-2.16616003203619,-0.540411108803139,1.16439434303562,3555.89011508832,1.00095854187926,"Big.Salmon"
"alpha_dev[6]",0.103955173408686,0.0140932240645542,0.844160487456276,-1.53641119326024,0.12217581700171,1.75735290113551,3587.80910098545,1.00001459912689,"Big.Salmon"
"alpha_dev[7]",-1.07052939420744,0.0149140405385196,0.866320122596383,-2.75148689893522,-1.0844137783464,0.651086978912819,3374.16383199687,1.00018362083092,"Big.Salmon"
"alpha_dev[8]",-0.199616800356352,0.0131781702036761,0.829318105674465,-1.86721273918529,-0.181302094498633,1.37062040089336,3960.33632457384,0.999543889934719,"Big.Salmon"
"alpha_dev[9]",-0.463267959442209,0.0143540092786279,0.8308314936746,-2.09509923032244,-0.482702035440815,1.18272265011665,3350.26728103825,1.00036079005988,"Big.Salmon"
"alpha_dev[10]",0.148737427015697,0.0132373064069236,0.846934085922003,-1.54570617669425,0.165436851573194,1.77490949919569,4093.54887958712,1.00055693333787,"Big.Salmon"
"alpha_dev[11]",0.263930269086801,0.0131763941920054,0.864004290292742,-1.40894941814316,0.265716085635642,1.92475188486735,4299.70480407048,0.999801643891605,"Big.Salmon"
"alpha_dev[12]",0.209251270423615,0.0125649022984277,0.838968928766143,-1.48954143932257,0.22625402233825,1.81726200798688,4458.34345651194,1.000402582801,"Big.Salmon"
"alpha_dev[13]",-0.244703975045579,0.0133875226901163,0.851372854418751,-1.89230419456935,-0.229975206855954,1.44619855706601,4044.26083594447,0.999395087619724,"Big.Salmon"
"alpha_dev[14]",-0.525020372692243,0.0122369125080001,0.828304928482517,-2.17279711315769,-0.535258688767546,1.14832448341061,4581.8068911997,0.999463686644004,"Big.Salmon"
"alpha_dev[15]",-0.19365257048398,0.012219700495833,0.832232312811811,-1.79035445256085,-0.190622420583536,1.4900043589097,4638.398151982,0.99929487528022,"Big.Salmon"
"alpha_dev[16]",-0.147690363830424,0.0132045704908885,0.812186997812138,-1.76601834830005,-0.136817481681964,1.40391108476242,3783.23663580851,0.999796862418925,"Big.Salmon"
"alpha_dev[17]",-0.924745217389505,0.015618487666592,0.849810176256187,-2.63601875158424,-0.919662713051522,0.733149308406191,2960.50566701396,1.0000758287024,"Big.Salmon"
"alpha_dev[18]",0.0453557536650946,0.0156441831740991,0.848650460866622,-1.61966487915849,0.0456612890758291,1.70727894615315,2942.74017294171,1.00012616244455,"Big.Salmon"
"alpha_dev[19]",-0.388014729535655,0.0120101883070526,0.833612648620651,-2.0009842234421,-0.373469274141381,1.21827137963388,4817.58025127347,0.999817148839201,"Big.Salmon"
"alpha_dev[20]",-0.165744310838049,0.0137743442781533,0.826838553038674,-1.78702065003316,-0.151862685020024,1.50062210056384,3603.29292839872,1.00039633095361,"Big.Salmon"
"alpha_dev[21]",-0.541774046042111,0.014104132868812,0.822566421658723,-2.12048348562358,-0.543720281022675,1.12935014318217,3401.33315782154,0.999241833996596,"Big.Salmon"
"alpha_dev[22]",-0.171078598754209,0.0137877035369806,0.81734399779529,-1.80688597892255,-0.172935899653031,1.4949234720872,3514.1952074463,1.00024176195725,"Big.Salmon"
"alpha_dev[23]",0.596098761458047,0.0150725573186114,0.839745414607731,-1.08743080785662,0.593695135396298,2.20516750806241,3103.99772269555,1.00041189446767,"Big.Salmon"
"alpha_dev[24]",0.251360127112017,0.0149009594638123,0.832246398386176,-1.37047769269311,0.267348189473946,1.86012858106364,3119.43098922059,0.999931222564781,"Big.Salmon"
"alpha_dev[25]",-0.197583083404389,0.0132413691762004,0.830304893378006,-1.81930055463776,-0.222818993458359,1.39757033325906,3931.96285741134,1.00038811371012,"Big.Salmon"
"alpha_dev[26]",0.207837596723013,0.0145632235461006,0.854266347536817,-1.57255014134318,0.239440673760561,1.81691399083854,3440.89614506769,0.999780444840166,"Big.Salmon"
"alpha_dev[27]",-0.254397414680124,0.0131563337518095,0.827725609175673,-1.93058581119885,-0.22981531310852,1.32685851276529,3958.24817202215,0.999861258699238,"Big.Salmon"
"alpha_dev[28]",-0.752803550354581,0.0119897425088938,0.82340393526184,-2.3926979860738,-0.736300484971344,0.865570718810613,4716.35149147171,1.00078073086704,"Big.Salmon"
"alpha_dev[29]",-1.08205463424987,0.0134634096582301,0.844150664439442,-2.74362520592726,-1.07631236397582,0.585660003559507,3931.2423012395,1.00024300341579,"Big.Salmon"
"alpha_dev[30]",-1.38933859426808,0.0136473649116524,0.830977124259512,-3.02989432637282,-1.37614592852415,0.232854692818786,3707.49461133034,1.00018803301519,"Big.Salmon"
"alpha_dev[31]",-1.12276219545124,0.0121494407152576,0.822642760214298,-2.79673381879547,-1.11825798128848,0.433499400807972,4584.6901270251,1.00015788426354,"Big.Salmon"
"alpha_dev[32]",-0.726025026730897,0.0135782761214118,0.850254396723709,-2.4458191197804,-0.694876669971619,0.893038771706991,3921.10525837535,0.999296233914693,"Big.Salmon"
"alpha_dev[33]",0.00167093917291009,0.0139154532310741,0.837800039995562,-1.63813380654243,0.0163842025697931,1.60377385983151,3624.8166286251,0.999612702916491,"Big.Salmon"
"alpha_dev[34]",0.196187527928174,0.0147327414191674,0.910563258971318,-1.60115507465172,0.200008741651862,1.99537034823839,3819.90983908528,1.00090497365728,"Big.Salmon"
"alpha_dev[35]",0.250354117359738,0.0150556711168271,0.983701602856665,-1.67084630519511,0.256000699397105,2.15909414101388,4269.00358548389,0.999841069793521,"Big.Salmon"
"alpha_dev[36]",0.00635827672825533,0.0126543898069259,1.00587597302783,-2.0298557895653,0.0110564413035531,1.95539611632961,6318.39033611647,0.999780387576539,"Big.Salmon"
"alpha_dev[37]",-0.00447121920319098,0.0137386500496958,1.01942894292515,-2.00219840516019,-0.000272346211309933,2.02486819918318,5505.86801682115,0.999496298074048,"Big.Salmon"
"alpha_dev[38]",0.00514476295033762,0.0119898164198188,0.974194002453424,-1.87889489682265,-0.000603391347415739,1.88880708530057,6601.85278960085,0.999173572354373,"Big.Salmon"
"alpha_dev[39]",0.00292393850692883,0.0132491902380443,0.991892900023623,-1.9822325890097,0.00442089947322727,1.99293929260363,5604.68090031994,1.00020163520054,"Big.Salmon"
"alpha_dev[40]",-0.0111759793148678,0.0123347811135165,1.00598866203923,-1.97756803339619,-0.0216285420205679,1.97827196346843,6651.55639865758,0.999658857394063,"Big.Salmon"
"ln_alpha[1]1",1.8996638765429,0.00687583898705004,0.339758687199291,1.22854503249682,1.89059880499345,2.5808878702295,2441.68560868185,1.0017680389433,"MiddleYukonR.andtribs."
"ln_alpha[2]1",1.97589790651402,0.00571284981296164,0.304638290275812,1.37361343722078,1.97660900592844,2.58344550354638,2843.5663406884,1.0019001191068,"MiddleYukonR.andtribs."
"ln_alpha[3]1",1.84649269699388,0.0074593637742842,0.311842751450987,1.25139925619765,1.84113174878774,2.46786441170604,1747.70340795502,1.00319289018875,"MiddleYukonR.andtribs."
"ln_alpha[4]1",1.93374410921101,0.00647370763688319,0.312513051314903,1.31676558533902,1.93093753706261,2.56461828966906,2330.39829780408,1.00154193101521,"MiddleYukonR.andtribs."
"ln_alpha[5]1",2.11100027524975,0.00644458972819982,0.335254287130361,1.44438478088478,2.11788599786734,2.76578784975881,2706.18904012351,1.0007856737505,"MiddleYukonR.andtribs."
"ln_alpha[6]1",1.90418563228593,0.00753900910505285,0.347216092820891,1.23126873515454,1.90184487954746,2.60826843035744,2121.14889842765,1.00123909459901,"MiddleYukonR.andtribs."
"ln_alpha[7]1",2.01988389789311,0.00628725292264202,0.329281192735877,1.37670855560867,2.01739803019961,2.66751163529441,2742.91272663616,1.00151932659987,"MiddleYukonR.andtribs."
"ln_alpha[8]1",1.62038093610762,0.00832032115873704,0.336028269399122,0.974286209449895,1.60609354941815,2.30572350237792,1631.06568277586,1.00105050854033,"MiddleYukonR.andtribs."
"ln_alpha[9]1",1.6234655765568,0.00667239655345129,0.319245517433469,0.989941714794961,1.61816086917414,2.26246962532781,2289.21149116371,1.00109666962438,"MiddleYukonR.andtribs."
"ln_alpha[10]1",1.44789234458122,0.0100790579612093,0.365900063713456,0.749597608066256,1.44204352804901,2.18256641489378,1317.90797142554,1.00133191639425,"MiddleYukonR.andtribs."
"ln_alpha[11]1",1.53347470762737,0.00959919871619708,0.390439347428846,0.770694942957107,1.53692500319278,2.314836486581,1654.38731691256,1.00043989270962,"MiddleYukonR.andtribs."
"ln_alpha[12]1",1.66858081141711,0.00861166335722142,0.381693890038902,0.924328125833157,1.66884319359018,2.41104504226745,1964.51942553189,1.00129702198619,"MiddleYukonR.andtribs."
"ln_alpha[13]1",1.81947724180154,0.00795344477293391,0.379273410174487,1.05617670990492,1.82380505121005,2.58274841614411,2274.01986180748,1.00095433997147,"MiddleYukonR.andtribs."
"ln_alpha[14]1",1.84114051039787,0.00562213889363643,0.326127474103823,1.2116699030447,1.84504937697262,2.49075090798519,3364.89589657257,1.0006944862686,"MiddleYukonR.andtribs."
"ln_alpha[15]1",1.64129867065118,0.00662132886076888,0.310457697923981,1.02187671242505,1.64409644894842,2.25885378064827,2198.43965267189,1.00151589131649,"MiddleYukonR.andtribs."
"ln_alpha[16]1",1.58924449874544,0.00595481549538014,0.315182423486588,0.970834858815705,1.58521420597892,2.22827253769371,2801.47893667842,1.00233374145347,"MiddleYukonR.andtribs."
"ln_alpha[17]1",1.47587052526847,0.00739837329120972,0.349029040570315,0.77985441302981,1.47614928414315,2.17703500575591,2225.6181094535,1.00258664277774,"MiddleYukonR.andtribs."
"ln_alpha[18]1",1.1944204518534,0.0109598933871541,0.399780441783018,0.392711134895706,1.20136173260537,1.98582689846059,1330.54763710415,1.00218069898496,"MiddleYukonR.andtribs."
"ln_alpha[19]1",1.20360152196236,0.00846248035573833,0.386214092166554,0.44843864136121,1.20354428127021,1.9747019541552,2082.86386411151,1.00138981881395,"MiddleYukonR.andtribs."
"ln_alpha[20]1",0.94226495847938,0.00950615579370558,0.365273736424224,0.237848447223774,0.942817943923738,1.67409690545382,1476.47820014341,1.0036353683132,"MiddleYukonR.andtribs."
"ln_alpha[21]1",0.917812863027115,0.0082008066175035,0.350679870909388,0.231716692231696,0.907535458349462,1.63296334893986,1828.55713197221,1.00234041162069,"MiddleYukonR.andtribs."
"ln_alpha[22]1",0.760625399901207,0.0104843922221699,0.373856458239652,0.0289335967860795,0.74981213056515,1.5250517579536,1271.52017518483,1.0022531544495,"MiddleYukonR.andtribs."
"ln_alpha[23]1",0.746075892428166,0.00894698386572517,0.336078845312466,0.138299749247862,0.727408202445954,1.44412752203232,1411.00659765308,1.00275755073301,"MiddleYukonR.andtribs."
"ln_alpha[24]1",0.881834431556281,0.00784713874195647,0.322094312559649,0.259895399314398,0.87996287628227,1.52021462906566,1684.78097614166,1.00152140268934,"MiddleYukonR.andtribs."
"ln_alpha[25]1",1.20238087548012,0.00519389030405419,0.297701594507033,0.598292483070185,1.2042422634195,1.79247645432227,3285.31317634528,0.999707500630382,"MiddleYukonR.andtribs."
"ln_alpha[26]1",1.32203457519321,0.00491832245852556,0.281598380432022,0.769932123839354,1.31966931538129,1.86421957252093,3278.13102205044,0.999808772485348,"MiddleYukonR.andtribs."
"ln_alpha[27]1",1.4951259824217,0.00523166877673706,0.289577284680608,0.907660675657371,1.50161662775491,2.05087542658065,3063.71598144475,1.00116234415472,"MiddleYukonR.andtribs."
"ln_alpha[28]1",1.62815707076011,0.00625541307165555,0.296294811713712,0.98605380352083,1.63557237992351,2.18390058310157,2243.55183037745,1.00046929446557,"MiddleYukonR.andtribs."
"ln_alpha[29]1",1.49182354504219,0.00629796602309257,0.295896076974653,0.889930677626567,1.50057457052965,2.06718631505732,2207.38347950111,1.00075786412632,"MiddleYukonR.andtribs."
"ln_alpha[30]1",1.12957468291835,0.00691876289065123,0.342448871488064,0.447673503936196,1.12896972604483,1.81598683355677,2449.82230227107,1.00172367373451,"MiddleYukonR.andtribs."
"ln_alpha[31]1",0.70411275539357,0.00975606556494227,0.392877494463652,-0.0734738184684658,0.701083699652169,1.49086331094929,1621.67896080159,1.00273722556794,"MiddleYukonR.andtribs."
"ln_alpha[32]1",0.287891710446658,0.0104789239704339,0.401894841671525,-0.49015578581561,0.273090150719674,1.11553988385776,1470.92823805012,1.00224281918302,"MiddleYukonR.andtribs."
"ln_alpha[33]1",-0.0928997873808555,0.0145604021928944,0.456511855343518,-0.947073110740864,-0.11068438426756,0.849066964388488,983.008737303046,1.0035027586313,"MiddleYukonR.andtribs."
"ln_alpha[34]1",-0.11387478190007,0.0120664733887642,0.426271026290254,-0.901012280736171,-0.129916556314542,0.775733247229391,1247.98943928649,1.00311651916473,"MiddleYukonR.andtribs."
"ln_alpha[35]1",-0.00825871022686989,0.00991634505310902,0.416229679516945,-0.787160348931273,-0.0193373871476292,0.847486627105721,1761.82524539893,1.00206819224114,"MiddleYukonR.andtribs."
"ln_alpha[36]1",0.0662581373844433,0.0098374513816142,0.48253264198514,-0.862977305460142,0.059089881566082,1.03101881135192,2405.95885978869,1.00173838015024,"MiddleYukonR.andtribs."
"ln_alpha[37]1",0.0688440914228514,0.0107396460976726,0.593567486600328,-1.09409105890685,0.0705337501542311,1.20520448322295,3054.64163630986,1.00127803083218,"MiddleYukonR.andtribs."
"ln_alpha[38]1",0.0663906689638908,0.0110898224736433,0.677089735371298,-1.26558014581295,0.0743076090660906,1.37222137714815,3727.71989854089,1.00043804951213,"MiddleYukonR.andtribs."
"ln_alpha[39]1",0.0722120495841293,0.0114624340377077,0.738219533238928,-1.3564585135069,0.0711980434206061,1.49510944580049,4147.79578450376,1.00007932626809,"MiddleYukonR.andtribs."
"ln_alpha[40]1",0.0731616104643835,0.0125499547428008,0.806695914445823,-1.53073347487927,0.07488287534685,1.63245392737229,4131.76293630121,1.00008910644632,"MiddleYukonR.andtribs."
"beta1",6.32330052621757e-05,5.12508624186444e-07,1.87630108025466e-05,2.78256179845247e-05,6.28077326064096e-05,0.000100891933651902,1340.30211078592,1.00337009802378,"MiddleYukonR.andtribs."
"pi[1]1",0.0821238397193013,0.000211840996397326,0.0107856673027263,0.062126633663043,0.0818014034432456,0.104361172446462,2592.23290229963,1.00257402537997,"MiddleYukonR.andtribs."
"pi[2]1",0.348132958071141,0.000304833942402308,0.0202745607231282,0.308551708186786,0.348052307212652,0.389010612780199,4423.6041936743,1.00067914230079,"MiddleYukonR.andtribs."
"pi[3]1",0.495219304167968,0.000335871919719098,0.021127154834185,0.454042299964658,0.495303292337216,0.537822442428499,3956.71379529058,1.00032351420479,"MiddleYukonR.andtribs."
"pi[4]1",0.0745238980415897,0.000245819528571882,0.0100882147898032,0.0561160361084711,0.0743589359622241,0.0955966646882725,1684.20858852226,1.00322862939349,"MiddleYukonR.andtribs."
"alpha_dev[1]1",0.226759933310796,0.0103804593527261,0.832593082317458,-1.44932922627551,0.231247652640392,1.81592778578477,6433.27997150304,0.99936594938867,"MiddleYukonR.andtribs."
"alpha_dev[2]1",-0.368376311093029,0.0111020761993525,0.79582936446417,-1.90154160089417,-0.378843750213283,1.26307212470168,5138.442626571,0.999469199101878,"MiddleYukonR.andtribs."
"alpha_dev[3]1",0.261350810744221,0.0102467136636492,0.761760406497934,-1.22470672801821,0.274104470956414,1.73363555463062,5526.72163594657,0.999514456090417,"MiddleYukonR.andtribs."
"alpha_dev[4]1",0.520057417736956,0.0124709206340194,0.812202962256314,-1.16330263869219,0.545340594151369,2.05166145288418,4241.623412029,0.99937820339887,"MiddleYukonR.andtribs."
"alpha_dev[5]1",-0.608216491059216,0.012893563241472,0.802774706733684,-2.11355819207596,-0.628750783790182,1.04256503489183,3876.5148468368,0.999260023832033,"MiddleYukonR.andtribs."
"alpha_dev[6]1",0.301731589385563,0.0164059530551534,0.826291872018823,-1.40195884197578,0.329255600680987,1.83775190129384,2536.67034906697,0.999797041626753,"MiddleYukonR.andtribs."
"alpha_dev[7]1",-1.20020746932803,0.0164818258546458,0.824172806336445,-2.7790237467294,-1.20515009160796,0.47602616836204,2500.49459104996,1.00009312611417,"MiddleYukonR.andtribs."
