"","alpha_1","beta_1","alpha_2","beta_2","alpha_3","beta_3","alpha_4","beta_4","alpha_5","beta_5","alpha_6","beta_6","alpha_7","beta_7","alpha_8","beta_8","alpha_9","beta_9","pi_1","pi_2","pi_3","pi_4","phi","for_error","OU","ny","nstk","nsim"
"25%",0.891008712906876,0.00014218900392313,0.665060405705124,5.08718968522928e-05,4.28720233252142,0.000607072235442653,0.62289962969296,0.000124435650175699,0.454046485125468,6.27298081313813e-05,0.938943353791034,0.000231021161371547,0.940914347651314,0.000171510892191425,0.833205726517911,0.000156302392595323,2.4186769502552,0.000198786178446965,0.0838989587874955,0.33855369494092,0.480869811020051,0.0766061626400294,0.75,0.79,0.1,34,9,1000
"50%",1.13265288191386,0.000171786175068878,0.89522125036043,6.28077326064096e-05,6.24266353318564,0.000673812601087652,0.775718867552204,0.000140680655086956,0.558979874874027,7.41863119849018e-05,1.31457842882558,0.000277916281023772,1.34794885714582,0.000199713533163245,1.01639019324832,0.000180281163867377,3.29786046657398,0.000223419919123976,0.0871236228195342,0.344413064063817,0.487333060928648,0.0797179896388412,0.75,0.79,0.1,34,9,1000
"75%",1.44040031783895,0.000199588030283221,1.22923194040098,7.52811399363706e-05,8.75303440759785,0.000747383853685891,0.970557509214245,0.000157760099574225,0.698442583021849,8.64974781377365e-05,1.82233951467268,0.000323561998865061,1.86491123775644,0.000227001833670489,1.24757299505176,0.000206066074776754,4.48912798688837,0.000247472852884467,0.0906476329835309,0.350531553940823,0.493734747504863,0.0829867615720591,0.75,0.79,0.1,34,9,1000
"",1.20780845876066,0.000171550769823026,1.01353817682919,6.32330052621757e-05,6.91446956007,0.0006768100316793,0.822068016035284,0.000141478972716781,0.596925879154348,7.49034089030721e-05,1.46268414188675,0.000277368745597696,1.46966572851603,0.000199750254743451,1.07318085067908,0.000182026923086962,3.6041664227991,0.000223079348103452,0.0872639877598228,0.344519582654073,0.487255676689602,0.0798755905343153,0.75,0.79,0.1,34,9,1000
