"brood_year","lwr","mid","upr","CU","model"
2016,2.05202940694727,3.41305977076267,5.80189135672828,"UpperYukonR.","spw"
2017,1.38748653558142,2.68649007901183,5.1026332115972,"UpperYukonR.","spw"
2018,1.49189788204529,2.73935719398161,5.14116451628693,"UpperYukonR.","spw"
2019,1.6879422934774,3.06424807774403,5.70322940470205,"UpperYukonR.","spw"
2020,1.59321795831616,3.15670032985115,6.12646448115395,"UpperYukonR.","spw"
2021,1.41351528441338,3.18105962564985,6.70035108353726,"UpperYukonR.","spw"
2022,1.28738907467498,3.22039394831835,7.3027863990727,"UpperYukonR.","spw"
2023,1.18490600316952,3.24359271131808,7.79277773217839,"UpperYukonR.","spw"
2024,1.10676818937728,3.25960188332278,8.31187122660299,"UpperYukonR.","spw"
1985,4.06972763090845,6.25996950142309,9.83603050729532,"Whiteandtribs.","spw"
1986,6.26162517921344,9.21592417237171,13.589957760234,"Whiteandtribs.","spw"
1987,7.87197734832294,11.2570462683093,16.1896595654206,"Whiteandtribs.","spw"
1988,8.39773063226368,12.0297875188543,17.3790662350315,"Whiteandtribs.","spw"
1989,9.38210953204741,13.6562455836818,19.9158544225562,"Whiteandtribs.","spw"
1990,7.29729803226329,10.6269632767837,15.8023861206349,"Whiteandtribs.","spw"
1991,7.76655790892396,11.5797118814906,17.2011157293224,"Whiteandtribs.","spw"
1992,5.29763951781518,8.12770965874144,12.6652935350154,"Whiteandtribs.","spw"
1993,5.37132072995523,8.54380770396865,13.8052399811529,"Whiteandtribs.","spw"
1994,4.67462656573659,7.52000991916016,12.3856832836487,"Whiteandtribs.","spw"
1995,4.15069612921767,6.64021803397008,10.8220882324477,"Whiteandtribs.","spw"
1996,3.49619787088935,5.89638588385873,10.225620621167,"Whiteandtribs.","spw"
1997,3.33310736658852,5.25566773879188,8.69012443016748,"Whiteandtribs.","spw"
1998,3.48560363843004,5.34995745160304,8.3191197431799,"Whiteandtribs.","spw"
1999,3.49228686402855,5.23365513201506,7.89000074221562,"Whiteandtribs.","spw"
2000,3.14300642873845,4.76275727058062,7.32266133469013,"Whiteandtribs.","spw"
2001,3.01949192733912,4.51721047241512,6.78821803121374,"Whiteandtribs.","spw"
2002,2.43263785265716,3.49058975595243,5.14594916750851,"Whiteandtribs.","spw"
2003,2.22313426432316,3.22409780738856,4.73363846856754,"Whiteandtribs.","spw"
2004,1.72455588997674,2.54347756670181,3.80788120027864,"Whiteandtribs.","spw"
2005,1.75375093743235,2.59504782627221,3.9642765323427,"Whiteandtribs.","spw"
2006,1.85073344807336,2.66299043589041,3.87350473103455,"Whiteandtribs.","spw"
2007,1.92916782871602,2.70239673772395,3.79899494155064,"Whiteandtribs.","spw"
2008,2.02330218004909,2.78859183929186,3.88902611109475,"Whiteandtribs.","spw"
2009,2.17222973283596,3.01995233125175,4.24571289499489,"Whiteandtribs.","spw"
2010,2.07911247336118,2.89980238477404,4.08984616234486,"Whiteandtribs.","spw"
2011,2.18204883847203,3.04988601711583,4.24601187910556,"Whiteandtribs.","spw"
2012,2.00905638055515,2.82950954785062,3.97394170940138,"Whiteandtribs.","spw"
2013,1.81642711218515,2.58717106731735,3.65436590672961,"Whiteandtribs.","spw"
2014,1.44336645033194,2.10215839407131,3.08531554270181,"Whiteandtribs.","spw"
2015,0.972289470297768,1.4170458300845,2.07825812035009,"Whiteandtribs.","spw"
2016,0.631002449896024,0.932518405096045,1.39428682348862,"Whiteandtribs.","spw"
2017,0.429776969052633,0.679406265145983,1.07417988099047,"Whiteandtribs.","spw"
2018,0.462697133841012,0.715454170268858,1.12064063852729,"Whiteandtribs.","spw"
2019,0.456044849500276,0.758680595340312,1.26433713378698,"Whiteandtribs.","spw"
2020,0.430647161799768,0.790672557976433,1.44238578094669,"Whiteandtribs.","spw"
2021,0.380867943162014,0.797229374409062,1.59336919794529,"Whiteandtribs.","spw"
2022,0.350225768678199,0.793101551400986,1.74170364568877,"Whiteandtribs.","spw"
2023,0.319104674467577,0.800768561827483,1.89452255579352,"Whiteandtribs.","spw"
2024,0.292562061346821,0.797884285651384,2.03741401360269,"Whiteandtribs.","spw"
1985,7.09473240436727,11.5044101271601,18.4967512719232,"YukonR.Teslinheadwaters","spw"
1986,9.01996947636367,14.0752496338941,22.2823947459904,"YukonR.Teslinheadwaters","spw"
1987,8.46211488741546,12.4519962513696,18.3544063141418,"YukonR.Teslinheadwaters","spw"
1988,7.81111958769299,11.4075110083148,16.5795679137764,"YukonR.Teslinheadwaters","spw"
1989,7.81478652235503,11.4126496336109,16.5987576946738,"YukonR.Teslinheadwaters","spw"
1990,6.87735050568522,10.0240672335577,14.7557074358266,"YukonR.Teslinheadwaters","spw"
1991,6.82289215558211,10.0159306512566,14.5200374830269,"YukonR.Teslinheadwaters","spw"
1992,5.68507757533128,8.59567020882667,12.70150155408,"YukonR.Teslinheadwaters","spw"
1993,5.33876145479526,7.86848319650955,11.4423137096388,"YukonR.Teslinheadwaters","spw"
1994,4.6624033742913,6.83989893056844,9.90383361540878,"YukonR.Teslinheadwaters","spw"
1995,3.91491837212821,6.01046394834627,8.91641960706884,"YukonR.Teslinheadwaters","spw"
1996,3.05993810045465,5.008579361164,7.68740763274849,"YukonR.Teslinheadwaters","spw"
1997,2.78316261741832,4.60223631913388,7.20601394700615,"YukonR.Teslinheadwaters","spw"
1998,3.33606823747511,5.02493224781633,7.35523165705107,"YukonR.Teslinheadwaters","spw"
1999,3.94578463537241,5.64971529724234,8.08659369063732,"YukonR.Teslinheadwaters","spw"
