"","population","year","harv","cv"
"46","Whiteandtribs.","1990",1572.7885684111,0.135257381
"47","Whiteandtribs.","1991",2472.87189735179,0.128439122
"48","Whiteandtribs.","1992",9956.39214723631,0.143929542
"49","Whiteandtribs.","1993",23397.9097009777,0.136226665
"50","Whiteandtribs.","1994",13542.1690566945,0.130780246
"51","Whiteandtribs.","1995",10776.3718371645,0.139701013
"52","Whiteandtribs.","1996",13765.5347206033,0.130230535
"53","Whiteandtribs.","1997",4177.93655762376,0.142866215
"54","Whiteandtribs.","1998",2934.33173919891,0.142760007
"55","Whiteandtribs.","1999",4069.11370171982,0.130481325
"56","Whiteandtribs.","2000",3458.86823561539,0.136242213
"57","Whiteandtribs.","2001",2082.29229236652,0.143071125
"58","Whiteandtribs.","2002",1836.08661924993,0.128987366
"59","Whiteandtribs.","2003",1870.7030447698,0.123107603
"60","Whiteandtribs.","2004",3687.39672711356,0.128508529
"61","Whiteandtribs.","2005",5519.18157453284,0.117971239
"62","Whiteandtribs.","2006",4326.84052110673,0.129842566
"63","Whiteandtribs.","2007",4644.73266497188,0.131906287
"64","Whiteandtribs.","2008",2021.23223322581,0.125255227
"65","Whiteandtribs.","2009",1086.96306599309,0.126748405
"66","Whiteandtribs.","2010",735.053387520413,0.137307023
"67","Whiteandtribs.","2011",1190.74325048526,0.125075681
"68","Whiteandtribs.","2012",1745.79141651441,0.13842444
"69","Whiteandtribs.","2013",49.9651219961219,0.156086008
"70","Whiteandtribs.","2014",244.174743177852,0.169597727
"71","Whiteandtribs.","2015",319.127443549746,0.128993897
"72","Whiteandtribs.","2016",529.327983251866,0.133122712
"73","Whiteandtribs.","2017",1498.25853946456,0.158203776
"74","Whiteandtribs.","2018",1121.01165596851,0.132341508
"75","Whiteandtribs.","2019",3431.54817628539,0.128571558
"76","Whiteandtribs.","2020",370.351107055289,0.155626621
"77","Whiteandtribs.","2021",240.048293390938,0.126471837
"78","Whiteandtribs.","2022",65.9104047260766,0.143508469
"79","Whiteandtribs.","2023",84.7815422110175,0.141114649
"80","Whiteandtribs.","2024",38.4994124033326,0.141114649
"81","Pelly","1985",19043.9589604434,0.140912364
"82","Pelly","1986",19733.4129489029,0.131097544
"83","Pelly","1987",45016.155560513,0.134475578
"84","Pelly","1988",20635.8411334952,0.127990569
"85","Pelly","1989",27198.8572689507,0.128515546
"86","Pelly","1990",21386.965870956,0.135257381
"87","Pelly","1991",34086.5735261085,0.128439122
"88","Pelly","1992",37645.1383627101,0.143929542
"89","Pelly","1993",29216.4629770755,0.136226665
"90","Pelly","1994",35416.1950410351,0.130780246
"91","Pelly","1995",23056.886830682,0.139701013
"92","Pelly","1996",17901.5869639514,0.130230535
"93","Pelly","1997",14245.3493355903,0.142866215
"94","Pelly","1998",6215.17336708078,0.142760007
"95","Pelly","1999",9911.76689939339,0.130481325
"96","Pelly","2000",8551.20375362066,0.136242213
"97","Pelly","2001",4689.0320892266,0.143071125
"98","Pelly","2002",8795.76029664077,0.128987366
"99","Pelly","2003",27500.5449616751,0.123107603
"100","Pelly","2004",16226.7820190287,0.128508529
"101","Pelly","2005",14559.4540203029,0.117971239
"102","Pelly","2006",11577.2832472609,0.129842566
"103","Pelly","2007",11702.7493367555,0.131906287
"104","Pelly","2008",4300.53548634516,0.125255227
"105","Pelly","2009",5248.86983634968,0.126748405
"106","Pelly","2010",8012.42051834205,0.137307023
"107","Pelly","2011",4215.82523146899,0.125075681
"108","Pelly","2012",3957.82338715189,0.13842444
"109","Pelly","2013",4068.76192702693,0.156086008
"110","Pelly","2014",188.131622206093,0.169597727
"111","Pelly","2015",1150.20127814195,0.128993897
"112","Pelly","2016",2874.38756557536,0.133122712
"113","Pelly","2017",3734.0431291391,0.158203776
"114","Pelly","2018",2827.29756547722,0.132341508
"115","Pelly","2019",4680.81534079224,0.128571558
"116","Pelly","2020",4598.36001143933,0.155626621
"117","Pelly","2021",221.526173173204,0.126471837
"118","Pelly","2022",110.327718195446,0.143508469
"119","Pelly","2023",159.841962054797,0.141114649
"120","Pelly","2024",71.186806051936,0.141114649
"121","Stewart","1985",17851.2745903796,0.140912364
"122","Stewart","1986",11736.5881050159,0.131097544
"123","Stewart","1987",11525.99152241,0.134475578
"124","Stewart","1988",6868.96899350297,0.127990569
"125","Stewart","1989",7807.3912195728,0.128515546
"126","Stewart","1990",6370.94590555676,0.135257381
"127","Stewart","1991",12402.563310788,0.128439122
"128","Stewart","1992",10334.5340701144,0.143929542
"129","Stewart","1993",5768.7797030549,0.136226665
"130","Stewart","1994",16989.4998200605,0.130780246
"131","Stewart","1995",19367.6623256427,0.139701013
"132","Stewart","1996",7772.2800749172,0.130230535
"133","Stewart","1997",7761.70072067532,0.142866215
"134","Stewart","1998",3811.92644999918,0.142760007
"135","Stewart","1999",3497.88251641229,0.130481325
"136","Stewart","2000",2307.97511506037,0.136242213
"137","Stewart","2001",2073.03663290246,0.143071125
"138","Stewart","2002",5316.65785477868,0.128987366
"139","Stewart","2003",4317.72763698307,0.123107603
"140","Stewart","2004",4725.26608624106,0.128508529
"141","Stewart","2005",2512.04918650449,0.117971239
"142","Stewart","2006",5533.37945263863,0.129842566
"143","Stewart","2007",14916.2209008489,0.131906287
"144","Stewart","2008",1921.70227236588,0.125255227
"145","Stewart","2009",1646.63690474045,0.126748405
"146","Stewart","2010",1601.13468990198,0.137307023
"147","Stewart","2011",4458.75084463791,0.125075681
"148","Stewart","2012",368.679885713686,0.13842444
"149","Stewart","2013",1101.14515969431,0.156086008
"150","Stewart","2014",132.992830986866,0.169597727
"151","Stewart","2015",358.607738186784,0.128993897
"152","Stewart","2016",1225.49279852993,0.133122712
"153","Stewart","2017",1266.23453778756,0.158203776
"154","Stewart","2018",1093.67794341838,0.132341508
"155","Stewart","2019",3648.04263875203,0.128571558
"156","Stewart","2020",1374.4220937139,0.155626621
"157","Stewart","2021",110.839354958458,0.126471837
"158","Stewart","2022",3.84485229295341,0.143508469
"159","Stewart","2023",44.795706115111,0.141114649
"160","Stewart","2024",128.877494545174,0.141114649
"161","Nordenskiold","1985",9022.1621694852,0.140912364
"162","Nordenskiold","1986",1410.52997610689,0.131097544
"163","Nordenskiold","1987",1145.73999432966,0.134475578
"164","Nordenskiold","1988",4254.32031549433,0.127990569
"165","Nordenskiold","1989",1174.76781681926,0.128515546
"166","Nordenskiold","1990",393.973067296918,0.135257381
"167","Nordenskiold","1991",356.645421710593,0.128439122
"168","Nordenskiold","1992",1143.22823525493,0.143929542
"169","Nordenskiold","1993",778.699498805674,0.136226665
"170","Nordenskiold","1994",981.382357429429,0.130780246
"171","Nordenskiold","1995",2763.47261791951,0.139701013
"172","Nordenskiold","1996",2384.70203462316,0.130230535
"173","Nordenskiold","1997",698.540072353926,0.142866215
"174","Nordenskiold","1998",2461.72586061116,0.142760007
"175","Nordenskiold","1999",1971.50322297905,0.130481325
"176","Nordenskiold","2000",4761.55415764393,0.136242213
"177","Nordenskiold","2001",1897.63863078302,0.143071125
"178","Nordenskiold","2002",504.096401144723,0.128987366
"179","Nordenskiold","2003",372.212288594361,0.123107603
"180","Nordenskiold","2004",2365.88847235121,0.128508529
"181","Nordenskiold","2005",294.139165644322,0.117971239
"182","Nordenskiold","2006",19.1880117254917,0.129842566
"183","Nordenskiold","2007",3111.88261578115,0.131906287
"184","Nordenskiold","2008",3828.04535279638,0.125255227
"185","Nordenskiold","2009",593.097540281998,0.126748405
"186","Nordenskiold","2010",2089.75697351916,0.137307023
"187","Nordenskiold","2011",315.270251832484,0.125075681
"188","Nordenskiold","2012",450.590196923701,0.13842444
"189","Nordenskiold","2013",882.736192615937,0.156086008
"190","Nordenskiold","2014",21.2759815913129,0.169597727
"191","Nordenskiold","2015",316.868461268544,0.128993897
"192","Nordenskiold","2016",1020.54852614152,0.133122712
"193","Nordenskiold","2017",1411.79631243497,0.158203776
"194","Nordenskiold","2018",1001.11674141814,0.132341508
"195","Nordenskiold","2019",1764.80879279724,0.128571558
"196","Nordenskiold","2020",1958.31002426147,0.155626621
"197","Nordenskiold","2021",71.7072691592421,0.126471837
"198","Nordenskiold","2022",77.1056332641195,0.143508469
"199","Nordenskiold","2023",131.595749118841,0.141114649
"200","Nordenskiold","2024",100.608460567145,0.141114649
"201","YukonR.Teslinheadwaters","1985",17632.2774169983,0.140912364
"202","YukonR.Teslinheadwaters","1986",18536.5464805626,0.131097544
"203","YukonR.Teslinheadwaters","1987",16170.6799449699,0.134475578
"204","YukonR.Teslinheadwaters","1988",9133.16487092216,0.127990569
"205","YukonR.Teslinheadwaters","1989",10946.2349815084,0.128515546
"206","YukonR.Teslinheadwaters","1990",8725.00271057718,0.135257381
"207","YukonR.Teslinheadwaters","1991",17041.7654990871,0.128439122
"208","YukonR.Teslinheadwaters","1992",31446.0915872551,0.143929542
"209","YukonR.Teslinheadwaters","1993",31110.1371012128,0.136226665
"210","YukonR.Teslinheadwaters","1994",15519.2330679695,0.130780246
"211","YukonR.Teslinheadwaters","1995",20425.2317947466,0.139701013
"212","YukonR.Teslinheadwaters","1996",20960.2855098952,0.130230535
"213","YukonR.Teslinheadwaters","1997",11092.4884246628,0.142866215
"214","YukonR.Teslinheadwaters","1998",6213.90919779716,0.142760007
"215","YukonR.Teslinheadwaters","1999",10440.0842824441,0.130481325
"216","YukonR.Teslinheadwaters","2000",5056.53527051003,0.136242213
"217","YukonR.Teslinheadwaters","2001",3535.97317990491,0.143071125
"218","YukonR.Teslinheadwaters","2002",2071.09171171908,0.128987366
"219","YukonR.Teslinheadwaters","2003",3907.63835468621,0.123107603
"220","YukonR.Teslinheadwaters","2004",5773.8682010333,0.128508529
"221","YukonR.Teslinheadwaters","2005",11227.1532507188,0.117971239
"222","YukonR.Teslinheadwaters","2006",3315.55413135781,0.129842566
"223","YukonR.Teslinheadwaters","2007",5125.52501825702,0.131906287
"224","YukonR.Teslinheadwaters","2008",1017.71577379612,0.125255227
"225","YukonR.Teslinheadwaters","2009",1874.21135071354,0.126748405
"226","YukonR.Teslinheadwaters","2010",3034.70223463291,0.137307023
"227","YukonR.Teslinheadwaters","2011",2211.06250916402,0.125075681
"228","YukonR.Teslinheadwaters","2012",2147.52824887916,0.13842444
"229","YukonR.Teslinheadwaters","2013",1896.62384418268,0.156086008
"230","YukonR.Teslinheadwaters","2014",202.510472099185,0.169597727
"231","YukonR.Teslinheadwaters","2015",422.946577171183,0.128993897
"232","YukonR.Teslinheadwaters","2016",2796.29004762831,0.133122712
"233","YukonR.Teslinheadwaters","2017",5353.58829968611,0.158203776
"234","YukonR.Teslinheadwaters","2018",2949.60628548848,0.132341508
"235","YukonR.Teslinheadwaters","2019",6950.82289052644,0.128571558
"236","YukonR.Teslinheadwaters","2020",5035.95450267361,0.155626621
"237","YukonR.Teslinheadwaters","2021",102.631160499429,0.126471837
"238","YukonR.Teslinheadwaters","2022",191.927943298774,0.143508469
"239","YukonR.Teslinheadwaters","2023",273.633123033289,0.141114649
"240","YukonR.Teslinheadwaters","2024",205.587494234126,0.141114649
"241","MiddleYukonR.andtribs.","1985",28953.9679339629,0.140912364
"242","MiddleYukonR.andtribs.","1986",22269.5186580559,0.131097544
"243","MiddleYukonR.andtribs.","1987",36487.5519920366,0.134475578
"244","MiddleYukonR.andtribs.","1988",14815.5047093286,0.127990569
"245","MiddleYukonR.andtribs.","1989",19854.1036291457,0.128515546
"246","MiddleYukonR.andtribs.","1990",15675.2527782916,0.135257381
"247","MiddleYukonR.andtribs.","1991",34645.5076033258,0.128439122
"248","MiddleYukonR.andtribs.","1992",34200.9710557789,0.143929542
"249","MiddleYukonR.andtribs.","1993",24210.3833401161,0.136226665
"250","MiddleYukonR.andtribs.","1994",31975.7869053358,0.130780246
"251","MiddleYukonR.andtribs.","1995",50814.9201611877,0.139701013
"252","MiddleYukonR.andtribs.","1996",33892.7249408401,0.130230535
"253","MiddleYukonR.andtribs.","1997",40493.4513951192,0.142866215
"254","MiddleYukonR.andtribs.","1998",8237.98626960726,0.142760007
"255","MiddleYukonR.andtribs.","1999",18351.0551148386,0.130481325
"256","MiddleYukonR.andtribs.","2000",16413.5806201775,0.136242213
"257","MiddleYukonR.andtribs.","2001",7635.99937401947,0.143071125
"258","MiddleYukonR.andtribs.","2002",16518.0854141761,0.128987366
"259","MiddleYukonR.andtribs.","2003",35660.2642085374,0.123107603
"260","MiddleYukonR.andtribs.","2004",16447.901124367,0.128508529
"261","MiddleYukonR.andtribs.","2005",9467.44849801585,0.117971239
"262","MiddleYukonR.andtribs.","2006",17455.975879437,0.129842566
"263","MiddleYukonR.andtribs.","2007",5978.32606250758,0.131906287
"264","MiddleYukonR.andtribs.","2008",10417.4413042123,0.125255227
"265","MiddleYukonR.andtribs.","2009",3986.84729835204,0.126748405
"266","MiddleYukonR.andtribs.","2010",7638.6525016702,0.137307023
"267","MiddleYukonR.andtribs.","2011",5245.45273542326,0.125075681
"268","MiddleYukonR.andtribs.","2012",2384.53625806214,0.13842444
"269","MiddleYukonR.andtribs.","2013",1783.42126803141,0.156086008
"270","MiddleYukonR.andtribs.","2014",497.911196293051,0.169597727
"271","MiddleYukonR.andtribs.","2015",1589.43304836357,0.128993897
"272","MiddleYukonR.andtribs.","2016",2757.62986950121,0.133122712
"273","MiddleYukonR.andtribs.","2017",7782.4873719081,0.158203776
"274","MiddleYukonR.andtribs.","2018",6014.13727140519,0.132341508
"275","MiddleYukonR.andtribs.","2019",11156.081279405,0.128571558
"276","MiddleYukonR.andtribs.","2020",4401.18486038261,0.155626621
"277","MiddleYukonR.andtribs.","2021",386.026849997692,0.126471837
"278","MiddleYukonR.andtribs.","2022",500.826987566674,0.143508469
"279","MiddleYukonR.andtribs.","2023",217.24999342787,0.141114649
"280","MiddleYukonR.andtribs.","2024",225.229938839904,0.141114649
"281","UpperYukonR.","1985",7056.7591977313,0.140912364
"282","UpperYukonR.","1986",5562.51355465869,0.131097544
"283","UpperYukonR.","1987",1515.52150886323,0.134475578
"284","UpperYukonR.","1988",757.824037190486,0.127990569
"285","UpperYukonR.","1989",162.898461608536,0.128515546
"286","UpperYukonR.","1990",10.7423976938649,0.135257381
"287","UpperYukonR.","1991",4816.76249637791,0.128439122
"288","UpperYukonR.","1992",4158.86688912472,0.143929542
"289","UpperYukonR.","1993",1701.52576286822,0.136226665
"290","UpperYukonR.","1994",3883.89796128057,0.130780246
"291","UpperYukonR.","1995",5971.07302570741,0.139701013
"292","UpperYukonR.","1996",4654.85655456622,0.130230535
"293","UpperYukonR.","1997",11340.3259749666,0.142866215
"294","UpperYukonR.","1998",16333.0155338471,0.142760007
"295","UpperYukonR.","1999",7798.06607673153,0.130481325
"296","UpperYukonR.","2000",2792.64911538796,0.136242213
"297","UpperYukonR.","2001",498.564716792329,0.143071125
"298","UpperYukonR.","2002",581.435121135151,0.128987366
"299","UpperYukonR.","2003",1366.10099318266,0.123107603
"300","UpperYukonR.","2004",1498.01662217936,0.128508529
"301","UpperYukonR.","2005",1174.052111612,0.117971239
"302","UpperYukonR.","2006",1571.11874698929,0.129842566
"303","UpperYukonR.","2007",1468.93457841814,0.131906287
"304","UpperYukonR.","2008",2077.08970487546,0.125255227
"305","UpperYukonR.","2009",2973.2927997834,0.126748405
"306","UpperYukonR.","2010",1460.51729457803,0.137307023
"307","UpperYukonR.","2011",602.360154906824,0.125075681
"308","UpperYukonR.","2012",3952.80811062475,0.13842444
"309","UpperYukonR.","2013",26.025043887482,0.156086008
"310","UpperYukonR.","2014",18.427445577208,0.169597727
"311","UpperYukonR.","2015",186.737220586451,0.128993897
"312","UpperYukonR.","2016",448.957907153134,0.133122712
"313","UpperYukonR.","2017",2720.25610865575,0.158203776
"314","UpperYukonR.","2018",1802.35205711537,0.132341508
"315","UpperYukonR.","2019",3480.89841548517,0.128571558
"316","UpperYukonR.","2020",502.443693100458,0.155626621
"317","UpperYukonR.","2021",209.989776387956,0.126471837
"318","UpperYukonR.","2022",71.2661529634316,0.143508469
"319","UpperYukonR.","2023",32.6724882155991,0.141114649
"320","UpperYukonR.","2024",163.278688304587,0.141114649
"321","Big.Salmon","1985",14142.0972181033,0.140912364
"322","Big.Salmon","1986",10836.9597096865,0.131097544
"323","Big.Salmon","1987",17838.5391825242,0.134475578
"324","Big.Salmon","1988",7233.70548376049,0.127990569
"325","Big.Salmon","1989",9804.64509909698,0.128515546
"326","Big.Salmon","1990",7558.90895806635,0.135257381
"327","Big.Salmon","1991",16949.3704253658,0.128439122
"328","Big.Salmon","1992",16672.4351516094,0.143929542
"329","Big.Salmon","1993",11804.4988126913,0.136226665
"330","Big.Salmon","1994",15616.6754296345,0.130780246
"331","Big.Salmon","1995",24818.9681342713,0.139701013
"332","Big.Salmon","1996",16504.3016649974,0.130230535
"333","Big.Salmon","1997",19826.9597606227,0.142866215
"334","Big.Salmon","1998",4021.0664982647,0.142760007
"335","Big.Salmon","1999",8924.84517115853,0.130481325
"336","Big.Salmon","2000",8008.16648330033,0.136242213
"337","Big.Salmon","2001",3723.95022294835,0.143071125
"338","Big.Salmon","2002",8068.64724917206,0.128987366
"339","Big.Salmon","2003",17396.7198305966,0.123107603
"340","Big.Salmon","2004",8028.24350249405,0.128508529
"341","Big.Salmon","2005",5017.39279123251,0.117971239
"342","Big.Salmon","2006",6990.32356460572,0.129842566
"343","Big.Salmon","2007",6969.57383933602,0.131906287
"344","Big.Salmon","2008",1389.33129331774,0.125255227
"345","Big.Salmon","2009",3077.88055054939,0.126748405
"346","Big.Salmon","2010",3578.03983311955,0.137307023
"347","Big.Salmon","2011",2564.60486675129,0.125075681
"348","Big.Salmon","2012",1518.00372137842,0.13842444
"349","Big.Salmon","2013",1259.06120681504,0.156086008
"350","Big.Salmon","2014",173.50100019137,0.169597727
"351","Big.Salmon","2015",687.455037522793,0.128993897
"352","Big.Salmon","2016",1426.52915079323,0.133122712
"353","Big.Salmon","2017",2481.54985192491,0.158203776
"354","Big.Salmon","2018",2072.10663305969,0.132341508
"355","Big.Salmon","2019",3912.81280152925,0.128571558
"356","Big.Salmon","2020",1135.87688394817,0.155626621
"357","Big.Salmon","2021",107.424246794398,0.126471837
"358","Big.Salmon","2022",244.490424878886,0.143508469
"359","Big.Salmon","2023",152.431378637491,0.141114649
"360","Big.Salmon","2024",94.5436863012562,0.141114649
