"stock","year","mean","lower","upper","cv"
"NorthernYukonR.andtribs.","1985",975.223841481361,459.224586830592,1491.22309613213,0.264554265750398
"NorthernYukonR.andtribs.","1986",1708.39671394751,978.548695757468,2438.24473213755,0.213606129136017
"NorthernYukonR.andtribs.","1987",1512.04482945822,869.443525859597,2154.64613305684,0.212494130821793
"NorthernYukonR.andtribs.","1988",11857.705952762,2257.86579503997,21457.546110484,0.404793313140219
"NorthernYukonR.andtribs.","1989",1971.28779162227,258.994860842236,3683.5807224023,0.43430820655844
"NorthernYukonR.andtribs.","1990",7843.78020464239,2068.3759656183,13619.1844436665,0.368151840588667
"NorthernYukonR.andtribs.","1991",6168.75668427678,3847.17761290744,8490.33575564613,0.188172365209889
"NorthernYukonR.andtribs.","1992",6170.96905111904,3326.83352038448,9015.10458185363,0.230444805927103
"NorthernYukonR.andtribs.","1993",17344.5700262728,12372.6147734617,22316.5252790839,0.143328870225085
"NorthernYukonR.andtribs.","1994",16874.6864483266,12093.7044866361,21655.6684100173,0.141661356977827
"NorthernYukonR.andtribs.","1995",8467.82951907487,5498.91264107018,11436.7463970796,0.175305659574088
"NorthernYukonR.andtribs.","1996",3475.86119501725,1855.49391634575,5096.22847368877,0.233088605637411
"NorthernYukonR.andtribs.","1997",2874.2190749872,1706.46974124769,4041.96840872672,0.20314201932306
"NorthernYukonR.andtribs.","1998",3798.60704433903,1672.64779307424,5924.56629560383,0.279834058439009
"NorthernYukonR.andtribs.","1999",1969.28597655429,1131.16952385402,2807.40242925455,0.212797039810019
"NorthernYukonR.andtribs.","2000",1675.77121049411,1035.77371294016,2315.76870804807,0.190956108311839
"NorthernYukonR.andtribs.","2001",6023.83309919742,3345.20243923413,8702.46375916073,0.222336062093103
"NorthernYukonR.andtribs.","2002",9689.01432840477,6667.61093184878,12710.4177249608,0.155919028197652
"NorthernYukonR.andtribs.","2003",5115.0536266562,3247.24544402888,6982.86180928353,0.182579530827749
"NorthernYukonR.andtribs.","2004",10657.5683092887,7875.21501150509,13439.9216070723,0.1305341526809
"NorthernYukonR.andtribs.","2005",14834.2623376056,11754.9791958549,17913.5454793565,0.103789560669446
"NorthernYukonR.andtribs.","2006",10387.5642530552,7054.22888329459,13720.8996228159,0.160448363473671
"NorthernYukonR.andtribs.","2007",4745.03021463352,3357.07229429716,6132.98813496988,0.146253854828568
"NorthernYukonR.andtribs.","2008",5418.96640666482,4721.3892911093,6116.54352222036,0.0643644067157877
"NorthernYukonR.andtribs.","2009",7208.61974879938,5951.2143991994,8466.02509839939,0.0872154027689849
"NorthernYukonR.andtribs.","2010",2273.64969473647,1288.44685191792,3258.85253755502,0.216656691903618
"NorthernYukonR.andtribs.","2011",4466.82969044306,3722.23334534469,5211.42603554144,0.0833472951399362
"NorthernYukonR.andtribs.","2012",4685.28956766717,3286.80493001734,6083.77420531702,0.149242071109188
"NorthernYukonR.andtribs.","2013",629.448785799435,37.8992274336152,1220.99834416525,0.469894907823611
"NorthernYukonR.andtribs.","2014",5746.61463800215,4278.9928640411,7214.23641196321,0.127694465908305
"NorthernYukonR.andtribs.","2015",7056.62998418461,5937.99664621493,8175.26332215432,0.079261158688835
"NorthernYukonR.andtribs.","2016",7370.72727546255,6068.10495146118,8673.34959946394,0.0883645721323772
"NorthernYukonR.andtribs.","2017",6536.6654343197,4976.3175438505,8097.01332478893,0.119353507239093
