"stock","year","mean","lower","upper","cv"
"NorthernYukonR.andtribs.","1985",618.531461383412,211.958568110172,1025.10435465665,0.32865983273017
"NorthernYukonR.andtribs.","1986",928.282237490476,422.931967239585,1433.63250774137,0.272196455906049
"NorthernYukonR.andtribs.","1987",1420.13338149776,646.138663173834,2194.12809982169,0.272507754696824
"NorthernYukonR.andtribs.","1988",13293.6904383111,8.87794406007867,26578.5029325622,0.499666084293852
"NorthernYukonR.andtribs.","1989",2297.23907912741,10,4900.58999701392,0.532224752034905
"NorthernYukonR.andtribs.","1990",6917.28311986516,332.528413777918,13502.0378259524,0.475963943645523
"NorthernYukonR.andtribs.","1991",5936.23138538428,3416.28930316239,8456.1734676062,0.212250998876687
"NorthernYukonR.andtribs.","1992",5566.39732872087,2787.40928214227,8345.38537529948,0.249621782498341
"NorthernYukonR.andtribs.","1993",15572.7702113247,10892.9308571846,20252.6095654649,0.15025712479649
"NorthernYukonR.andtribs.","1994",15494.9655210057,10742.4858181447,20247.4452238668,0.153355607549381
"NorthernYukonR.andtribs.","1995",7509.18513361035,4644.82993088025,10373.5403363405,0.190723437481222
"NorthernYukonR.andtribs.","1996",2707.4010541619,1235.17935005702,4179.6227582668,0.271888367229846
"NorthernYukonR.andtribs.","1997",1800.4210486798,813.769965341119,2787.07213201848,0.274005651084274
"NorthernYukonR.andtribs.","1998",3162.90410236484,812.190916878161,5513.61728785152,0.371606774882789
"NorthernYukonR.andtribs.","1999",1510.88948124827,731.660892522873,2290.11806997366,0.257870810008423
"NorthernYukonR.andtribs.","2000",1009.17393239918,521.636927575222,1496.71093722315,0.241552515959713
"NorthernYukonR.andtribs.","2001",4642.16863909272,2205.48735287085,7078.84992531461,0.262450750464131
"NorthernYukonR.andtribs.","2002",8643.22876491575,5922.86681330281,11363.5907165287,0.157369544738613
"NorthernYukonR.andtribs.","2003",4038.37264505469,2257.69505309634,5819.05023701307,0.220469697631662
