"HCR","CU","year","S.50","S.25","S.75"
"fixed.ER","Stewart",2035,336,162.5,643.25
"fixed.ER","Stewart",2036,330.5,159.25,649.25
"fixed.ER","Stewart",2037,270.5,129.25,576
"fixed.ER","Stewart",2038,217.5,102.75,544.5
"fixed.ER","Stewart",2039,193,74,475
"fixed.ER","Stewart",2040,200.5,69.75,465.5
"fixed.ER","Stewart",2041,183.5,71.75,477.75
"fixed.ER","Stewart",2042,168.5,70,482.5
"fixed.ER","Stewart",2043,154,52.75,437.75
"fixed.ER","UpperYukonR.",2024,2401,2244.5,2585.25
"fixed.ER","UpperYukonR.",2025,904,742,1159.75
"fixed.ER","UpperYukonR.",2026,899.5,646.75,1157.25
"fixed.ER","UpperYukonR.",2027,721.5,516.5,1003.75
"fixed.ER","UpperYukonR.",2028,431,298,615
"fixed.ER","UpperYukonR.",2029,469,341.75,672
"fixed.ER","UpperYukonR.",2030,561,405,825.25
"fixed.ER","UpperYukonR.",2031,397,264.25,618
"fixed.ER","UpperYukonR.",2032,318.5,197.25,537
"fixed.ER","UpperYukonR.",2033,255,150,465.25
"fixed.ER","UpperYukonR.",2034,207,120.75,375.5
"fixed.ER","UpperYukonR.",2035,214,117,394.5
"fixed.ER","UpperYukonR.",2036,203,113.75,397
"fixed.ER","UpperYukonR.",2037,161.5,82.75,311.25
"fixed.ER","UpperYukonR.",2038,140,58.75,280.25
"fixed.ER","UpperYukonR.",2039,108,0,242.25
"fixed.ER","UpperYukonR.",2040,100.5,0,229.25
"fixed.ER","UpperYukonR.",2041,97,0,207.25
"fixed.ER","UpperYukonR.",2042,86,0,211.75
"fixed.ER","UpperYukonR.",2043,70,0,179
"fixed.ER","Whiteandtribs.",2024,1226,953.25,1496
"fixed.ER","Whiteandtribs.",2025,654.5,515,866.25
"fixed.ER","Whiteandtribs.",2026,748,559,1011
"fixed.ER","Whiteandtribs.",2027,820,594.25,1117.75
"fixed.ER","Whiteandtribs.",2028,692,502,962
"fixed.ER","Whiteandtribs.",2029,547,370,829.25
"fixed.ER","Whiteandtribs.",2030,428,289.75,710.25
"fixed.ER","Whiteandtribs.",2031,352.5,218.75,591
"fixed.ER","Whiteandtribs.",2032,361,216.75,606.75
"fixed.ER","Whiteandtribs.",2033,365,216.75,598.5
"fixed.ER","Whiteandtribs.",2034,302.5,178,522.5
"fixed.ER","Whiteandtribs.",2035,251.5,139.75,452.75
"fixed.ER","Whiteandtribs.",2036,215.5,114.5,397
"fixed.ER","Whiteandtribs.",2037,192,100,377.75
"fixed.ER","Whiteandtribs.",2038,189,92,367.25
"fixed.ER","Whiteandtribs.",2039,169.5,79,368
"fixed.ER","Whiteandtribs.",2040,151.5,69,327.75
"fixed.ER","Whiteandtribs.",2041,126.5,54,297.25
"fixed.ER","Whiteandtribs.",2042,113,0,269.5
"fixed.ER","Whiteandtribs.",2043,104.5,0,255.25
"fixed.ER","YukonR.Teslinheadwaters",2024,3945.5,3490,4442
"fixed.ER","YukonR.Teslinheadwaters",2025,1782,1466.75,2298
"fixed.ER","YukonR.Teslinheadwaters",2026,1630,1178.75,2270.75
"fixed.ER","YukonR.Teslinheadwaters",2027,1260.5,909,1819.25
"fixed.ER","YukonR.Teslinheadwaters",2028,1257,865.5,1823
"fixed.ER","YukonR.Teslinheadwaters",2029,1769,1216,2401
"fixed.ER","YukonR.Teslinheadwaters",2030,1715,1155.75,2312
"fixed.ER","YukonR.Teslinheadwaters",2031,1345.5,839.25,2110.75
"fixed.ER","YukonR.Teslinheadwaters",2032,1139,710.5,1881.75
"fixed.ER","YukonR.Teslinheadwaters",2033,1105,695.75,1777
"fixed.ER","YukonR.Teslinheadwaters",2034,1184.5,707.75,1916
"fixed.ER","YukonR.Teslinheadwaters",2035,1271.5,713.5,2075.25
"fixed.ER","YukonR.Teslinheadwaters",2036,1223,653,2019.75
"fixed.ER","YukonR.Teslinheadwaters",2037,1061,552.75,1902.75
"fixed.ER","YukonR.Teslinheadwaters",2038,953,503,1958.75
"fixed.ER","YukonR.Teslinheadwaters",2039,974.5,435.75,1934
"fixed.ER","YukonR.Teslinheadwaters",2040,1031.5,477.5,2025.5
"fixed.ER","YukonR.Teslinheadwaters",2041,980,475.75,2024.5
"fixed.ER","YukonR.Teslinheadwaters",2042,1047.5,455.5,2003
"fixed.ER","YukonR.Teslinheadwaters",2043,895.5,393.25,1891.5
"no.fishing","Big.Salmon",2024,1910,1842,1981.5
"no.fishing","Big.Salmon",2025,1993,1746.75,2340.25
"no.fishing","Big.Salmon",2026,1740,1390.25,2175.5
"no.fishing","Big.Salmon",2027,1769.5,1370,2345.25
"no.fishing","Big.Salmon",2028,1775,1333.75,2332
"no.fishing","Big.Salmon",2029,1686.5,1281.75,2282.25
"no.fishing","Big.Salmon",2030,1696,1252.25,2335
"no.fishing","Big.Salmon",2031,1652,1140.75,2321.25
"no.fishing","Big.Salmon",2032,1548.5,1037,2355.25
"no.fishing","Big.Salmon",2033,1528.5,970.75,2395.75
"no.fishing","Big.Salmon",2034,1471,949,2329.75
"no.fishing","Big.Salmon",2035,1454.5,920,2286.75
"no.fishing","Big.Salmon",2036,1394.5,865.5,2368.75
"no.fishing","Big.Salmon",2037,1370.5,824,2390.25
"no.fishing","Big.Salmon",2038,1347,750.75,2351.25
"no.fishing","Big.Salmon",2039,1288.5,712.75,2320.75
"no.fishing","Big.Salmon",2040,1321.5,720.75,2246.5
"no.fishing","Big.Salmon",2041,1270,698.25,2244
"no.fishing","Big.Salmon",2042,1217.5,683.5,2281
"no.fishing","Big.Salmon",2043,1179,662.5,2250.75
"no.fishing","MiddleYukonR.andtribs.",2024,6361,6060,6637.5
"no.fishing","MiddleYukonR.andtribs.",2025,6533,5517,7864.5
"no.fishing","MiddleYukonR.andtribs.",2026,6396,5051.25,8231.5
"no.fishing","MiddleYukonR.andtribs.",2027,5653,4352.5,7364.75
"no.fishing","MiddleYukonR.andtribs.",2028,4275,3267.25,5624.75
"no.fishing","MiddleYukonR.andtribs.",2029,4208,3075.25,5745.5
"no.fishing","MiddleYukonR.andtribs.",2030,5523.5,4005.5,7853.75
"no.fishing","MiddleYukonR.andtribs.",2031,5702,3947.25,8386.25
"no.fishing","MiddleYukonR.andtribs.",2032,5563.5,3557.75,8337.25
"no.fishing","MiddleYukonR.andtribs.",2033,4874.5,3183.5,7660
"no.fishing","MiddleYukonR.andtribs.",2034,4386,2796.25,7168
"no.fishing","MiddleYukonR.andtribs.",2035,4616,2970.25,7504.75
"no.fishing","MiddleYukonR.andtribs.",2036,4954,3175.25,8017
"no.fishing","MiddleYukonR.andtribs.",2037,4993.5,3080.5,8101.25
"no.fishing","MiddleYukonR.andtribs.",2038,4806,2855.5,8167.75
"no.fishing","MiddleYukonR.andtribs.",2039,4539,2581,7729
"no.fishing","MiddleYukonR.andtribs.",2040,4466.5,2512,7668.75
"no.fishing","MiddleYukonR.andtribs.",2041,4643,2526.25,7931
"no.fishing","MiddleYukonR.andtribs.",2042,4905,2569,8163.75
"no.fishing","MiddleYukonR.andtribs.",2043,4704.5,2643.75,8280.5
"no.fishing","Nordenskiold",2024,1415,1309,1502
"no.fishing","Nordenskiold",2025,1692,1393,2145
"no.fishing","Nordenskiold",2026,1698,1252.5,2391.25
"no.fishing","Nordenskiold",2027,1455.5,1057.5,2075.5
"no.fishing","Nordenskiold",2028,1368,1011,2039.75
"no.fishing","Nordenskiold",2029,1698.5,1219.75,2522
"no.fishing","Nordenskiold",2030,1774.5,1248,2626.25
"no.fishing","Nordenskiold",2031,1848.5,1202.25,2672.75
"no.fishing","Nordenskiold",2032,1797.5,1161.75,2683.5
"no.fishing","Nordenskiold",2033,1748.5,1101.5,2659.5
"no.fishing","Nordenskiold",2034,1778,1064,2683.5
"no.fishing","Nordenskiold",2035,1817.5,1201.5,2751.5
"no.fishing","Nordenskiold",2036,1829,1218.5,2812.25
"no.fishing","Nordenskiold",2037,1787.5,1173,2875.75
"no.fishing","Nordenskiold",2038,1829.5,1150,2820.25
"no.fishing","Nordenskiold",2039,1762.5,1119.5,2704.25
"no.fishing","Nordenskiold",2040,1731.5,1112.5,2628.5
"no.fishing","Nordenskiold",2041,1713.5,1113,2716
"no.fishing","Nordenskiold",2042,1725.5,1061.75,2714.25
"no.fishing","Nordenskiold",2043,1717.5,1083,2682
"no.fishing","NorthernYukonR.andtribs.",2024,2522,2234.25,2827.25
"no.fishing","NorthernYukonR.andtribs.",2025,3024,2494.5,3842.25
"no.fishing","NorthernYukonR.andtribs.",2026,3022.5,2314,4142.75
"no.fishing","NorthernYukonR.andtribs.",2027,2235,1640,3021.25
"no.fishing","NorthernYukonR.andtribs.",2028,1627.5,1195.75,2308
"no.fishing","NorthernYukonR.andtribs.",2029,2084.5,1466.5,3019.75
"no.fishing","NorthernYukonR.andtribs.",2030,2376,1608,3480.5
"no.fishing","NorthernYukonR.andtribs.",2031,2594.5,1597.75,3921.25
"no.fishing","NorthernYukonR.andtribs.",2032,2389.5,1376.5,3692.25
"no.fishing","NorthernYukonR.andtribs.",2033,1924.5,1113.25,3234.75
"no.fishing","NorthernYukonR.andtribs.",2034,1754.5,1019.5,3185.75
"no.fishing","NorthernYukonR.andtribs.",2035,1863,1107,3468.25
"no.fishing","NorthernYukonR.andtribs.",2036,2083.5,1141.75,3699.75
"no.fishing","NorthernYukonR.andtribs.",2037,2120,1094.5,3699
"no.fishing","NorthernYukonR.andtribs.",2038,1945,1006.5,3532
"no.fishing","NorthernYukonR.andtribs.",2039,1767,863.75,3485.25
"no.fishing","NorthernYukonR.andtribs.",2040,1769.5,862,3392.75
"no.fishing","NorthernYukonR.andtribs.",2041,1758.5,887.5,3499.75
"no.fishing","NorthernYukonR.andtribs.",2042,1855,908.5,3703
"no.fishing","NorthernYukonR.andtribs.",2043,1796,827.5,3695.25
"no.fishing","Pelly",2024,1791.5,1644.25,1931.5
"no.fishing","Pelly",2025,2138.5,1824.5,2617
"no.fishing","Pelly",2026,2075,1612.75,2692.5
"no.fishing","Pelly",2027,1600.5,1194,2101.25
"no.fishing","Pelly",2028,1059.5,813,1405.25
"no.fishing","Pelly",2029,1132,830.75,1523
"no.fishing","Pelly",2030,1186.5,833,1698.25
"no.fishing","Pelly",2031,1230,821.25,1897.75
"no.fishing","Pelly",2032,1085,706.75,1738.75
"no.fishing","Pelly",2033,858,558.25,1436.5
"no.fishing","Pelly",2034,706.5,459,1244.5
"no.fishing","Pelly",2035,707.5,442,1276
"no.fishing","Pelly",2036,726,432.25,1384.75
"no.fishing","Pelly",2037,720,394.75,1413.25
"no.fishing","Pelly",2038,627,336,1332
"no.fishing","Pelly",2039,514.5,274,1172.25
"no.fishing","Pelly",2040,464.5,233.75,1062.25
"no.fishing","Pelly",2041,469,218.75,1090
"no.fishing","Pelly",2042,467,211,1113.75
"no.fishing","Pelly",2043,441,191.75,1095.75
"no.fishing","Stewart",2024,2088.5,1790,2413.5
"no.fishing","Stewart",2025,2184.5,1821.75,2801.25
"no.fishing","Stewart",2026,2006.5,1431.25,2734.75
"no.fishing","Stewart",2027,1474,1035.75,2211
"no.fishing","Stewart",2028,1044.5,698.25,1574.25
"no.fishing","Stewart",2029,1495.5,986.5,2295
"no.fishing","Stewart",2030,1957.5,1234.25,2927
"no.fishing","Stewart",2031,1942.5,1223.75,3018.5
"no.fishing","Stewart",2032,1776.5,1043.25,2912
"no.fishing","Stewart",2033,1608.5,851.5,2605.75
"no.fishing","Stewart",2034,1521.5,773,2443
"no.fishing","Stewart",2035,1629,972.5,2657.25
"no.fishing","Stewart",2036,1726.5,1072.25,2841.5
"no.fishing","Stewart",2037,1683,1020.75,2762.75
"no.fishing","Stewart",2038,1644.5,911,2668.75
"no.fishing","Stewart",2039,1585.5,810.5,2624
"no.fishing","Stewart",2040,1585.5,792.5,2669
"no.fishing","Stewart",2041,1575.5,849.5,2811.5
"no.fishing","Stewart",2042,1659,883.25,2880
"no.fishing","Stewart",2043,1600.5,861,2761.25
"no.fishing","UpperYukonR.",2024,2450,2275.5,2611
"no.fishing","UpperYukonR.",2025,2347,1947,2951
"no.fishing","UpperYukonR.",2026,2184,1676.5,3015.25
"no.fishing","UpperYukonR.",2027,1842.5,1347.75,2562.75
"no.fishing","UpperYukonR.",2028,1098.5,784.5,1509.75
"no.fishing","UpperYukonR.",2029,1286,912.75,1821.75
"no.fishing","UpperYukonR.",2030,1898.5,1284.75,2743.25
"no.fishing","UpperYukonR.",2031,1967,1244.75,2899.5
"no.fishing","UpperYukonR.",2032,1741,1046.25,2735.25
"no.fishing","UpperYukonR.",2033,1451,826.75,2439.75
"no.fishing","UpperYukonR.",2034,1251.5,676,2146.5
"no.fishing","UpperYukonR.",2035,1457.5,757.75,2510.25
"no.fishing","UpperYukonR.",2036,1613,855.25,2826.5
"no.fishing","UpperYukonR.",2037,1602,814.5,2807.5
"no.fishing","UpperYukonR.",2038,1476,708.25,2740.75
"no.fishing","UpperYukonR.",2039,1332.5,626.5,2539.75
"no.fishing","UpperYukonR.",2040,1277,563,2587
"no.fishing","UpperYukonR.",2041,1403,596.25,2742.75
"no.fishing","UpperYukonR.",2042,1520,610.5,2777.25
"no.fishing","UpperYukonR.",2043,1478,575.5,2740.25
"no.fishing","Whiteandtribs.",2024,1200.5,948.5,1504.75
"no.fishing","Whiteandtribs.",2025,1625.5,1248.5,2033
"no.fishing","Whiteandtribs.",2026,1829,1342.75,2440
"no.fishing","Whiteandtribs.",2027,2042.5,1476.25,2710.25
"no.fishing","Whiteandtribs.",2028,1678,1234.25,2293.5
"no.fishing","Whiteandtribs.",2029,1354,972.75,2007.25
"no.fishing","Whiteandtribs.",2030,1421,963.5,2108.75
"no.fishing","Whiteandtribs.",2031,1604.5,1044.5,2401
"no.fishing","Whiteandtribs.",2032,1699,1062.75,2523
"no.fishing","Whiteandtribs.",2033,1695.5,1047.75,2472.5
"no.fishing","Whiteandtribs.",2034,1513,898.75,2366.5
"no.fishing","Whiteandtribs.",2035,1460.5,846.5,2350.5
"no.fishing","Whiteandtribs.",2036,1449,834.5,2439.75
"no.fishing","Whiteandtribs.",2037,1529.5,866,2526.75
"no.fishing","Whiteandtribs.",2038,1541.5,864.25,2672.25
"no.fishing","Whiteandtribs.",2039,1508.5,807.75,2613
"no.fishing","Whiteandtribs.",2040,1431,759.25,2545.5
"no.fishing","Whiteandtribs.",2041,1445,724.25,2545.25
"no.fishing","Whiteandtribs.",2042,1475,719,2676.75
"no.fishing","Whiteandtribs.",2043,1494.5,713,2684
"no.fishing","YukonR.Teslinheadwaters",2024,3969,3534.75,4472.75
"no.fishing","YukonR.Teslinheadwaters",2025,4572.5,3832,5845.25
"no.fishing","YukonR.Teslinheadwaters",2026,4116,2995.75,5778.5
"no.fishing","YukonR.Teslinheadwaters",2027,3313.5,2260,4667.75
"no.fishing","YukonR.Teslinheadwaters",2028,3277,2231.25,4692
"no.fishing","YukonR.Teslinheadwaters",2029,4625,3261.75,6526.75
"no.fishing","YukonR.Teslinheadwaters",2030,4952,3515.5,6999.5
"no.fishing","YukonR.Teslinheadwaters",2031,4731.5,3480.75,6802.25
"no.fishing","YukonR.Teslinheadwaters",2032,4664,3199.25,6613.5
"no.fishing","YukonR.Teslinheadwaters",2033,4692,3087.25,6528
"no.fishing","YukonR.Teslinheadwaters",2034,4499,3145.75,6543.5
"no.fishing","YukonR.Teslinheadwaters",2035,4555.5,3227.25,6284
"no.fishing","YukonR.Teslinheadwaters",2036,4468.5,3245.5,6285
"no.fishing","YukonR.Teslinheadwaters",2037,4464,3152.25,6238
"no.fishing","YukonR.Teslinheadwaters",2038,4525,3029.25,6310.5
"no.fishing","YukonR.Teslinheadwaters",2039,4546.5,3207.25,6342.5
"no.fishing","YukonR.Teslinheadwaters",2040,4642,3259.5,6306.25
"no.fishing","YukonR.Teslinheadwaters",2041,4820,3317.25,6371
"no.fishing","YukonR.Teslinheadwaters",2042,4629.5,3287.25,6674.75
"no.fishing","YukonR.Teslinheadwaters",2043,4689.5,3237.75,6773.5
"status.quo","Big.Salmon",2024,1897,1833.75,1961
"status.quo","Big.Salmon",2025,1851,1526.5,2215
"status.quo","Big.Salmon",2026,1500.5,1193.75,1970.5
"status.quo","Big.Salmon",2027,1507,1198,2096
"status.quo","Big.Salmon",2028,1565.5,1199.25,2120.75
"status.quo","Big.Salmon",2029,1506,1138.5,2024.75
"status.quo","Big.Salmon",2030,1419,1025.5,1986.75
"status.quo","Big.Salmon",2031,1318.5,880,1962.25
"status.quo","Big.Salmon",2032,1237.5,831.75,1940.75
"status.quo","Big.Salmon",2033,1221,814,1889.5
"status.quo","Big.Salmon",2034,1226,783.5,1875
"status.quo","Big.Salmon",2035,1199.5,777.75,1788.25
"status.quo","Big.Salmon",2036,1144.5,728.5,1803.25
"status.quo","Big.Salmon",2037,1068,647,1808.25
"status.quo","Big.Salmon",2038,1038,645.75,1752
"status.quo","Big.Salmon",2039,995.5,626,1698.25
"status.quo","Big.Salmon",2040,1021,603.75,1691.5
"status.quo","Big.Salmon",2041,975,565.25,1672.5
"status.quo","Big.Salmon",2042,980.5,542.5,1755.5
"status.quo","Big.Salmon",2043,918,499.5,1714.5
"status.quo","MiddleYukonR.andtribs.",2024,6335,6061.75,6631.5
"status.quo","MiddleYukonR.andtribs.",2025,5972.5,4732.25,7485.25
"status.quo","MiddleYukonR.andtribs.",2026,5852,4313,8211
"status.quo","MiddleYukonR.andtribs.",2027,5346,3867.75,7113.25
"status.quo","MiddleYukonR.andtribs.",2028,4135.5,2964,5560.25
"status.quo","MiddleYukonR.andtribs.",2029,3900.5,2832.75,5202.75
"status.quo","MiddleYukonR.andtribs.",2030,4788,3340.25,6792
"status.quo","MiddleYukonR.andtribs.",2031,5138.5,3214.25,7220.5
"status.quo","MiddleYukonR.andtribs.",2032,4699.5,2989,7215
"status.quo","MiddleYukonR.andtribs.",2033,4327,2850,6710.75
"status.quo","MiddleYukonR.andtribs.",2034,3965.5,2489.75,6016
"status.quo","MiddleYukonR.andtribs.",2035,4125.5,2424,6604.5
"status.quo","MiddleYukonR.andtribs.",2036,4150,2608.25,6840
"status.quo","MiddleYukonR.andtribs.",2037,4268,2466.5,7015.5
"status.quo","MiddleYukonR.andtribs.",2038,4210,2324.5,7290.25
"status.quo","MiddleYukonR.andtribs.",2039,3893.5,2248.5,6865.5
"status.quo","MiddleYukonR.andtribs.",2040,4046,2113.75,6682.5
"status.quo","MiddleYukonR.andtribs.",2041,4186.5,2045,6836.25
"status.quo","MiddleYukonR.andtribs.",2042,4215.5,2064.5,6957.5
"status.quo","MiddleYukonR.andtribs.",2043,4141.5,2043,7081.25
"status.quo","Nordenskiold",2024,1412,1324,1507.5
"status.quo","Nordenskiold",2025,1502.5,1177,1951.25
"status.quo","Nordenskiold",2026,1502.5,1068.5,2030.25
"status.quo","Nordenskiold",2027,1338,946.75,1855
"status.quo","Nordenskiold",2028,1327,948,1870.25
"status.quo","Nordenskiold",2029,1579,1132.75,2219.25
"status.quo","Nordenskiold",2030,1473,1024,2266.5
"status.quo","Nordenskiold",2031,1529.5,940.25,2334.75
"status.quo","Nordenskiold",2032,1514.5,906.75,2316.25
"status.quo","Nordenskiold",2033,1502.5,946.75,2276.75
"status.quo","Nordenskiold",2034,1456.5,902.5,2332.5
"status.quo","Nordenskiold",2035,1554.5,955,2336.25
"status.quo","Nordenskiold",2036,1514,897.75,2427.25
"status.quo","Nordenskiold",2037,1465.5,918.25,2392.5
"status.quo","Nordenskiold",2038,1562.5,884,2461.25
"status.quo","Nordenskiold",2039,1466.5,935.75,2335.5
"status.quo","Nordenskiold",2040,1482,884.5,2296.75
"status.quo","Nordenskiold",2041,1411.5,879.5,2247.5
"status.quo","Nordenskiold",2042,1425.5,911.75,2290
"status.quo","Nordenskiold",2043,1467,922.25,2220.25
"status.quo","NorthernYukonR.andtribs.",2024,2505,2208,2821
"status.quo","NorthernYukonR.andtribs.",2025,2734,2145.75,3476.25
"status.quo","NorthernYukonR.andtribs.",2026,2698.5,1824.5,3695.5
"status.quo","NorthernYukonR.andtribs.",2027,2049.5,1383,2873.75
"status.quo","NorthernYukonR.andtribs.",2028,1541,1105.75,2167
"status.quo","NorthernYukonR.andtribs.",2029,1999,1366,2685
"status.quo","NorthernYukonR.andtribs.",2030,2133,1320,2977.25
"status.quo","NorthernYukonR.andtribs.",2031,2138,1307.75,3240.25
"status.quo","NorthernYukonR.andtribs.",2032,1939,1172,3127.25
"status.quo","NorthernYukonR.andtribs.",2033,1653,962.25,2722
"status.quo","NorthernYukonR.andtribs.",2034,1471,906.75,2712
"status.quo","NorthernYukonR.andtribs.",2035,1729,950,2872
"status.quo","NorthernYukonR.andtribs.",2036,1777,958.25,3091.75
"status.quo","NorthernYukonR.andtribs.",2037,1805.5,885,3023.75
"status.quo","NorthernYukonR.andtribs.",2038,1668.5,831.5,3010.5
"status.quo","NorthernYukonR.andtribs.",2039,1469.5,733,2915.25
"status.quo","NorthernYukonR.andtribs.",2040,1442,695,2868.25
