"HCR","CU","year","H.50","H.25","H.75"
"IMEG","Nordenskiold",2036,0,0,0
"IMEG","Nordenskiold",2037,0,0,0
"IMEG","Nordenskiold",2038,0,0,0
"IMEG","Nordenskiold",2039,0,0,0
"IMEG","Nordenskiold",2040,0,0,0
"IMEG","Nordenskiold",2041,0,0,0
"IMEG","Nordenskiold",2042,0,0,0
"IMEG","Nordenskiold",2043,0,0,0
"IMEG","Nordenskiold",2044,0,0,0
"IMEG","Nordenskiold",2045,0,0,0
"IMEG","Nordenskiold",2046,0,0,0
"IMEG","Nordenskiold",2047,0,0,0
"IMEG","Nordenskiold",2048,0,0,0
"IMEG","Nordenskiold",2049,0,0,0
"IMEG","Nordenskiold",2050,0,0,0
"IMEG","Nordenskiold",2051,0,0,0
"IMEG","NorthernYukonR.andtribs.",2024,0,0,0
"IMEG","NorthernYukonR.andtribs.",2025,0,0,0
"IMEG","NorthernYukonR.andtribs.",2026,0,0,0
"IMEG","NorthernYukonR.andtribs.",2027,0,0,0
"IMEG","NorthernYukonR.andtribs.",2028,0,0,0
"IMEG","NorthernYukonR.andtribs.",2029,0,0,0
"IMEG","NorthernYukonR.andtribs.",2030,0,0,0
"IMEG","NorthernYukonR.andtribs.",2031,0,0,0
"IMEG","NorthernYukonR.andtribs.",2032,0,0,0
"IMEG","NorthernYukonR.andtribs.",2033,0,0,0
"IMEG","NorthernYukonR.andtribs.",2034,0,0,0
"IMEG","NorthernYukonR.andtribs.",2035,0,0,0
"IMEG","NorthernYukonR.andtribs.",2036,0,0,0
"IMEG","NorthernYukonR.andtribs.",2037,0,0,0
"IMEG","NorthernYukonR.andtribs.",2038,0,0,0
"IMEG","NorthernYukonR.andtribs.",2039,0,0,0
"IMEG","NorthernYukonR.andtribs.",2040,0,0,0
"IMEG","NorthernYukonR.andtribs.",2041,0,0,0
"IMEG","NorthernYukonR.andtribs.",2042,0,0,0
"IMEG","NorthernYukonR.andtribs.",2043,0,0,0
"IMEG","NorthernYukonR.andtribs.",2044,0,0,0
"IMEG","NorthernYukonR.andtribs.",2045,0,0,0
"IMEG","NorthernYukonR.andtribs.",2046,0,0,0
"IMEG","NorthernYukonR.andtribs.",2047,0,0,0
"IMEG","NorthernYukonR.andtribs.",2048,0,0,0
"IMEG","NorthernYukonR.andtribs.",2049,0,0,0
"IMEG","NorthernYukonR.andtribs.",2050,0,0,0
"IMEG","NorthernYukonR.andtribs.",2051,0,0,0
"IMEG","Pelly",2024,0,0,0
"IMEG","Pelly",2025,0,0,0
"IMEG","Pelly",2026,0,0,0
"IMEG","Pelly",2027,0,0,0
"IMEG","Pelly",2028,0,0,0
"IMEG","Pelly",2029,0,0,0
"IMEG","Pelly",2030,0,0,0
"IMEG","Pelly",2031,0,0,0
"IMEG","Pelly",2032,0,0,0
"IMEG","Pelly",2033,0,0,0
"IMEG","Pelly",2034,0,0,0
"IMEG","Pelly",2035,0,0,0
"IMEG","Pelly",2036,0,0,0
"IMEG","Pelly",2037,0,0,0
"IMEG","Pelly",2038,0,0,0
"IMEG","Pelly",2039,0,0,0
"IMEG","Pelly",2040,0,0,0
"IMEG","Pelly",2041,0,0,0
"IMEG","Pelly",2042,0,0,0
"IMEG","Pelly",2043,0,0,0
"IMEG","Pelly",2044,0,0,0
"IMEG","Pelly",2045,0,0,0
"IMEG","Pelly",2046,0,0,0
"IMEG","Pelly",2047,0,0,0
"IMEG","Pelly",2048,0,0,0
"IMEG","Pelly",2049,0,0,0
"IMEG","Pelly",2050,0,0,0
"IMEG","Pelly",2051,0,0,0
"IMEG","Stewart",2024,0,0,0
"IMEG","Stewart",2025,0,0,0
"IMEG","Stewart",2026,0,0,0
"IMEG","Stewart",2027,0,0,0
"IMEG","Stewart",2028,0,0,0
"IMEG","Stewart",2029,0,0,0
"IMEG","Stewart",2030,0,0,0
"IMEG","Stewart",2031,0,0,0
"IMEG","Stewart",2032,0,0,0
"IMEG","Stewart",2033,0,0,0
"IMEG","Stewart",2034,0,0,0
"IMEG","Stewart",2035,0,0,0
"IMEG","Stewart",2036,0,0,0
"IMEG","Stewart",2037,0,0,0
"IMEG","Stewart",2038,0,0,0
"IMEG","Stewart",2039,0,0,0
"IMEG","Stewart",2040,0,0,0
"IMEG","Stewart",2041,0,0,0
"IMEG","Stewart",2042,0,0,0
"IMEG","Stewart",2043,0,0,0
"IMEG","Stewart",2044,0,0,0
"IMEG","Stewart",2045,0,0,0
"IMEG","Stewart",2046,0,0,0
"IMEG","Stewart",2047,0,0,0
"IMEG","Stewart",2048,0,0,0
"IMEG","Stewart",2049,0,0,0
"IMEG","Stewart",2050,0,0,0
"IMEG","Stewart",2051,0,0,0
"IMEG","UpperYukonR.",2024,0,0,0
"IMEG","UpperYukonR.",2025,0,0,0
"IMEG","UpperYukonR.",2026,0,0,0
"IMEG","UpperYukonR.",2027,0,0,0
"IMEG","UpperYukonR.",2028,0,0,0
"IMEG","UpperYukonR.",2029,0,0,0
"IMEG","UpperYukonR.",2030,0,0,0
"IMEG","UpperYukonR.",2031,0,0,0
"IMEG","UpperYukonR.",2032,0,0,0
"IMEG","UpperYukonR.",2033,0,0,0
"IMEG","UpperYukonR.",2034,0,0,0
"IMEG","UpperYukonR.",2035,0,0,0
"IMEG","UpperYukonR.",2036,0,0,0
"IMEG","UpperYukonR.",2037,0,0,0
"IMEG","UpperYukonR.",2038,0,0,0
"IMEG","UpperYukonR.",2039,0,0,0
"IMEG","UpperYukonR.",2040,0,0,0
"IMEG","UpperYukonR.",2041,0,0,0
"IMEG","UpperYukonR.",2042,0,0,0
"IMEG","UpperYukonR.",2043,0,0,0
"IMEG","UpperYukonR.",2044,0,0,0
"IMEG","UpperYukonR.",2045,0,0,0
"IMEG","UpperYukonR.",2046,0,0,0
"IMEG","UpperYukonR.",2047,0,0,0
"IMEG","UpperYukonR.",2048,0,0,0
"IMEG","UpperYukonR.",2049,0,0,0
"IMEG","UpperYukonR.",2050,0,0,0
"IMEG","UpperYukonR.",2051,0,0,0
"IMEG","Whiteandtribs.",2024,0,0,0
"IMEG","Whiteandtribs.",2025,0,0,0
"IMEG","Whiteandtribs.",2026,0,0,0
"IMEG","Whiteandtribs.",2027,0,0,0
"IMEG","Whiteandtribs.",2028,0,0,0
"IMEG","Whiteandtribs.",2029,0,0,0
"IMEG","Whiteandtribs.",2030,0,0,0
"IMEG","Whiteandtribs.",2031,0,0,0
"IMEG","Whiteandtribs.",2032,0,0,0
"IMEG","Whiteandtribs.",2033,0,0,0
"IMEG","Whiteandtribs.",2034,0,0,0
"IMEG","Whiteandtribs.",2035,0,0,0
"IMEG","Whiteandtribs.",2036,0,0,0
"IMEG","Whiteandtribs.",2037,0,0,0
"IMEG","Whiteandtribs.",2038,0,0,0
"IMEG","Whiteandtribs.",2039,0,0,0
"IMEG","Whiteandtribs.",2040,0,0,0
"IMEG","Whiteandtribs.",2041,0,0,0
"IMEG","Whiteandtribs.",2042,0,0,0
"IMEG","Whiteandtribs.",2043,0,0,0
"IMEG","Whiteandtribs.",2044,0,0,0
"IMEG","Whiteandtribs.",2045,0,0,0
"IMEG","Whiteandtribs.",2046,0,0,0
"IMEG","Whiteandtribs.",2047,0,0,0
"IMEG","Whiteandtribs.",2048,0,0,0
"IMEG","Whiteandtribs.",2049,0,0,0
"IMEG","Whiteandtribs.",2050,0,0,0
"IMEG","Whiteandtribs.",2051,0,0,0
"IMEG","YukonR.Teslinheadwaters",2024,0,0,0
"IMEG","YukonR.Teslinheadwaters",2025,0,0,0
"IMEG","YukonR.Teslinheadwaters",2026,0,0,0
"IMEG","YukonR.Teslinheadwaters",2027,0,0,0
"IMEG","YukonR.Teslinheadwaters",2028,0,0,0
"IMEG","YukonR.Teslinheadwaters",2029,0,0,0
"IMEG","YukonR.Teslinheadwaters",2030,0,0,0
"IMEG","YukonR.Teslinheadwaters",2031,0,0,0
"IMEG","YukonR.Teslinheadwaters",2032,0,0,0
"IMEG","YukonR.Teslinheadwaters",2033,0,0,0
"IMEG","YukonR.Teslinheadwaters",2034,0,0,0
"IMEG","YukonR.Teslinheadwaters",2035,0,0,0
"IMEG","YukonR.Teslinheadwaters",2036,0,0,0
"IMEG","YukonR.Teslinheadwaters",2037,0,0,0
"IMEG","YukonR.Teslinheadwaters",2038,0,0,0
"IMEG","YukonR.Teslinheadwaters",2039,0,0,0
"IMEG","YukonR.Teslinheadwaters",2040,0,0,0
"IMEG","YukonR.Teslinheadwaters",2041,0,0,0
"IMEG","YukonR.Teslinheadwaters",2042,0,0,0
"IMEG","YukonR.Teslinheadwaters",2043,0,0,0
"IMEG","YukonR.Teslinheadwaters",2044,0,0,0
"IMEG","YukonR.Teslinheadwaters",2045,0,0,0
"IMEG","YukonR.Teslinheadwaters",2046,0,0,0
"IMEG","YukonR.Teslinheadwaters",2047,0,0,0
"IMEG","YukonR.Teslinheadwaters",2048,0,0,0
"IMEG","YukonR.Teslinheadwaters",2049,0,0,0
"IMEG","YukonR.Teslinheadwaters",2050,0,0,0
"IMEG","YukonR.Teslinheadwaters",2051,0,0,0
"IMEG.cap","Big.Salmon",2024,0,0,0
"IMEG.cap","Big.Salmon",2025,0,0,0
"IMEG.cap","Big.Salmon",2026,0,0,0
"IMEG.cap","Big.Salmon",2027,0,0,0
"IMEG.cap","Big.Salmon",2028,0,0,0
"IMEG.cap","Big.Salmon",2029,0,0,0
"IMEG.cap","Big.Salmon",2030,0,0,0
"IMEG.cap","Big.Salmon",2031,0,0,0
"IMEG.cap","Big.Salmon",2032,0,0,0
"IMEG.cap","Big.Salmon",2033,0,0,0
"IMEG.cap","Big.Salmon",2034,0,0,0
"IMEG.cap","Big.Salmon",2035,0,0,0
"IMEG.cap","Big.Salmon",2036,0,0,0
"IMEG.cap","Big.Salmon",2037,0,0,0
"IMEG.cap","Big.Salmon",2038,0,0,0
"IMEG.cap","Big.Salmon",2039,0,0,0
"IMEG.cap","Big.Salmon",2040,0,0,0
"IMEG.cap","Big.Salmon",2041,0,0,0
"IMEG.cap","Big.Salmon",2042,0,0,0
"IMEG.cap","Big.Salmon",2043,0,0,0
"IMEG.cap","Big.Salmon",2044,0,0,0
"IMEG.cap","Big.Salmon",2045,0,0,0
"IMEG.cap","Big.Salmon",2046,0,0,0
"IMEG.cap","Big.Salmon",2047,0,0,0
"IMEG.cap","Big.Salmon",2048,0,0,0
"IMEG.cap","Big.Salmon",2049,0,0,0
"IMEG.cap","Big.Salmon",2050,0,0,0
"IMEG.cap","Big.Salmon",2051,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2024,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2025,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2026,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2027,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2028,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2029,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2030,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2031,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2032,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2033,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2034,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2035,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2036,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2037,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2038,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2039,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2040,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2041,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2042,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2043,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2044,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2045,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2046,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2047,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2048,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2049,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2050,0,0,0
"IMEG.cap","MiddleYukonR.andtribs.",2051,0,0,0
"IMEG.cap","Nordenskiold",2024,0,0,0
"IMEG.cap","Nordenskiold",2025,0,0,0
"IMEG.cap","Nordenskiold",2026,0,0,0
"IMEG.cap","Nordenskiold",2027,0,0,0
"IMEG.cap","Nordenskiold",2028,0,0,0
"IMEG.cap","Nordenskiold",2029,0,0,0
"IMEG.cap","Nordenskiold",2030,0,0,0
"IMEG.cap","Nordenskiold",2031,0,0,0
"IMEG.cap","Nordenskiold",2032,0,0,0
"IMEG.cap","Nordenskiold",2033,0,0,0
"IMEG.cap","Nordenskiold",2034,0,0,0
"IMEG.cap","Nordenskiold",2035,0,0,0
"IMEG.cap","Nordenskiold",2036,0,0,0
"IMEG.cap","Nordenskiold",2037,0,0,0
"IMEG.cap","Nordenskiold",2038,0,0,0
"IMEG.cap","Nordenskiold",2039,0,0,0
"IMEG.cap","Nordenskiold",2040,0,0,0
"IMEG.cap","Nordenskiold",2041,0,0,0
"IMEG.cap","Nordenskiold",2042,0,0,0
"IMEG.cap","Nordenskiold",2043,0,0,0
"IMEG.cap","Nordenskiold",2044,0,0,0
"IMEG.cap","Nordenskiold",2045,0,0,0
"IMEG.cap","Nordenskiold",2046,0,0,0
"IMEG.cap","Nordenskiold",2047,0,0,0
"IMEG.cap","Nordenskiold",2048,0,0,0
"IMEG.cap","Nordenskiold",2049,0,0,0
"IMEG.cap","Nordenskiold",2050,0,0,0
"IMEG.cap","Nordenskiold",2051,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2024,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2025,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2026,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2027,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2028,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2029,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2030,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2031,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2032,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2033,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2034,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2035,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2036,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2037,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2038,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2039,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2040,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2041,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2042,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2043,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2044,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2045,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2046,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2047,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2048,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2049,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2050,0,0,0
"IMEG.cap","NorthernYukonR.andtribs.",2051,0,0,0
"IMEG.cap","Pelly",2024,0,0,0
"IMEG.cap","Pelly",2025,0,0,0
"IMEG.cap","Pelly",2026,0,0,0
"IMEG.cap","Pelly",2027,0,0,0
"IMEG.cap","Pelly",2028,0,0,0
"IMEG.cap","Pelly",2029,0,0,0
"IMEG.cap","Pelly",2030,0,0,0
"IMEG.cap","Pelly",2031,0,0,0
"IMEG.cap","Pelly",2032,0,0,0
"IMEG.cap","Pelly",2033,0,0,0
"IMEG.cap","Pelly",2034,0,0,0
"IMEG.cap","Pelly",2035,0,0,0
"IMEG.cap","Pelly",2036,0,0,0
"IMEG.cap","Pelly",2037,0,0,0
"IMEG.cap","Pelly",2038,0,0,0
"IMEG.cap","Pelly",2039,0,0,0
"IMEG.cap","Pelly",2040,0,0,0
"IMEG.cap","Pelly",2041,0,0,0
"IMEG.cap","Pelly",2042,0,0,0
"IMEG.cap","Pelly",2043,0,0,0
"IMEG.cap","Pelly",2044,0,0,0
"IMEG.cap","Pelly",2045,0,0,0
"IMEG.cap","Pelly",2046,0,0,0
"IMEG.cap","Pelly",2047,0,0,0
"IMEG.cap","Pelly",2048,0,0,0
"IMEG.cap","Pelly",2049,0,0,0
"IMEG.cap","Pelly",2050,0,0,0
"IMEG.cap","Pelly",2051,0,0,0
"IMEG.cap","Stewart",2024,0,0,0
"IMEG.cap","Stewart",2025,0,0,0
"IMEG.cap","Stewart",2026,0,0,0
"IMEG.cap","Stewart",2027,0,0,0
"IMEG.cap","Stewart",2028,0,0,0
"IMEG.cap","Stewart",2029,0,0,0
"IMEG.cap","Stewart",2030,0,0,0
"IMEG.cap","Stewart",2031,0,0,0
"IMEG.cap","Stewart",2032,0,0,0
"IMEG.cap","Stewart",2033,0,0,0
"IMEG.cap","Stewart",2034,0,0,0
"IMEG.cap","Stewart",2035,0,0,0
"IMEG.cap","Stewart",2036,0,0,0
"IMEG.cap","Stewart",2037,0,0,0
"IMEG.cap","Stewart",2038,0,0,0
"IMEG.cap","Stewart",2039,0,0,0
"IMEG.cap","Stewart",2040,0,0,0
"IMEG.cap","Stewart",2041,0,0,0
"IMEG.cap","Stewart",2042,0,0,0
"IMEG.cap","Stewart",2043,0,0,0
"IMEG.cap","Stewart",2044,0,0,0
"IMEG.cap","Stewart",2045,0,0,0
"IMEG.cap","Stewart",2046,0,0,0
"IMEG.cap","Stewart",2047,0,0,0
"IMEG.cap","Stewart",2048,0,0,0
"IMEG.cap","Stewart",2049,0,0,0
"IMEG.cap","Stewart",2050,0,0,0
"IMEG.cap","Stewart",2051,0,0,0
"IMEG.cap","UpperYukonR.",2024,0,0,0
"IMEG.cap","UpperYukonR.",2025,0,0,0
"IMEG.cap","UpperYukonR.",2026,0,0,0
"IMEG.cap","UpperYukonR.",2027,0,0,0
"IMEG.cap","UpperYukonR.",2028,0,0,0
"IMEG.cap","UpperYukonR.",2029,0,0,0
"IMEG.cap","UpperYukonR.",2030,0,0,0
"IMEG.cap","UpperYukonR.",2031,0,0,0
"IMEG.cap","UpperYukonR.",2032,0,0,0
"IMEG.cap","UpperYukonR.",2033,0,0,0
"IMEG.cap","UpperYukonR.",2034,0,0,0
"IMEG.cap","UpperYukonR.",2035,0,0,0
"IMEG.cap","UpperYukonR.",2036,0,0,0
"IMEG.cap","UpperYukonR.",2037,0,0,0
"IMEG.cap","UpperYukonR.",2038,0,0,0
"IMEG.cap","UpperYukonR.",2039,0,0,0
"IMEG.cap","UpperYukonR.",2040,0,0,0
"IMEG.cap","UpperYukonR.",2041,0,0,0
"IMEG.cap","UpperYukonR.",2042,0,0,0
"IMEG.cap","UpperYukonR.",2043,0,0,0
"IMEG.cap","UpperYukonR.",2044,0,0,0
"IMEG.cap","UpperYukonR.",2045,0,0,0
"IMEG.cap","UpperYukonR.",2046,0,0,0
"IMEG.cap","UpperYukonR.",2047,0,0,0
"IMEG.cap","UpperYukonR.",2048,0,0,0
"IMEG.cap","UpperYukonR.",2049,0,0,0
"IMEG.cap","UpperYukonR.",2050,0,0,0
"IMEG.cap","UpperYukonR.",2051,0,0,0
"IMEG.cap","Whiteandtribs.",2024,0,0,0
"IMEG.cap","Whiteandtribs.",2025,0,0,0
"IMEG.cap","Whiteandtribs.",2026,0,0,0
"IMEG.cap","Whiteandtribs.",2027,0,0,0
"IMEG.cap","Whiteandtribs.",2028,0,0,0
"IMEG.cap","Whiteandtribs.",2029,0,0,0
"IMEG.cap","Whiteandtribs.",2030,0,0,0
"IMEG.cap","Whiteandtribs.",2031,0,0,0
"IMEG.cap","Whiteandtribs.",2032,0,0,0
"IMEG.cap","Whiteandtribs.",2033,0,0,0
"IMEG.cap","Whiteandtribs.",2034,0,0,0
"IMEG.cap","Whiteandtribs.",2035,0,0,0
"IMEG.cap","Whiteandtribs.",2036,0,0,0
"IMEG.cap","Whiteandtribs.",2037,0,0,0
"IMEG.cap","Whiteandtribs.",2038,0,0,0
"IMEG.cap","Whiteandtribs.",2039,0,0,0
"IMEG.cap","Whiteandtribs.",2040,0,0,0
"IMEG.cap","Whiteandtribs.",2041,0,0,0
"IMEG.cap","Whiteandtribs.",2042,0,0,0
"IMEG.cap","Whiteandtribs.",2043,0,0,0
"IMEG.cap","Whiteandtribs.",2044,0,0,0
"IMEG.cap","Whiteandtribs.",2045,0,0,0
"IMEG.cap","Whiteandtribs.",2046,0,0,0
"IMEG.cap","Whiteandtribs.",2047,0,0,0
"IMEG.cap","Whiteandtribs.",2048,0,0,0
"IMEG.cap","Whiteandtribs.",2049,0,0,0
"IMEG.cap","Whiteandtribs.",2050,0,0,0
"IMEG.cap","Whiteandtribs.",2051,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2024,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2025,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2026,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2027,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2028,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2029,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2030,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2031,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2032,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2033,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2034,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2035,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2036,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2037,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2038,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2039,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2040,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2041,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2042,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2043,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2044,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2045,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2046,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2047,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2048,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2049,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2050,0,0,0
"IMEG.cap","YukonR.Teslinheadwaters",2051,0,0,0
"PA.alternative","Big.Salmon",2024,0,0,0
"PA.alternative","Big.Salmon",2025,0,0,0
"PA.alternative","Big.Salmon",2026,0,0,0
"PA.alternative","Big.Salmon",2027,0,0,0
"PA.alternative","Big.Salmon",2028,0,0,0
"PA.alternative","Big.Salmon",2029,0,0,0
"PA.alternative","Big.Salmon",2030,0,0,0
"PA.alternative","Big.Salmon",2031,0,0,0
"PA.alternative","Big.Salmon",2032,11,0,85.25
"PA.alternative","Big.Salmon",2033,4,0,72
"PA.alternative","Big.Salmon",2034,2,0,60
"PA.alternative","Big.Salmon",2035,0,0,66
"PA.alternative","Big.Salmon",2036,0,0,56.25
"PA.alternative","Big.Salmon",2037,2,0,67
"PA.alternative","Big.Salmon",2038,4,0,54
"PA.alternative","Big.Salmon",2039,0,0,48
"PA.alternative","Big.Salmon",2040,0,0,41
"PA.alternative","Big.Salmon",2041,0,0,55
"PA.alternative","Big.Salmon",2042,2,0,53.25
"PA.alternative","Big.Salmon",2043,0,0,46.25
"PA.alternative","Big.Salmon",2044,0,0,31
"PA.alternative","Big.Salmon",2045,0,0,31.25
"PA.alternative","Big.Salmon",2046,0,0,38
